Строка поиска	Translation
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Sıra № - li%1, gözlənilən (%2), aşkar (%3) ПредыдущееКлючевоеСлово=%4
Строка должна быть описана таблицей с двумя строками.	Sətir olmalıdır təsvir üstündeki iki strings.
Строка с фича-файлом не найдена.	Sıra ilə фича-fayl tapılmadı.
СтрокаЗапуска=%1	СтрокаЗапуска=%1
существует	var
Сценарий <%1> не загружен.	Ssenari <%1> dolu.
Сценарий: %1	Ssenari: %1
Таблица <%1> не соответствует эталону. Ожидали <%2> строк, а в ней <%3> строк.	Cədvəl <%1> uyğun deyil эталону. Gözləyirdik <%2> satır, orada <%3> satır.
Таблица <%1> не стала равной за <%2> секунд. %3	Cədvəl <%1> oldu bərabər uğrunda <%2> saniyə. %3
Таблица <%1>. Строка №<%2>. Колонка <%3>. Ожидали <%4>, а получили <%5>	Cədvəl <%1>. Sıra № - li<%2>. Sütun <%3>. Gözləyirdik <%4>, var <%5>
Таблица формы с именем <%1> не найдена.	Cədvəl formasının adı ilə <%1> tapılmadı.
ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Количество()=%2	ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Sayı()=%2
Таблицы должны совпадать, а они различны.%1	Bir masa üst-üstə düşməli, onlar isə fərqlidir%1
ТаблицыСовпадают	ТаблицыСовпадают
Табличный документ <%1> оказался неравен <%2>.%3	Табличный sənəd <%1> düşdü неравен <%2>.%3
Табличный документ не содержит нужные строки <%1>	Табличный sənəd edir lazımi string <%1>
Табличный документ содержит ненужные строки <%1>	Табличный sənəd tərkibindəki lazımsız xətləri <%1>
ТестируемаяФорма <%1> не открылась, а должна была открыться	ТестируемаяФорма <%1> açılıb isə gərək idi açıla
ТестПропущен	ТестПропущен
Технические данные	Texniki məlumatlar
тип	növü
Типом значения <%1> является <%2>, а ожидался тип <%3>.%4	Növü dəyərlər <%1> ən <%2>, ожидался növü <%3>.%4
Требуется документ, бизнес-процесс или задача. Неизвестный менеджер %1.%2 . Переменная %3	Tələb olunan sənəd, biznes-proses və ya vəzifədir. Naməlum meneceri %1.%2 . Dəyişən %3
ТЧ %1 не соответствует эталону. Ожидали %2 строк, а в ней %3 строк.	ТЧ %1 uyğun deyil эталону. Gözləyirdik %2 sətir isə orada %3 satır.
ТЧ с именем <%1> не найдена.	ТЧ adı ilə <%1> tapılmadı.
У окна <%1> не найдено ни одного элемента с типом <ТестируемоеПолеФормы>.	Pəncərə <%1> aşkar heç bir element növü ilə <ТестируемоеПолеФормы>.
У поля <%1> ожидали заголовок <%2>, а получили <%3>	Biz sahələri <%1> gözlənilir header <%2>, var <%3>
У поля <%1> ожидали отображаемый текст <%2>, а получили <%3>	Biz sahələri <%1> gözlənilir göstərilən mətn <%2>, var <%3>
У поля <%1> ожидали текст подсказки <%2>, а получили <%3>	Biz sahələri <%1> gözlənilir mətn göstərişlər <%2>, var <%3>
У текущего окна найдено %1 форм.	Biz cari pəncərə aşkar %1 formaları.
У элемента формы <%1> текущий текст редактирования <%2>, а ожидали <%3>	Biz vurun formaları <%1> cari mətn redaktə <%2>, gözləyirdik <%3>
Удаляю элемент %1	Удаляю element %1
Удаляю элемент справочника <%1> : <%2>	Удаляю element kitabı <%1> : <%2>
Уже открытый TestClient подключен на %1 порту.	Artıq açıq TestClient bağlı azn %1 limanında.
Указан неверный диапазон портов: <%1>	Müəyyən yanlış sıra limanları: <%1>
Указанное Имя колонки замещения [%1] не существует в макете.	Göstərilən Adı sütun tutmaq [%1] mövcud deyil maketin.
Установлен флаг "Остановка при возникновении ошибки". Выполнение следующих сценариев отменено.	Müəyyən bayrağı "Stop yarandıqda səhvlər". Yerinə yetirilməsi aşağıdakı ssenari ləğv.
Установлен флаг <Остановка при возникновении ошибки>. Выполнение следующих сценариев отменено.	Müəyyən bayrağı <Stop yarandıqda səhv>. Yerinə yetirilməsi aşağıdakı ssenari ləğv.
Утверждение "ИмеетДлину" не умеет работать с типом <%1>.%2	"Nın təsdiq edilməsi ИмеетДлину" işləməyi bacarmır növü ilə <%1>.%2
Утверждение "ПроверитьВхождениеВКоллекцию" не умеет работать с типом коллекции <%1>.%2	"Nın təsdiq edilməsi ПроверитьВхождениеВКоллекцию" işləməyi bacarmır növü ilə toplanması <%1>.%2
Утверждение "Содержит" не умеет работать с типом <%1>.%2	"Nın təsdiq edilməsi Edir" işləməyi bacarmır növü ilə <%1>.%2
Утверждение <ИмеетДлину> не умеет работать с типом <%1>.%2	Təsdiq <ИмеетДлину> işləməyi bacarmır növü ilə <%1>.%2
Утверждение <ПроверитьВхождениеВКоллекцию> не умеет работать с типом коллекции <%1>.%2	Təsdiq <ПроверитьВхождениеВКоллекцию> işləməyi bacarmır növü ilə toplanması <%1>.%2
Утверждение <Содержит> не умеет работать с типом <%1>.%2	Təsdiq <Edir> işləməyi bacarmır növü ilə <%1>.%2
Утверждение ПроверитьРавенствоФайлов можно использовать только в толстом клиенте.	Təsdiq ПроверитьРавенствоФайлов istifadə edə bilərsiniz yalnız толстом müştəri.
Файл <%1> не найден.	Fayl <%1> tapılmadı.
Файл <%1> не существует.	Fayl <%1> yoxdur.
Файл <vbFeatureReader.epf> не найден в каталоге инструментов <%1>	Fayl <vbFeatureReader.epf> tapılmadı kataloq alətləri <%1>
Файл %1: <%2>	Fayl %1: <%2>
Файл EPF не создан.	Fayl EPF deyil yaradılmışdır.
Файл EPF не создан. Не смог создать каталог временной базы.	Fayl EPF deyil yaradılmışdır. Bilmədi kataloq yaratmaq müvəqqəti bazası.
Файл отчета Allure-report (%1) записан.	Hesabat faylını Məlumat-report (%1) qeyd.
Файл отчета CucumberJson-report (%1) записан.	Hesabat faylını CucumberJson-report (%1) qeyd.
Файл отчета jUnit-report (%1) записан.	Hesabat faylını jUnit-report (%1) qeyd.
Фича <%1> содержит тег @Tree. Найдены строки, которые содержат символы пробелов и символы табуляции в начале строки. Дерево не может быть корректно построено.	Фича <%1> ehtiva tag @Tree. Aşkar satır ehtiva edən simvol boşluqlar və simvollar nişanı əvvəlində satır. Ağac ola bilməz düzgün qurulub.
Фича <%1> содержит тег @Tree. Часть строк содержит в начале строки символы пробелов <%2>, часть строк содержит символы табуляции <%3>. Дерево не может быть корректно построено.	Фича <%1> ehtiva tag @Tree. Bir hissəsini satır edir əvvəlində satır simvol boşluqlar <%2>, bir hissəsini satır simvol ehtiva nişanı <%3>. Ağac ola bilməz düzgün qurulub.
Фича: %1	Фича: %1
Фичи загружены	Фичи daşıyanlar
Флаг <Сохранять контексты перед выполнением шагов> установлен в <Истина>.	Bayraq <Saxlamaq kontekstlərdə etmədən əvvəl addımlar> yüklü <Həqiqət>.
Флаг с заголовком <%1> не найден.	Bayraq başlığı <%1> tapılmadı.
Флаг с именем <%1> не найден.	Bayraq adı ilə <%1> tapılmadı.
Форма <%1> не найдена.	Forma <%1> tapılmadı.
Форма окна с заголовком %1 не найдена.	Forma pəncərə başlığı %1 tapılmadı.
Форма с заголовком <%1> не найдена.	Forması ilə başlığı <%1> tapılmadı.
Форма с заголовком %1 не найдена.	Forması ilə başlığı %1 tapılmadı.
Хост сеанс надо запустить с ключом /TESTMANAGER.	Host seansı başlamaq lazımdır, əsas /TESTMANAGER.
Хотели, чтобы алгоритм <%1> выполнился, а он упал с ошибкой <%2>. %3	İstəyirdik ki, alqoritm <%1> выполнился, o da düşdü bir səhv <%2>. %3
Хотели, чтобы алгоритм <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	İstəyirdik ki, alqoritm <%1> düşdü mesajı ilə səhv <%2>, o da düşdü mesajı ilə <%3>.%4
Хотели, чтобы алгоритм <%1> упал, а он выполнился%2	İstəyirdik ki, alqoritm <%1> düşdü, o isə выполнился%2
Хотели, чтобы код <%1> выполнился, а он упал с ошибкой <%2>. %3	İstəyirdi üçün kodu <%1> выполнился, o da düşdü bir səhv <%2>. %3
Хотели, чтобы код <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	İstəyirdi üçün kodu <%1> düşdü mesajı ilə səhv <%2>, o da düşdü mesajı ilə <%3>.%4
Хотели, чтобы код <%1> упал, а он выполнился%2	İstəyirdi üçün kodu <%1> düşdü, o isə выполнился%2
Шаг	Addım
Шаг (%1) не выполнен.	Addım (%1) yerinə yetirilmişdir.
Шаг (%1) не выполнен. Строка дерева №%2	Addım (%1) yerinə yetirilmişdir. Simli ağac saylı%2
Шаг (%1) не реализован.	Addım (%1) icra edilib.
Шаг <%1> должен был вызвать исключение, а он выполнился корректно.	Addım <%1> idim səbəb ola istisna, o isə выполнился olunur.
Шаг выполнен с ошибкой: %1	Addım yerinə yetirilmişdir bir səhv: %1
Шаг принимает на вход только таблицу Gherkin, в которой две строки. А было передано %1 строк.	Addım edir giriş yalnız masa Gherkin olan iki satır. Amma verilib %1 satır.
Шаг сценария не реализован.	Addım ssenari həyata deyil.
Элемент с заголовком <%1> виден на текущей форме	Maddə ilə başlığı <%1> görünən cari formada
Элемент с заголовком <%1> доступен на форме	Maddə ilə başlığı <%1> mövcuddur formada
Элемент с заголовком <%1> доступен не только для просмотра	Maddə ilə başlığı <%1> mövcuddur yalnız keçirmək üçün
Элемент с заголовком <%1> доступен только для просмотра	Maddə ilə başlığı <%1> mövcuddur yalnız keçirmək üçün
Элемент с заголовком <%1> не виден на текущей форме	Maddə ilə başlığı <%1> görünən cari formada
Элемент с заголовком <%1> не доступен на форме	Maddə ilə başlığı <%1> formada mövcud deyil
Элемент с именем <%1> виден на текущей форме	Element adı ilə <%1> görünən cari formada
Элемент с именем <%1> доступен на форме	Element adı ilə <%1> mövcuddur formada
Элемент с именем <%1> доступен не только для просмотра	Element adı ilə <%1> mövcuddur yalnız keçirmək üçün
Элемент с именем <%1> доступен только для просмотра	Element adı ilə <%1> mövcuddur yalnız keçirmək üçün
Элемент с именем <%1> не виден на текущей форме	Element adı ilə <%1> görünən cari formada
Элемент с именем <%1> не доступен на форме	Element adı ilə <%1> formada mövcud deyil
Элемент формы <%1> не найден.	Maddə formaları <%1> tapılmadı.
Элемент формы с именем <%1> не найден.	Maddə formaları adı ilə <%1> tapılmadı.
Элемента формы с заголовком <%1> не найдено.	Maddə formaları ilə başlığı <%1> tapılmadı.
Элемента формы с именем <%1> не найдено.	Maddə formaları adı ilə <%1> tapılmadı.
Это возможно только для шага.	Bu mümkündür üçün addım.
является NULL	bir NULL
является заполненным	bir dolu
является истиной	bir həqiqət
является ложью	bir yalan
является неопределено	bir неопределено
Не найден SikuliX скрипт <%1>.	Tapılmadı SikuliX script <%1>.
Не удалось выполнить SukuliX скрипт <%1>.	Uğursuz yerinə SukuliX script <%1>.
Ожидали, что в таблице <%1> текуще поле будет заполнено.	Gözləyirdik ki, cədvəldə <%1> текуще sahəsində dolu olacaq.
Ожидали, что в таблице <%1> текуще поле будет не заполнено.	Gözləyirdik ki, cədvəldə <%1> текуще sahəsində olacaq dolu.
Ожидали у таблицы <%1> в течение <%2> секунд, что текущее поле будет заполнено.	Gözləyirdik var cədvəl <%1> ərzində <%2> saniyə ki, cari sahəsində dolu olacaq.
Таблица <%1>. Строка №<%2>. Колонка <%3>. Не смог получить значение из эталона.	Cədvəl <%1>. Sıra № - li<%2>. Sütun <%3>. Ala bilmədim əhəmiyyəti olan bir sened.
Не получилось получить представление открытого списка выбора <%1>.	Alınmadı almaq üçün təqdim açıq siyahısı seçim <%1>.
У списка выбора <%1> ожидалось %2 значений, а было получено %3 значений.	Biz siyahıdan seçim <%1> gözlənilir %2 dəyərlər isə qəbul edilib %3 mənaları.
Ожидалось получить %1, а было получено %2.	Gözlənilən almaq %1 və qəbul edilib %2.
Открытый список выбора <%1> не равен эталону. Различия: %2	Açıq siyahısı seçim <%1> bərabər deyil эталону. Fərqlər: %2
Ожидалось, что открытый список содержит значение %1.	Gözlənilirdi ki, açıq siyahısını ehtiva edir əhəmiyyət %1.
Открытый список выбора <%1> не содержит ожидаемые значения: %2	Açıq siyahısı seçim <%1> təmin edir gözlənilən dəyəri: %2
Открытый список выбора <%1> содержит значения, которых не должно быть: %2	Açıq siyahısı seçim <%1> ehtiva əhəmiyyətli olan olmamalıdır: %2
Не смог получить данные локализации сообщений.	Bilmədi məlumat almaq lokallaşdırılması mesaj.
У поля <%1> не получилось нажать на гиперссылку <%2>.	Biz sahələri <%1> alınmadı basın гиперссылку <%2>.
Вы уверены?	Əminsinizmi?
Закрыть форму	Yaxın forması
Не получилось нажать на кнопку <%1>.	Alınmadı düyməsinə basın <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд ячейка <%3> станет равна <%4>.	Gözləyirdik ki, табличного sənədin <%1> ərzində <%2> saniyə özəyi <%3> olacaqdır bərabərdir <%4>.
Некоторые сообщения не были найдены в окне сообщений пользователю: %1	Bəzi mesajları aşkar edilmişdir qutusuna mesaj istifadəçi: %1
В окне сообщений пользователю были найдены лишние сообщения: %1	Pəncərə mesaj istifadəçi tapılmışdır artıq mesajlar: %1
Не получилось определить длительность у файла <%1>.	Alınmadı müəyyən müddəti var faylı <%1>.
Не получилось добавить субтитры к файлу <%1>.	Alınmadı əlavə altyazı fayl <%1>.
Команда ffmpeg по слиянию всех видео не выполнена.	Komanda ffmpeg üzrə dünyada birləşmələr bütün video də yerinə yetirilməyib.
Команда ffmpeg по перекодированю звука не выполнена.	Komanda ffmpeg üzrə перекодированю səs də yerinə yetirilməyib.
Команда ffmpeg по добавлению водяной отметки и перекодированию звука не выполнена.	Komanda ffmpeg üzrə əlavə su nişanı və перекодированию səs də yerinə yetirilməyib.
Команда ffmpeg по кодированию в mp4 не выполнена.	Komanda ffmpeg üzrə кодированию mp4, icra edilmir.
Команда ffmpeg по добавлению mp3 в ролик не выполнена.	Komanda ffmpeg üzrə əlavə mp3 rolik də yerinə yetirilməyib.
Не получилось создать файл TTS <%1>.	Alınmadı fayl yaratmaq TTS <%1>.
Не указано имя голоса Text To Speech.	Müəyyən deyil adı səs Text To Speech.
Не указана команда ffmpeg.	Heç göstərilib komanda ffmpeg.
Не указана команда Convert.	Heç göstərilib komanda Convert.
Не найдено значение из колонки <%1>.	Tapılmadı əhəmiyyəti olan sütun <%1>.
Не найдено значение <%1> из колонки <%2>.	Tapılmadı əhəmiyyət <%1> bir sütun <%2>.
Не получилось сохранить в переменную <%1> таблицу с именем <%2>.	Alınmadı saxlamaq dəyişən <%1> adlı bir masa <%2>.
Таблица <%1> пустая.	Cədvəl <%1> boş.
В таблицах <%1> и <%2> разное количество колонок <%3> и <%4>.	Masalar <%1> və <%2> müxtəlif sayı sütun <%3> və <%4>.
Не все строки таблицы <%1> найдены в таблице <%2>:	Bütün simli masa <%1> aşkar cədvəldə <%2>:
Для элемента с именем <%1> не найдена форма.	Üçün vurun adı ilə <%1> tapılmadı forması.
Не указано значение настройки Vanessa-automation: <КаталогПроекта>.	Müəyyən deyil əhəmiyyəti parametrlər Vanessa-automation: <КаталогПроекта>.
Не указано значение настройки Vanessa-automation: <КаталогиСкриптовSikuliX>.	Müəyyən deyil əhəmiyyəti parametrlər Vanessa-automation: <КаталогиСкриптовSikuliX>.
В каталоге <%1> не найден файл <%2>.	Kataloqda <%1> faylı tapılmadı <%2>.
В каталоге <%1> найдено больше одного файла <%2>: %3.	Kataloqda <%1> aşkar birdən çox fayl <%2>: %3.
Не получилось сделать клик мышкой по картинке <%1>.	Alınmadı etmək klik siçan ilə şəkil <%1>.
Не получилось запустить Sikulix сервер.	Alınmadı run Sikulix server.
Не получилось дождаться выполнения SikuliX скрипта <%1>.	Alınmadı gözləmək yerinə SikuliX script <%1>.
Не получилось выполнить SikuliX скрипт <%1>.	Alınmadı yerinə SikuliX script <%1>.
Ожидалось, что группа элементов <%1> содержит данные элементы формы: %2	Gözlənilirdi ki, bir qrup elementləri <%1> data ehtiva edir forma elementləri: %2
Ожидалось, что группа элементов <%1> не содержит данные элементы формы: %2	Gözlənilirdi ki, bir qrup elementləri <%1> data ehtiva edir forma elementləri: %2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения отличного от <%4>. Текущее значение <%5>.	Gözləyirdik var cədvəl <%1> ərzində <%2> saniyə var sahələri <%3> dəyərlər əla təcrübəsi <%4>. Cari dəyəri <%5>.
Ожидалось, что в панели разделов будет <%1> элементов, а найдено <%2> элементов.	Gözlənilir ki, panel bölmələr olacaq <%1> elementləri və aşkar <%2> elementləri.
Ожидалось, что в панели разделов будут содержаться следующие элементы: %1	Gözlənilir ki, panel bölmələr olacaq saxlanıla aşağıdakı elementləri: %1
Ожидалось, что в панели разделов не будут содержаться следующие элементы: %	Gözlənilir ki, panel bölmələr olacaq saxlanıla aşağıdakı elementləri: %
Ожидалось, что в панели функций будет <%1> элементов, а найдено <%2> элементов.	Gözlənilir ki, panel xüsusiyyətləri olacaq <%1> elementləri və aşkar <%2> elementləri.
Ожидалось, что в панели функций будет элемент <%1> , а был найден элемент <%2>.	Gözlənilir ki, panel xüsusiyyətləri olacaq element <%1> isə aşkar edilmişdir element <%2>.
Ожидалось, что в панели функций будут содержаться следующие элементы: %1	Gözlənilir ki, panel xüsusiyyətləri olacaq saxlanıla aşağıdakı elementləri: %1
Ожидалось, что в панели функций не будут содержаться следующие элементы: %1	Gözlənilir ki, panel xüsusiyyətləri olacaq saxlanıla aşağıdakı elementləri: %1
Группа <%1> не найдена в панели функций.	Qrupu <%1> tapılmadı bar funksiyaları.
Ожидалось, что в группе <%1> панели функций будут содержаться следующие элементы: %2	Gözlənilirdi ki, bir qrup <%1> panel xüsusiyyətləri olacaq saxlanıla aşağıdakı elementləri: %2
Ожидалось, что в группе <%1> панели функций не будут содержаться следующие элементы: %2	Gözlənilirdi ki, bir qrup <%1> panel xüsusiyyətləri olacaq saxlanıla aşağıdakı elementləri: %2
Ошибка. Не найдены настройки пользователя <%1> в файле <%2>.	Bir səhv. Heç bir aşkar parametrlər istifadəçi <%1> fayl <%2>.
Функция <%1> реализована только для Windows.	Funksiyası <%1> icra yalnız Windows üçün.
У поля <%1> ожидали текст заголовка <%2>, а получили <%3>.	Biz sahələri <%1> gözlənilir mətn header <%2>, var <%3>.
В таблице <%1> у поля <%2> ожидали заголовок <%3>, а получили <%4>.	Cədvəldə <%1> biz sahələri <%2> gözlənilir header <%3> isə var <%4>.
В таблице <%1> у поля <%2> ожидали текст подсказки <%3>, а получили <%4>.	Cədvəldə <%1> biz sahələri <%2> gözlənilir mətn göstərişlər <%3> isə var <%4>.
Не получилось выгрузить базу в dt: <%1>. Путь к DT: <%2>. Статус возврата: <%3>.	Alınmadı boşaltmaq bazasını dt: <%1>. Yol DT: <%2>. Statusu geri: <%3>.
Группа колонок <%1> в таблице <%2> не найдена.	Qrupu sütun <%1> cədvəldə <%2> tapılmadı.
В таблице <%1> в группе колонок <%2> колонка <%3> не найдена.	Cədvəldə <%1> qrupunda sütun <%2> sütun <%3> tapılmadı.
Не получилось найти на экране картинку <%1>.	Alınmadı tapmaq ekranda şəkil <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд значение ячейки <%3> станет равно <%4>. Текущее значение <%5>.	Gözləyirdik ki, табличного sənədin <%1> ərzində <%2> saniyə mobil dəyər <%3> olacaqdır bərabərdir <%4>. Cari dəyəri <%5>.
Метод Шаг() не выполнен. Не удалось прочитать шаги из временного фича файла <%1>. Исходная строка:%2	Üsul Addım() yerinə yetirilmişdir. Uğursuz oxumaq addımlar biri müvəqqəti фича fayl <%1>. Ilkin sətir:%2
Этот клиент	Bu müştəri
Не получилось найти данные макета <%1>.	Alınmadı məlumat tapmaq layout <%1>.
Не получилось выполнить эмуляцию хоткея <%1> <%2>.	Alınmadı yerinə эмуляцию хоткея <%1> <%2>.
Не получилось выполнить эмуляцию ENTER.	Alınmadı yerinə эмуляцию daxil edin.
Не получилось дождаться картинки <%1> в течение <%2> секунд.	Alınmadı gözləmək şəkillər <%1> ərzində <%2> saniyə.
Окно с заголовком <%1> не найдено. Текущее окно: <%2>.	Pəncərə başlığı <%1> tapılmadı. Cari pəncərə: <%2>.
Строка <%1> не найдена в окне сообщений пользователю. Состояние окна сообщений:%2	String <%1> tapılmadı qutusuna mesaj istifadəçi. Dövlət pəncərə mesajlar:%2
Не получилось определить родителя у шага <%1>.	Alınmadı müəyyən valideyn var addım <%1>.
Не получилось определить позицию шага <%1> в группе шагов <%2>.	Alınmadı müəyyən mövqe addım <%1> qrupunda addımlar <%2>.
Не получилось открыть форму регистра сведений <%1>.	Alınmadı açıq formasını həssas məlumatların <%1>.
Не получилось найти подсистему <%1> в регистре версии подсистем.	Alınmadı tapmaq подсистему <%1> imkanının versiyası alt.
Ожидалось получить <%1> строк в таблице <%2>, а было получено <%3> строк.	Gözlənilən əldə <%1> satır cədvəldə <%2>, qəbul edilib <%3> satır.
Не получилось сохранить значение <%1> в переменную <%2>.	Alınmadı saxlamaq əhəmiyyət <%1> dəyişən <%2>.
Не получилось подключиться к ранее запущенному клиенту тестирования <%1>, порт <%2>.	Alınmadı qoşulmaq əvvəllər запущенному müştəriyə test <%1>, port <%2>.
Не получилось прочитать параметр запуска <%1>.	Alınmadı oxumaq seçimi başlamaq <%1>.
ИмяРаннера	ИмяРаннера
ТипКлиентаТестирования	ТипКлиентаТестирования
СтрокаСоединения	СтрокаСоединения
Не получилось сохранить строку <%1> в переменную <%2>.	Alınmadı saxlamaq string <%1> dəyişən <%2>.
Неверно указано значение параметра направления вращения колеса мышки. Возможные значения: Вверх или Вниз.	Düzgün müəyyən əhəmiyyət aktiv istiqamətləri fırlanma təkərlər siçan. Mümkün dəyərlər: Yuxarı və ya Aşağı basın.
Не получилось выполнить эмуляцию вращения колеса мышки в направлении <%1>, количество итераций <%2>.	Alınmadı yerinə эмуляцию fırlanma təkərlər siçan istiqamətində <%1>, sayı tekrarlamalar <%2>.
Обнаружено несколько файлов, экспортирующих подсценарий <%1>. Файлы: %2	Aşkar bir neçə fayl ixrac edən подсценарий <%1>. Faylları: %2
Не получилось сделать клик праой кнопкой мышки по картинке <%1>.	Alınmadı etmək klik праой düyməsini siçan ilə şəkil <%1>.
Не получилось переместить курсор мышки к картинке <%1>.	Alınmadı kursor hərəkət və siçan üçün şəkil <%1>.
Не существует клиента тестирования <%1>.	Yoxdur müştərinin test <%1>.
Ожидали, что процесс с ИД <%1> будет завершен в течение <%2> секунд.	Gözlənilir ki, proses İD <%1> başa çatacaq ərzində <%2> saniyə.
Значение переменной <%1> изменено на <%2>.	Dəyişən dəyəri <%1> dəyişib <%2>.
Значение глобальной переменной <%1> изменено на <%2>.	Qlobal əhəmiyyət dəyişən <%1> dəyişib <%2>.
Переменная <%1> удалена.	Dəyişən <%1> silindi.
Глобальная переменная <%1> удалена.	Qlobal dəyişən <%1> silindi.
Контекст	Kontekst
Контекст глобальный	Kontekstində qlobal
Окно с заголовком <%1> не найдено. Таймаут поиска окна: <%2>.	Pəncərə başlığı <%1> tapılmadı. Fasilə axtarış pəncərə: <%2>.
Не удалось получить токен.	Ala bilmədi token.
Не удалось получить токен. Код результата: <%1>. Ответ: <%2>.	Ala bilmədi token. Kodu nəticə: <%1>. Cavab: <%2>.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Uğursuz məlumat almaq. Kodu nəticə: <%1>. Cavab: <%2>.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>. Количество попыток <%4>.	Bilmədi cədvəldə <%1> etmək siyahıdan seçin seçim <%2> simli <%3>. Cəhdləri sayı <%4>.
Не смог сделать выбрать из списка выбора <%1> по строке <%2>. Количество попыток <%3>.	Bilmədim nə seçmək siyahıdan seçim <%1> simli <%2>. Cəhdləri sayı <%3>.
Не выполнены дополнительные процедуры обработки данных.	İcra əlavə prosedurlar data.
Обнаружено окно обновления конфигурации.	Aşkar pəncərə yenilikləri konfiqurasiya.
Обнаружено окно c сообщением о неудачном обновлением конфигурации.	Aşkar pəncərə c mesajı haqqında неудачном yenilənməsi konfiqurasiya.
Видео создано автоматически.	Video avtomatik olaraq yaradılmışdır.
Количество сценариев	Sayı ssenarilərin
Количество шагов	Addımların sayı
Версия Vanessa-Automation	Version Vanessa-Automation
Версия скрипта сборки видео	Version script toplaşmaq video
ЗаголовокАктивногоОкна	ЗаголовокАктивногоОкна
ИмяАктивнойФормы	ИмяАктивнойФормы
В таблице должно быть боле 1 строки, а получили <%1> строк.	Cədvəldə olmalıdır gövdə 1 satır və əldə <%1> satır.
Выполнить сценарии	İcra ssenarilər
Загружены глобальные переменные.	Yüklənib qlobal dəyişənlər.
Не найден каталог: %1	Tapılmadı kataloq: %1
Выполнить	Yerinə yetirmək
Выполняется...	Həyata...
Останавливается...	Dayanır...
Обнаружено окно перехода на новую версию платформы 1С:Предприятие.	Aşkar pəncərə keçid yeni versiyası platforma 1C:Müəssisə.
В таблице <%1> не получилось активизировать поле <%2> для редактирования.	Cədvəldə <%1> alınmadı gücləndirmək sahəsində <%2> redaktə etmək üçün.
Ожидалось в течение <%1> секунд, что откроется окно с заголовком отличным от <%2>.	Gözlənilən ərzində <%1> saniyə ki, açılacaq pəncərə başlığı böyük təcrübəsi <%2>.
Выберите файл настроек Vanessa Automation.	Fayl seçin və parametrləri Vanessa Automation.
Версия загружаемых настроек не соответсвует версии обработки.	Version yüklənən parametrləri deyil соответсвует versiyası emalı.
Информация: Параметр %1 не загружен.	Seçimi: %1 deyil yüklü.
Не получилось прочитать значение из строки запуска: %1.	Alınmadı oxumaq üçün əhəmiyyəti olan xətləri çalıştırmak: %1.
При чтении переменных окружения операционной системы возникло исключение: %1	Oxuyarkən dəyişənlərin ətrafında əməliyyat sistemi yarandı istisna edilir: %1
Не найден путь к файлу JSON. Параметр: VAParams.	Tapılmadı fayl yolu JSON. Seçimi: VAParams.
Ошибка чтения структуры JSON. Пропускаем чтение.	Səhv oxumaq qurumlar JSON. Пропускаем oxu.
Ошибка чтения структуры JSON.	Səhv oxumaq qurumlar JSON.
В параметрах JSON не найден каталог Фич.	Bu göstəriciləri JSON tapılmadı kataloq Фич.
Использование устаревшего параметра "КаталогOutputСкриншоты". Новый параметр - "КаталогВыгрузкиСкриншотов".	İstifadə köhnəlmiş parametri "КаталогOutputСкриншоты". Yeni seçim - "КаталогВыгрузкиСкриншотов".
Использование устаревшего параметра "КаталогOutputИнструкцияHTML". Новый параметр - "КаталогВыгрузкиИнструкцийHTML".	İstifadə köhnəlmiş parametri "КаталогOutputИнструкцияHTML". Yeni seçim - "КаталогВыгрузкиИнструкцийHTML".
Использование устаревшего параметра "КаталогOutputИнструкцияMarkdown". Новый параметр - "КаталогВыгрузкиИнструкцийMarkdown".	İstifadə köhnəlmiş parametri "КаталогOutputИнструкцияMarkdown". Yeni seçim - "КаталогВыгрузкиИнструкцийMarkdown".
Использование устаревшего параметра "КаталогOutputИнструкцияВидео". Новый параметр - "КаталогВыгрузкиИнструкцийВидео".	İstifadə köhnəlmiş parametri "КаталогOutputИнструкцияВидео". Yeni seçim - "КаталогВыгрузкиИнструкцийВидео".
Использование устаревшего параметра "КаталогOutputjUnit". Новый параметр - "КаталогВыгрузкиjUnit".	İstifadə köhnəlmiş parametri "КаталогOutputjUnit". Yeni seçim - "КаталогВыгрузкиjUnit".
В параметрах запуска JSON не определен каталог отчета jUnit.	Bu göstəriciləri başlamaq JSON müəyyən deyil kataloq hesabat jUnit.
Использование устаревшего параметра "КаталогOutputCucumberJson". Новый параметр - "КаталогВыгрузкиCucumberJson"	İstifadə köhnəlmiş parametri "КаталогOutputCucumberJson". Yeni seçim - "КаталогВыгрузкиCucumberJson"
В параметрах запуска JSON не определен отчета CucumberJson.	Bu göstəriciləri başlamaq JSON müəyyən deyil hesabatın CucumberJson.
