Строка поиска	Translation
Работаю по фиче: %1	Ажлын онцлог: %1
равно	ижил
РазличаютсяКолонки	Razlichayutsya
Различия в таблицах:	Ялгаа хүснэгт:
РазноеКоличествоСтрок	Ethnoecologists
Раннер <%1> не подключен.	Runner <%1> холбогдоогүй.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Таяг <%1> олж байсан юм.
с длиной	урт
Сеанс должен быть запущен с ключом TESTMANAGER.	Хуралдаан байх естой эхэлсэн нь гол TESTMANAGER.
Снипет <%1> встречается %2 раз.	Snippet <%1> олсон %2 удаа.
содержащее текст <%1>, а был текст <%2>	агуулсан текст <%1>, болон текст байсан <%2>
содержит	агуулсан
Создан %1	Нийтлэсэн %1
Создан файл: %1	Бий болгосон file: %1
Создание epf по фичам закончено.	Бий болгох epf дагуу онцлог дууссан.
Создать тестовый mp3 - OK	Бий болгох туршилтын mp3 - OK
Создаю %1	Бий болгох %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	Лавлах.%1 чадаагүй олж тодорхойлсон элемент/бүлэгт [%2].%3
Справочник.%1 не удалось создать новую группу.%2	Лавлах.%1 чадаагүй бий болгох шинэ бүлэг.%2
Справочник.%1 не удалось создать новый элемент.%2	Лавлах.%1 чадаагүй бий болгох шинэ элемент.%2
Справочник.%1.%2 - получен пустой элемент.	Лавлах.%1.%2 - хоосон элемент.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Харьцуулах үнэ цэнэ (%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Харьцуулах үнэ цэнэ (%1
Странный параметр в логе инструкции HTML: %1	Хачин сонголт-д нэвтрэх хэрэглэгчийн HTML: %1
Странный параметр в логе инструкции Markdown: %1	Хачин сонголт-д нэвтрэх хэрэглэгчийн Markdown: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	Шугам <%1> файлын <%2> not found in <%3>
Строка <%1> найдена в окне сообщений пользователю.	Шугам <%1> found in the message box to the user.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	Шугам <%1> олдсон хамгийн сүүлийн хэрэглэгчийн зурвас. Олдсон: %2
Строка <%1> не найдена в окне сообщений пользователю.	Шугам <%1> was not found in the message цонхны to the user.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	Шугам <%1> олж чадаагүй өнгөрсөн хэрэглэгчийн зурвас. Олдсон: %2
Строка %1 не найдена в реквизите %2	Шугам %1 олдоогүй таяг %2
Строка №%1 не найдена в табличном документе на форме	Шугамын тоо %1 олдоогүй дахь хүснэгтэн баримт бичиг хэлбэрээр
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	Шугамын тоо %1 илэрсэн < | > хэдий ч тэнд байсан түлхүүр үг <Жишээ>.
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Шугамын тоо %1, хүлээгдэж буй (%2) олж (%3) Predyduschaya=%4
Строка должна быть описана таблицей с двумя строками.	Мөр байх естой тайлбарласан хүснэгт нь хоер эгнээ.
Строка с фича-файлом не найдена.	Мөр онцлог-файл олдсонгүй.
СтрокаЗапуска=%1	Strikesapose=%1
существует	байдаг
Сценарий <%1> не загружен.	Скрипт <%1> биш дуудагддаг.
Сценарий: %1	Script: %1
Таблица <%1> не соответствует эталону. Ожидали <%2> строк, а в ней <%3> строк.	Хүснэгт <%1> нийцэхгүй стандарт. Хүлээгдэж <%2> мөр, мөн энэ нь <%3> мөр.
Таблица <%1> не стала равной за <%2> секунд. %3	Хүснэгт <%1> тэнцүү биш <%2> секундын. %3
Таблица <%1>. Строка №<%2>. Колонка <%3>. Ожидали <%4>, а получили <%5>	Хүснэгт <%1>. Мөр Үгүй.<%2>. Багана <%3>. Хүлээгдэж <%4>, авсан <%5>
Таблица формы с именем <%1> не найдена.	Хэлбэр хүснэгт нь нэр нь <%1> олж байсан юм.
ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Количество()=%2	Tabletseasy.Kolichestvennom()=%1, Tableresults.Тоо хэмжээ ()=%2
Таблицы должны совпадать, а они различны.%1	Хүснэгт естой coincide, мөн тэдгээр нь өөр өөр байдаг%1
ТаблицыСовпадают	Tabletirovaniju
Табличный документ <%1> оказался неравен <%2>.%3	Хүснэгт баримт бичиг <%1> байсан тэгш бус <%2>.%3
Табличный документ не содержит нужные строки <%1>	Хүснэгт баримт бичиг агуулаагүй нь шаардлагатай мөр <%1>
Табличный документ содержит ненужные строки <%1>	Хүснэгт агуулсан баримт бичиг шаардлагагүй шугам <%1>
ТестируемаяФорма <%1> не открылась, а должна была открыться	Masterweaver <%1> нээж чадахгүй байсан, байсан, нээх
ТестПропущен	Testproposed
Технические данные	Техникийн өгөгдөл
тип	төрөл
Типом значения <%1> является <%2>, а ожидался тип <%3>.%4	Утга төрөл <%1> нь <%2>, харин хүлээгдэж буй төрөл нь <%3>.%4
Требуется документ, бизнес-процесс или задача. Неизвестный менеджер %1.%2 . Переменная %3	Шаардлагатай баримт бичиг, бизнесийн үйл явц, эсвэл ажил юм. Үл Мэдэгдэх Менежер %1.%2 . Хувьсагч %3
ТЧ %1 не соответствует эталону. Ожидали %2 строк, а в ней %3 строк.	ЦАГ %1 нийцэхгүй стандарт. Хүлээгдэж %2 эгнээ, мөн энэ нь %3 эгнээ.
ТЧ с именем <%1> не найдена.	ЦАГ нь нэр нь <%1> олж байсан юм.
У окна <%1> не найдено ни одного элемента с типом <ТестируемоеПолеФормы>.	Цонхны <%1> олж чадахгүй ямар нэгэн элемент төрөл <Testirovanie>.
У поля <%1> ожидали заголовок <%2>, а получили <%3>	Хээрийн <%1> хүлээгдэж буй нэр нь <%2>, авсан <%3>
У поля <%1> ожидали отображаемый текст <%2>, а получили <%3>	Хээрийн <%1> хүлээгдэж байсан the text to be displayed <%2>, авсан <%3>
У поля <%1> ожидали текст подсказки <%2>, а получили <%3>	Хээрийн <%1> хүлээгдэж байсан tooltip текст <%2>, авсан <%3>
У текущего окна найдено %1 форм.	Одоогийн цонх олж % - 1 хэлбэр.
У элемента формы <%1> текущий текст редактирования <%2>, а ожидали <%3>	Элемент нь хэлбэр нь <%1> одоогийн текст засварлах <%2>, хүлээгдэж <%3>
Удаляю элемент %1	Устгах зүйл %1
Удаляю элемент справочника <%1> : <%2>	Устгана толь элемент <%1> : <%2>
Уже открытый TestClient подключен на %1 порту.	Гадаа TestClient аль хэдийн холбогдсон %1 порт.
Указан неверный диапазон портов: <%1>	Хүчин төгөлдөр бус порт хүрээ: <%1>
Указанное Имя колонки замещения [%1] не существует в макете.	Заасан багана Нэрийг орлуулах [%1] байхгүй бол зохион байгуулалт.
Установлен флаг "Остановка при возникновении ошибки". Выполнение следующих сценариев отменено.	Багц туг "Зогсоох үед алдаа гардаг". Дараах хувилбарууд цуцлагдсан.
Установлен флаг <Остановка при возникновении ошибки>. Выполнение следующих сценариев отменено.	Багц туг <Зогсоох бол алдаа гардаг>. Дараах хувилбарууд цуцлагдсан.
Утверждение "ИмеетДлину" не умеет работать с типом <%1>.%2	Уг мэдэгдэлд "Meatline" үйл ажиллагаа явуулж чадахгүй дээр төрөл <%1>.%2
Утверждение "ПроверитьВхождениеВКоллекцию" не умеет работать с типом коллекции <%1>.%2	Уг мэдэгдэлд "Prioritypaydayloans" чадахгүй хамтран ажиллах цуглуулга төрөл <%1>.%2
Утверждение "Содержит" не умеет работать с типом <%1>.%2	Уг мэдэгдэлд "Агуулсан" биш ажил төрөл <%1>.%2
Утверждение <ИмеетДлину> не умеет работать с типом <%1>.%2	Батлах <Emaldona> үйл ажиллагаа явуулж чадахгүй дээр төрөл <%1>.%2
Утверждение <ПроверитьВхождениеВКоллекцию> не умеет работать с типом коллекции <%1>.%2	Батлах <Prioritypaydayloans> боломжгүй ажил цуглуулга бүхий төрөл <%1>.%2
Утверждение <Содержит> не умеет работать с типом <%1>.%2	Батлах <Агуулдаг> үйл ажиллагаа явуулж чадахгүй дээр төрөл <%1>.%2
Утверждение ПроверитьРавенствоФайлов можно использовать только в толстом клиенте.	Зөвшөөрөл Prioritisation ашиглаж болно, нь зөвхөн зузаан үйлчлүүлэгч.
Файл <%1> не найден.	Файлыг <%1> олж байсан юм.
Файл <%1> не существует.	Файлыг <%1> байхгүй.
Файл <vbFeatureReader.epf> не найден в каталоге инструментов <%1>	Файл <vbFeatureReader.epf> could not be found in the хэрэгсэл сан <%1>
Файл %1: <%2>	Файлын %1 <%2>
Файл EPF не создан.	Энэ EPF файл биш юм бий.
Файл EPF не создан. Не смог создать каталог временной базы.	Энэ EPF файл биш юм бий. Чадахгүй үүсгэх сан түр бааз юм.
Файл отчета Allure-report (%1) записан.	Тайланг файл Зүйлсээр-тайлан (%1) бүртгэнэ.
Файл отчета CucumberJson-report (%1) записан.	Тайланг файл CucumberJson-тайлан (%1) бүртгэнэ.
Файл отчета jUnit-report (%1) записан.	Тайланг файл jUnit-тайлан (%1) бүртгэнэ.
Фича <%1> содержит тег @Tree. Найдены строки, которые содержат символы пробелов и символы табуляции в начале строки. Дерево не может быть корректно построено.	Онцлог нь <%1> агуулсан tag @Мод. Олсон мөр агуулсан цагаан орон зай, тэмдэгт, tab тэмдэгт эхэнд хэрүүл. Модны чадахгүй байх нь зөв барьсан.
Фича <%1> содержит тег @Tree. Часть строк содержит в начале строки символы пробелов <%2>, часть строк содержит символы табуляции <%3>. Дерево не может быть корректно построено.	Онцлог нь <%1> агуулсан tag @Мод. Энэ мөр агуулдаг эхэнд мөр тэмдэгт, орон зай, тэмдэгт <%2>, зарим шугам агуулсан tab тэмдэгт <%3>. Модны чадахгүй байх нь зөв барьсан.
Фича: %1	Ficha: %1
Фичи загружены	Онцлог дуудагддаг
Флаг <Сохранять контексты перед выполнением шагов> установлен в <Истина>.	Туг <Хадгалах нөхцөл хийхийн өмнө арга хэмжээ> тогтоосон <Үнэн>.
Флаг с заголовком <%1> не найден.	Туг нь толгой <%1> олж байсан юм.
Флаг с именем <%1> не найден.	Далбаа нь нэр нь <%1> олж байсан юм.
Форма <%1> не найдена.	Хэлбэр нь <%1> олж байсан юм.
Форма окна с заголовком %1 не найдена.	Хэлбэртэй цонх нь нэр '%1 ' олж чадаагүй.
Форма с заголовком <%1> не найдена.	Хэлбэр нь нэр нь <%1> олж байсан юм.
Форма с заголовком %1 не найдена.	Хэлбэр нь толгой %1 олж чадахгүй байгаа.
Хост сеанс надо запустить с ключом /TESTMANAGER.	Хост хуралдаан байх естой эхэлсэн нь гол /TESTMANAGER.
Хотели, чтобы алгоритм <%1> выполнился, а он упал с ошибкой <%2>. %3	Хүссэн алгоритм <%1> явуулсан, тэр унасан нь алдаа <%2>. %3
Хотели, чтобы алгоритм <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	Хүссэн алгоритм <%1> буурсан нь алдааны мэдээллийг <%2>, тэр унасан нь зурвас <%3>.%4
Хотели, чтобы алгоритм <%1> упал, а он выполнился%2	Хүссэн алгоритм <%1> унасан байв, мөн тэрээр гүйцэтгэсэн%2
Хотели, чтобы код <%1> выполнился, а он упал с ошибкой <%2>. %3	Хүссэн код нь <%1> явуулсан, тэр унасан нь алдаа <%2>. %3
Хотели, чтобы код <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	Хүссэн код нь <%1> буурсан нь алдааны мэдээллийг <%2>, тэр унасан нь зурвас <%3>.%4
Хотели, чтобы код <%1> упал, а он выполнился%2	Хүссэн код нь <%1> унасан байв, мөн тэрээр гүйцэтгэсэн%2
Шаг	Алхам
Шаг (%1) не выполнен.	Алхам (%1) нь хэрэгжүүлж чадахгүй байна.
Шаг (%1) не выполнен. Строка дерева №%2	Алхам (%1) нь хэрэгжүүлж чадахгүй байна. Мөр модны тоо%2
Шаг (%1) не реализован.	Алхам (%1) нь хэрэгжүүлж чадахгүй байна.
Шаг <%1> должен был вызвать исключение, а он выполнился корректно.	Алхам <%1> хүлээгдэж байсан шалтгаан нь мөн адил, гэхдээ энэ нь зөв гүйцэтгэсэн.
Шаг выполнен с ошибкой: %1	Алхам чадсангүй: %1
Шаг принимает на вход только таблицу Gherkin, в которой две строки. А было передано %1 строк.	Алхам авдаг гэж оруулах нь зөвхөн Gherkin хүснэгт нь хоер эгнээ. Мөн өнгөрч байсан юм %1 эгнээ.
Шаг сценария не реализован.	Алхам бичиг нь хэрэгжүүлж чадахгүй байна.
Элемент с заголовком <%1> виден на текущей форме	Элементийн нэр нь <%1> дээр харагдаж одоогийн хэлбэр
Элемент с заголовком <%1> доступен на форме	Элементийн нэр нь <%1> дээр байгаа хэлбэр
Элемент с заголовком <%1> доступен не только для просмотра	Элементийн нэр нь <%1> байхгүй үзэгчид зөвхөн
Элемент с заголовком <%1> доступен только для просмотра	Элементийн нэр нь <%1> боломжтой үзэгчид зөвхөн
Элемент с заголовком <%1> не виден на текущей форме	Элементийн нэр нь <%1> харагдахгүй одоогийн хэлбэр
Элемент с заголовком <%1> не доступен на форме	Элементийн нэр нь <%1> байхгүй хэлбэрээр
Элемент с именем <%1> виден на текущей форме	Элементийн нэр нь <%1> дээр харагдаж одоогийн хэлбэр
Элемент с именем <%1> доступен на форме	Элементийн нэр нь <%1> дээр байгаа хэлбэр
Элемент с именем <%1> доступен не только для просмотра	Элементийн нэр нь <%1> байхгүй үзэгчид зөвхөн
Элемент с именем <%1> доступен только для просмотра	Элементийн нэр нь <%1> зөвхөн үзэхийн тулд боломжтой
Элемент с именем <%1> не виден на текущей форме	Элементийн нэр нь <%1> харагдахгүй одоогийн хэлбэр
Элемент с именем <%1> не доступен на форме	Элементийн нэр нь <%1> байхгүй хэлбэрээр
Элемент формы <%1> не найден.	Элемент нь хэлбэр нь <%1> олж байсан юм.
Элемент формы с именем <%1> не найден.	Хэлбэр элемент нь нэр нь <%1> олж байсан юм.
Элемента формы с заголовком <%1> не найдено.	Хэлбэр элемент нь нэр нь <%1> олж байсан юм.
Элемента формы с именем <%1> не найдено.	Хэлбэр элемент нь нэр нь <%1> олж байсан юм.
Это возможно только для шага.	Энэ нь зөвхөн боломжтой алхам.
является NULL	ХООСОН
является заполненным	дүүрэн байдаг
является истиной	үнэн
является ложью	нь худлаа
является неопределено	нь тодорхойгүй
Не найден SikuliX скрипт <%1>.	Олж чадаагүй SikuliX бичиг <%1>.
Не удалось выполнить SukuliX скрипт <%1>.	Амжилтгүй болсон SukuliX бичиг <%1>.
Ожидали, что в таблице <%1> текуще поле будет заполнено.	Хүлээгдэж буй хүснэгт <%1> одоогийн чиглэлээр дүүргэсэн байна.
Ожидали, что в таблице <%1> текуще поле будет не заполнено.	Хүлээгдэж буй хүснэгт <%1> одоогийн талбар байх болно хоосон.
Ожидали у таблицы <%1> в течение <%2> секунд, что текущее поле будет заполнено.	Хүлээгдэж хүснэгт <%1> <%2> секундын одоогийн чиглэлээр дүүргэсэн байна.
Таблица <%1>. Строка №<%2>. Колонка <%3>. Не смог получить значение из эталона.	Хүснэгт <%1>. Мөр Үгүй.<%2>. Багана <%3>. Авч чадаагүй, үнэ цэнийг нь хэв маяг.
Не получилось получить представление открытого списка выбора <%1>.	Чадаагүй нээлттэй харах зүйлс жагсаалт <%1>.
У списка выбора <%1> ожидалось %2 значений, а было получено %3 значений.	Сонгон шалгаруулах жагсаалт <%1> хүлээгдэж %2, гэхдээ хүлээн авсан %3 үнэт зүйлс.
Ожидалось получить %1, а было получено %2.	Хүлээгдэж %1, хүлээн авсан %2.
Открытый список выбора <%1> не равен эталону. Различия: %2	Нээлттэй зүйлс жагсаалт <%1> тэнцүү биш стандарт. Ялгаа: %2
Ожидалось, что открытый список содержит значение %1.	Энэ нь хүлээгдэж байсан гэдгийг нээлттэй жагсаалт агуулсан %1 утга.
Открытый список выбора <%1> не содержит ожидаемые значения: %2	Нээлттэй зүйлс жагсаалт <%1> агуулаагүй хүлээгдэж буй утга: %2
Открытый список выбора <%1> содержит значения, которых не должно быть: %2	Нээлттэй зүйлс жагсаалт <%1> агуулсан үнэт зүйл гэж байх естой: %2
Не смог получить данные локализации сообщений.	Авч чадаагүй мэдээлэл localizing зурвас.
У поля <%1> не получилось нажать на гиперссылку <%2>.	Хээрийн <%1> чадаагүй дээр дарна уу холбоос <%2>.
Вы уверены?	Та итгэлтэй байна уу?
Закрыть форму	Хаах хэлбэр
Не получилось нажать на кнопку <%1>.	Чадаагүй товчлуур дээр дарна уу <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд ячейка <%3> станет равна <%4>.	Би юу хүлээгдэж нь хүснэгтэн баримт бичиг <%1> <%2> секундын дотор гар <%3> тэнцүү <%4>.
Некоторые сообщения не были найдены в окне сообщений пользователю: %1	Зарим нь зурвас байсан not found in the message box to the user: %1
В окне сообщений пользователю были найдены лишние сообщения: %1	Зурвасын хайрцаг хэрэглэгч нь тогтоогдсон байна шаардлагагүй зурвас: %1
Не получилось определить длительность у файла <%1>.	Чадахгүй тодорхойлох хугацаа файл <%1>.
Не получилось добавить субтитры к файлу <%1>.	Чадаагүй нэмж хадмалтай нь файлыг <%1>.
Команда ffmpeg по слиянию всех видео не выполнена.	Ffmpeg тушаал нийлүүлэх бүх видео бичлэг биш хийсэн.
Команда ffmpeg по перекодированю звука не выполнена.	Тушаалын төлөө ffmpeg perekopirovannye ямар ч дуу хийсэн байна.
Команда ffmpeg по добавлению водяной отметки и перекодированию звука не выполнена.	Ffmpeg тушаалыг нэмэх ус марк, transcoding аудио биш юм гүйцэтгэсэн.
Команда ffmpeg по кодированию в mp4 не выполнена.	Энэ ffmpeg тушаал кодчилол руу mp4 биш юм гүйцэтгэсэн.
Команда ffmpeg по добавлению mp3 в ролик не выполнена.	Ffmpeg тушаал нэмэх mp3 видео биш юм гүйцэтгэсэн.
Не получилось создать файл TTS <%1>.	Чадаагүй бий TTS файл <%1>.
Не указано имя голоса Text To Speech.	Тодорхой бус нэр нь дуу хоолой нь Текст Яриа.
Не указана команда ffmpeg.	Тодорхой бус, тушаалыг ffmpeg.
Не указана команда Convert.	Тодорхой бус, Хөрвүүлэх тушаал.
Не найдено значение из колонки <%1>.	Олж чадаагүй үнэ цэнэ нь багана <%1>.
Не найдено значение <%1> из колонки <%2>.	Олж чадаагүй <%1> багана <%2>.
Не получилось сохранить в переменную <%1> таблицу с именем <%2>.	Аварч чадахгүй нь хувьсагч <%1> хүснэгт нэр нь <%2>.
Таблица <%1> пустая.	Хүснэгт <%1> хоосон байна.
В таблицах <%1> и <%2> разное количество колонок <%3> и <%4>.	Хүснэгтэд <%1> <%2> өөр өөр тоо багана <%3> <%4>.
Не все строки таблицы <%1> найдены в таблице <%2>:	Бүгд биш rows <%1> олж хүснэгт <%2>:
Для элемента с именем <%1> не найдена форма.	Элементийн нэр нь <%1> олж чадаагүй хэлбэр юм.
Не указано значение настройки Vanessa-automation: <КаталогПроекта>.	Тодорхой бус тохиргоог үнэ цэнэ Vanessa-автоматжуулалт: <Catalogproduct>.
Не указано значение настройки Vanessa-automation: <КаталогиСкриптовSikuliX>.	Тодорхой бус тохиргоог үнэ цэнэ Vanessa-автоматжуулалт: <КаталогиСкриптовSikuliX>.
В каталоге <%1> не найден файл <%2>.	Санд <%1> file not found <%2>.
В каталоге <%1> найдено больше одного файла <%2>: %3.	Санд <%1> олдсон илүү нэг файл <%2>: %3.
Не получилось сделать клик мышкой по картинке <%1>.	Чадаагүй дарж хулгана ашиглан зураг дээр <%1>.
Не получилось запустить Sikulix сервер.	Чадаагүй ажиллуулах Sikulix сервер.
Не получилось дождаться выполнения SikuliX скрипта <%1>.	Хүлээж чадахгүй юм байна ажиллуулах SikuliX бичиг <%1>.
Не получилось выполнить SikuliX скрипт <%1>.	Чадаагүй ажиллуулах SikuliX бичиг <%1>.
Ожидалось, что группа элементов <%1> содержит данные элементы формы: %2	Энэ нь хүлээгдэж байсан гэдгийг бүлгийн элемент <%1> агуулсан өгөгдлийн элемент нь хэлбэр: %2
Ожидалось, что группа элементов <%1> не содержит данные элементы формы: %2	Энэ нь хүлээгдэж байсан гэдгийг бүлгийн элемент <%1> агуулаагүй өгөгдлийн элемент нь хэлбэр: %2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения отличного от <%4>. Текущее значение <%5>.	Хүлээгдэж хүснэгт <%1> <%2> секунд үед талбаруудыг <%3> утгууд ялгаатай <%4>. Одоогийн утга нь <%5>.
Ожидалось, что в панели разделов будет <%1> элементов, а найдено <%2> элементов.	Энэ нь хүлээгдэж байсан гэж самбар хэсэг байх болно <%1> элемент, олсон <%2> элемент.
Ожидалось, что в панели разделов будут содержаться следующие элементы: %1	Энэ нь хүлээгдэж байсан гэсэн бүрэлдэхүүн хэсгийг агуулсан байх болно, дараах элементүүд: %1
Ожидалось, что в панели разделов не будут содержаться следующие элементы: %	Энэ нь хүлээгдэж байсан гэсэн бүрэлдэхүүн хэсгийг агуулсан байх болно, дараах элементүүд: %
Ожидалось, что в панели функций будет <%1> элементов, а найдено <%2> элементов.	Энэ нь хүлээгдэж байсан гэж самбар үйл ажиллагаа байх болно <%1> элемент, олсон <%2> элемент.
Ожидалось, что в панели функций будет элемент <%1> , а был найден элемент <%2>.	Энэ нь хүлээгдэж байсан гэсэн функц байх болно элемент <%1> олдсон <%2>.
Ожидалось, что в панели функций будут содержаться следующие элементы: %1	Энэ нь хүлээгдэж байсан гэж функц бар болно агуулсан дараах элементүүд: %1
Ожидалось, что в панели функций не будут содержаться следующие элементы: %1	Энэ нь хүлээгдэж байсан гэж самбар үйл ажиллагаа орно дараах элементүүд: %1
Группа <%1> не найдена в панели функций.	Бүлэг <%1> олдоогүй тохиолдолд функц бар.
Ожидалось, что в группе <%1> панели функций будут содержаться следующие элементы: %2	Энэ нь хүлээгдэж байсан гэдгийг <%1> функц нь бар болно агуулсан дараах элементүүд: %2
Ожидалось, что в группе <%1> панели функций не будут содержаться следующие элементы: %2	Энэ нь хүлээгдэж байсан гэдгийг <%1> функц нь бар болно агуулсан дараах элементүүд: %2
Ошибка. Не найдены настройки пользователя <%1> в файле <%2>.	Алдаа. Ямар ч тохиргоо олж хэрэглэгчийн <%1> файл <%2>.
Функция <%1> реализована только для Windows.	Функц нь <%1> зөвхөн хэрэгжүүлж Windows-д зориулсан байна.
У поля <%1> ожидали текст заголовка <%2>, а получили <%3>.	Хээрийн <%1> хүлээгдэж байсан толгой текст нь <%2>, авсан <%3>.
В таблице <%1> у поля <%2> ожидали заголовок <%3>, а получили <%4>.	Хүснэгт <%1> талбайд нь <%2> хүлээгдэж буй нэр нь <%3>, авсан <%4>.
В таблице <%1> у поля <%2> ожидали текст подсказки <%3>, а получили <%4>.	Хүснэгт <%1> талбайд нь <%2> ирэхийг хүлээж байсан tooltip текст <%3>, авсан <%4>.
Не получилось выгрузить базу в dt: <%1>. Путь к DT: <%2>. Статус возврата: <%3>.	Хуулж чадаагүй мэдээллийн сан дахь дт: <%1>. Зам ДТ: <%2>. Буцаж ирсэн байдал нь <%3>.
Группа колонок <%1> в таблице <%2> не найдена.	Бүлэг багана <%1> хүснэгт <%2> олж чадаагүй.
В таблице <%1> в группе колонок <%2> колонка <%3> не найдена.	Хүснэгт <%1> бүлэг багана <%2> багана <%3> олж байсан юм.
Не получилось найти на экране картинку <%1>.	Олж чадсангүй зургийг дэлгэцэн дээр <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд значение ячейки <%3> станет равно <%4>. Текущее значение <%5>.	Би юу хүлээгдэж нь хүснэгтэн баримт бичиг <%1> <%2> секундын дотор гар утга нь <%3> тэнцүү <%4>. Одоогийн утга нь <%5>.
Метод Шаг() не выполнен. Не удалось прочитать шаги из временного фича файла <%1>. Исходная строка:%2	Арга нь Алхам() нь хэрэгжүүлж чадахгүй байна. Чадаагүй унших арга хэмжээ нь түр зуурын шинж файлын <%1>. Анхны мөр нь:%2
Этот клиент	Энэ клиент
Не получилось найти данные макета <%1>.	Олж чадахгүй мэдээллийг зохион байгуулалт <%1>.
Не получилось выполнить эмуляцию хоткея <%1> <%2>.	Чадаагүй гүйцэтгэх эмуляц hotkey <%1> <%2>.
Не получилось выполнить эмуляцию ENTER.	Чадаагүй дууриахыг ОРУУЛНА.
Не получилось дождаться картинки <%1> в течение <%2> секунд.	Чадахгүй хүлээх зураг <%1> <%2> секундын.
Окно с заголовком <%1> не найдено. Текущее окно: <%2>.	Цонх нь гарчиг <%1> олж байсан юм. Одоогийн цонх: <%2>.
Строка <%1> не найдена в окне сообщений пользователю. Состояние окна сообщений:%2	Шугам <%1> was not found in the message цонхны to the user. Байдал цонх зурвас:%2
Не получилось определить родителя у шага <%1>.	Чадахгүй тодорхойлохын тулд эцэг эх нь алхам <%1>.
Не получилось определить позицию шага <%1> в группе шагов <%2>.	Чадахгүй тодорхойлох байр алхам <%1> бүлэг алхам <%2>.
Не получилось открыть форму регистра сведений <%1>.	Чадахгүй нээлттэй хэлбэрээр бүртгүүлэх мэдээлэл <%1>.
Не получилось найти подсистему <%1> в регистре версии подсистем.	Олж чадахгүй дэд <%1> бүртгүүлэх хувилбар дэд системүүд.
Ожидалось получить <%1> строк в таблице <%2>, а было получено <%3> строк.	Хүлээгдэж <%1> мөр хүснэгт <%2>, хүлээн авсан <%3> мөр.
Не получилось сохранить значение <%1> в переменную <%2>.	Дампуурлаас аврахын тулд <%1> хувьсагчийг <%2>.
Не получилось подключиться к ранее запущенному клиенту тестирования <%1>, порт <%2>.	Холбогдож чадсангүй өмнө нь ажиллаж байгаа туршилтын үйлчлүүлэгч <%1>, порт <%2>.
Не получилось прочитать параметр запуска <%1>.	Чадаагүй уншиж эхлүүлэх параметр <%1>.
ИмяРаннера	Marinera
ТипКлиентаТестирования	Tibclientdataset
СтрокаСоединения	Strokeopacity
Не получилось сохранить строку <%1> в переменную <%2>.	Дампуурлаас аврахын тулд <%1> хувьсагчийг <%2>.
Неверно указано значение параметра направления вращения колеса мышки. Возможные значения: Вверх или Вниз.	Хүчин төгөлдөр бус параметрийн утга чиглэлд эргүүлэх дугуй хулгана. Боломжит утгууд: Дээш эсвэл Доош.
Не получилось выполнить эмуляцию вращения колеса мышки в направлении <%1>, количество итераций <%2>.	Чадаагүй дуурайж заяа хулгана чиглэлд <%1>, тоо iterations <%2>.
Обнаружено несколько файлов, экспортирующих подсценарий <%1>. Файлы: %2	Олон файлуудыг экспортлох podszewki <%1>. File: %2
Не получилось сделать клик праой кнопкой мышки по картинке <%1>.	Чадаагүй дарж proi зураг дээр дарна уу <%1>.
Не получилось переместить курсор мышки к картинке <%1>.	Чадахгүй хулганы заагч хөдөлгөж зураг <%1>.
Не существует клиента тестирования <%1>.	Ямар ч тест үйлчлүүлэгч <%1>.
Ожидали, что процесс с ИД <%1> будет завершен в течение <%2> секунд.	Хүлээж байгаа үйл явц нь ID <%1> дууссан болно дотор нь <%2> секундын.
Значение переменной <%1> изменено на <%2>.	Үнэ цэнийг хувьсагч <%1> өөрчилж <%2>.
Значение глобальной переменной <%1> изменено на <%2>.	Үнэ цэнэ нь глобал хувьсагч <%1> өөрчилж <%2>.
Переменная <%1> удалена.	Хувьсагч <%1> устгаж байна.
Глобальная переменная <%1> удалена.	Глобал хувьсагч <%1> устгаж байна.
Контекст	Хүрээнд
Контекст глобальный	Хүрээнд дэлхийн
Окно с заголовком <%1> не найдено. Таймаут поиска окна: <%2>.	Цонх нь гарчиг <%1> олж байсан юм. Хугацааны хувьд хайлтын цонх: <%2>.
Не удалось получить токен.	Чадаагүй авах token.
Не удалось получить токен. Код результата: <%1>. Ответ: <%2>.	Чадаагүй авах token. Үр дүн код: <%1>. Хариулт: <%2>.
