Строка поиска	Translation
Табличный документ <%1> оказался неравен <%2>.%3	Tabelul de document <%1> a fost неравен <%2>.%3
Табличный документ не содержит нужные строки <%1>	Tabelul documentul nu conține dorite de comandă <%1>
Табличный документ содержит ненужные строки <%1>	Tabelul documentul conține inutile linia <%1>
ТестируемаяФорма <%1> не открылась, а должна была открыться	ТестируемаяФорма <%1> nu s-a deschis, și a trebuit să se deschidă
ТестПропущен	ТестПропущен
Технические данные	Date tehnice
тип	tip
Типом значения <%1> является <%2>, а ожидался тип <%3>.%4	Un tip de valoare <%1> este un <%2> și era de așteptat tip <%3>.%4
Требуется документ, бизнес-процесс или задача. Неизвестный менеджер %1.%2 . Переменная %3	Este necesar un document de afaceri, proces sau activitate. Necunoscut manager de %1.%2 . Variabila %3
ТЧ %1 не соответствует эталону. Ожидали %2 строк, а в ней %3 строк.	PM %1 nu corespunde simplă apăsare. Așteptat %2 rânduri, iar în ea %3 rânduri.
ТЧ с именем <%1> не найдена.	PM cu nume <%1> nu a fost găsit.
У окна <%1> не найдено ни одного элемента с типом <ТестируемоеПолеФормы>.	De la fereastra <%1> nu s-a găsit nici un element de tip <ТестируемоеПолеФормы>.
У поля <%1> ожидали заголовок <%2>, а получили <%3>	La câmp <%1> așteptat titlu <%2>, a primit <%3>
У поля <%1> ожидали отображаемый текст <%2>, а получили <%3>	La câmp <%1> așteptat textul <%2>, a primit <%3>
У поля <%1> ожидали текст подсказки <%2>, а получили <%3>	La câmp <%1> așteptat text explicativ <%2>, a primit <%3>
У текущего окна найдено %1 форм.	De la fereastra curentă găsit %1 forme.
У элемента формы <%1> текущий текст редактирования <%2>, а ожидали <%3>	Un element de forma <%1> curent de text de editare <%2>, iar așteptat <%3>
Удаляю элемент %1	Scoateți elementul %1
Удаляю элемент справочника <%1> : <%2>	Scoateți elementul de referință <%1> : <%2>
Уже открытый TestClient подключен на %1 порту.	Deja în aer liber TestClient este conectat la %1 port.
Указан неверный диапазон портов: <%1>	Era incorectă gama de porturi: <%1>
Указанное Имя колонки замещения [%1] не существует в макете.	Numele de coloane de ocupare [%1] nu există în structura.
Установлен флаг "Остановка при возникновении ошибки". Выполнение следующих сценариев отменено.	Instalat pavilion Oprire, atunci când apare o eroare". Următoarele scenarii anulată.
Установлен флаг <Остановка при возникновении ошибки>. Выполнение следующих сценариев отменено.	Instalat pavilion <Oprire atunci când apare o eroare>. Următoarele scenarii anulată.
Утверждение "ИмеетДлину" не умеет работать с типом <%1>.%2	Aprobarea "ИмеетДлину" nu este capabil de a lucra cu tipul <%1>.%2
Утверждение "ПроверитьВхождениеВКоллекцию" не умеет работать с типом коллекции <%1>.%2	Aprobarea "ПроверитьВхождениеВКоллекцию" nu este capabil de a lucra cu tipul de colectare <%1>.%2
Утверждение "Содержит" не умеет работать с типом <%1>.%2	Aprobarea "Conține" nu este capabil de a lucra cu tipul <%1>.%2
Утверждение <ИмеетДлину> не умеет работать с типом <%1>.%2	Aprobarea <ИмеетДлину> nu este capabil de a lucra cu tipul <%1>.%2
Утверждение <ПроверитьВхождениеВКоллекцию> не умеет работать с типом коллекции <%1>.%2	Aprobarea <ПроверитьВхождениеВКоллекцию> nu este capabil de a lucra cu tipul de colectare <%1>.%2
Утверждение <Содержит> не умеет работать с типом <%1>.%2	Aprobarea <Conține> nu este capabil de a lucra cu tipul <%1>.%2
Утверждение ПроверитьРавенствоФайлов можно использовать только в толстом клиенте.	Aprobarea ПроверитьРавенствоФайлов se poate utiliza numai în gros de client.
Файл <%1> не найден.	Fișierul <%1> nu a fost găsit.
Файл <%1> не существует.	Fișierul <%1> nu există.
Файл <vbFeatureReader.epf> не найден в каталоге инструментов <%1>	Fișierul <vbFeatureReader.epf> nu a fost găsit în directorul de instrumente <%1>
Файл %1: <%2>	Fisierul %1: <%2>
Файл EPF не создан.	Fișierul EPF nu a fost creat.
Файл EPF не создан. Не смог создать каталог временной базы.	Fișierul EPF nu a fost creat. Nu a putut crea un director temporar de bază.
Файл отчета Allure-report (%1) записан.	Fișierul de raport Allure-report (%1) înregistrat.
Файл отчета CucumberJson-report (%1) записан.	Fișierul de raport CucumberJson-report (%1) înregistrat.
Файл отчета jUnit-report (%1) записан.	Fișierul de raport jUnit-report (%1) înregistrat.
Фича <%1> содержит тег @Tree. Найдены строки, которые содержат символы пробелов и символы табуляции в начале строки. Дерево не может быть корректно построено.	Onestitate <%1> contine tag-ul @Tree. Găsit rândurile care conțin caracterele spațiu și o filă de caractere de la începutul șirului. Un copac nu poate fi corect construit.
Фича <%1> содержит тег @Tree. Часть строк содержит в начале строки символы пробелов <%2>, часть строк содержит символы табуляции <%3>. Дерево не может быть корректно построено.	Onestitate <%1> contine tag-ul @Tree. O parte din linii conține la începutul unui șir de caractere spații <%2>, o parte din linii conține caractere tab <%3>. Un copac nu poate fi corect construit.
Фича: %1	Caracteristică: %1
Фичи загружены	Фичи încărcate
Флаг <Сохранять контексты перед выполнением шагов> установлен в <Истина>.	Pavilion <a Salva contexte înainte de a face pași> este setat la <Adevărul>.
Флаг с заголовком <%1> не найден.	Pavilion cu titlul <%1> nu a fost găsit.
Флаг с именем <%1> не найден.	Pavilion cu numele <%1> nu a fost găsit.
Форма <%1> не найдена.	Forma <%1> nu a fost găsit.
Форма окна с заголовком %1 не найдена.	Forma de fereastra cu titlul %1 nu a fost găsit.
Форма с заголовком <%1> не найдена.	Forma cu titlul <%1> nu a fost găsit.
Форма с заголовком %1 не найдена.	Forma cu titlul %1 nu a fost găsit.
Хост сеанс надо запустить с ключом /TESTMANAGER.	Gazdă de sesiune trebuie să rulați cu cheia /TESTMANAGER.
Хотели, чтобы алгоритм <%1> выполнился, а он упал с ошибкой <%2>. %3	A vrut să algoritm <%1> a fost indeplinita, iar el a căzut cu o eroare <%2>. %3
Хотели, чтобы алгоритм <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	A vrut să algoritm <%1> a scăzut cu un mesaj de eroare <%2>, iar el a căzut cu un mesaj <%3>.%4
Хотели, чтобы алгоритм <%1> упал, а он выполнился%2	A vrut să algoritm <%1> a căzut, iar el a fost executat%2
Хотели, чтобы код <%1> выполнился, а он упал с ошибкой <%2>. %3	A vrut să-cod <%1> a fost indeplinita, iar el a căzut cu o eroare <%2>. %3
Хотели, чтобы код <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	A vrut să-cod <%1> a scăzut cu un mesaj de eroare <%2>, iar el a căzut cu un mesaj <%3>.%4
Хотели, чтобы код <%1> упал, а он выполнился%2	A vrut să-cod <%1> a căzut, iar el a fost executat%2
Шаг	Pasul
Шаг (%1) не выполнен.	Pas (%1) nu este indeplinita.
Шаг (%1) не выполнен. Строка дерева №%2	Pas (%1) nu este indeplinita. Un șir de lemn nr%2
Шаг (%1) не реализован.	Pas (%1) nu este realizat.
Шаг <%1> должен был вызвать исключение, а он выполнился корректно.	Pasul <%1> a trebuit să declanșeze o excepție, iar el a fost executat corect.
Шаг выполнен с ошибкой: %1	Pasul este executat cu o eroare: %1
Шаг принимает на вход только таблицу Gherkin, в которой две строки. А было передано %1 строк.	Pasul acceptă la intrare doar un tabel Gherkin, în care două linii. Și a fost transferat %1 linii.
Шаг сценария не реализован.	Pasul script-ul nu este realizat.
Элемент с заголовком <%1> виден на текущей форме	Element cu titlul <%1> apare în forma actuală
Элемент с заголовком <%1> доступен на форме	Element cu titlul <%1> este disponibil în formă de
Элемент с заголовком <%1> доступен не только для просмотра	Element cu titlul <%1> este disponibil nu numai pentru a vizualiza
Элемент с заголовком <%1> доступен только для просмотра	Element cu titlul <%1> este disponibil doar pentru vizualizare
Элемент с заголовком <%1> не виден на текущей форме	Element cu titlul <%1> nu apare în forma actuală
Элемент с заголовком <%1> не доступен на форме	Element cu titlul <%1> nu este disponibil în formă de
Элемент с именем <%1> виден на текущей форме	Un element cu numele <%1> apare în forma actuală
Элемент с именем <%1> доступен на форме	Un element cu numele <%1> este disponibil în formă de
Элемент с именем <%1> доступен не только для просмотра	Un element cu numele <%1> este disponibil nu numai pentru a vizualiza
Элемент с именем <%1> доступен только для просмотра	Un element cu numele <%1> este disponibil doar pentru vizualizare
Элемент с именем <%1> не виден на текущей форме	Un element cu numele <%1> nu apare în forma actuală
Элемент с именем <%1> не доступен на форме	Un element cu numele <%1> nu este disponibil în formă de
Элемент формы <%1> не найден.	Element de formular <%1> nu a fost găsit.
Элемент формы с именем <%1> не найден.	Element de formular cu numele <%1> nu a fost găsit.
Элемента формы с заголовком <%1> не найдено.	Element de formular cu antet <%1> nu a fost găsit.
Элемента формы с именем <%1> не найдено.	Element de formular cu numele <%1> nu a fost găsit.
Это возможно только для шага.	Acest lucru este posibil numai pentru pasul.
является NULL	este NULL
является заполненным	este umplut
является истиной	este adevărul
является ложью	este o minciună
является неопределено	este un sir nedefinit
Не найден SikuliX скрипт <%1>.	Nu a fost găsit SikuliX script <%1>.
Не удалось выполнить SukuliX скрипт <%1>.	Nu a reușit SukuliX script <%1>.
Ожидали, что в таблице <%1> текуще поле будет заполнено.	Se așteaptă ca în tabelul <%1> текуще câmp va fi completat.
Ожидали, что в таблице <%1> текуще поле будет не заполнено.	Se așteaptă ca în tabelul <%1> текуще câmp nu este completat.
Ожидали у таблицы <%1> в течение <%2> секунд, что текущее поле будет заполнено.	Se așteptau la masă <%1>, în termen de <%2> de secunde, că actualul câmp va fi completat.
Таблица <%1>. Строка №<%2>. Колонка <%3>. Не смог получить значение из эталона.	Tabelul <%1>. Linia nr. <%2>. Coloana <%3>. Nu a putut obține valoarea de referință.
Не получилось получить представление открытого списка выбора <%1>.	Nu s-a reușit de a obține o reprezentare a deschis lista de selectare <%1>.
У списка выбора <%1> ожидалось %2 значений, а было получено %3 значений.	La lista de selectare <%1> era de așteptat %2 valori, și a fost primit %3 valori.
Ожидалось получить %1, а было получено %2.	Era de așteptat să obțineți %1, și a fost primit %2.
Открытый список выбора <%1> не равен эталону. Различия: %2	O listă de selecție <%1> nu este egal cu o simplă apăsare. Diferențe: %2
Ожидалось, что открытый список содержит значение %1.	Era de așteptat că o listă conține o valoare de 1%.
Открытый список выбора <%1> не содержит ожидаемые значения: %2	O listă de selecție <%1> nu conține valorile așteptate: %2
Открытый список выбора <%1> содержит значения, которых не должно быть: %2	O listă de selecție <%1> conține valori, care nu ar trebui să fie: %2
Не смог получить данные локализации сообщений.	Nu a putut obține datele de localizare de mesaje.
У поля <%1> не получилось нажать на гиперссылку <%2>.	La câmp <%1> nu am reușit să faceți clic pe hyperlink <%2>.
Вы уверены?	Esti sigur?
Закрыть форму	Închideți formularul
Не получилось нажать на кнопку <%1>.	Nu am reușit să faceți clic pe butonul <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд ячейка <%3> станет равна <%4>.	Așteptat la masă de document <%1>, în termen de <%2> de secunde celula <%3> va fi egal cu <%4>.
Некоторые сообщения не были найдены в окне сообщений пользователю: %1	Unele mesaje nu au fost găsite în fereastra de mesaje a utilizatorului: %1
В окне сообщений пользователю были найдены лишние сообщения: %1	În fereastra de mesaje a utilizatorului au fost găsite de prisos mesaje: %1
Не получилось определить длительность у файла <%1>.	Nu s-a reușit de a determina durata fișierul <%1>.
Не получилось добавить субтитры к файлу <%1>.	Nu s-a reușit de a adăuga subtitrări în fișierul <%1>.
Команда ffmpeg по слиянию всех видео не выполнена.	Echipa de ffmpeg de fuziune toate video nu a reușit.
Команда ffmpeg по перекодированю звука не выполнена.	Echipa de ffmpeg de перекодированю de sunet nu a reușit.
Команда ffmpeg по добавлению водяной отметки и перекодированию звука не выполнена.	Echipa de ffmpeg pentru adăugarea de apă marca și перекодированию de sunet nu a reușit.
Команда ffmpeg по кодированию в mp4 не выполнена.	Echipa de ffmpeg de codificare în format mp4 nu a reușit.
Команда ffmpeg по добавлению mp3 в ролик не выполнена.	Echipa de ffmpeg pentru adăugarea mp3 spot nu a reușit.
Не получилось создать файл TTS <%1>.	Nu s-a reușit de a crea un fișier TTS <%1>.
Не указано имя голоса Text To Speech.	Nu se specifică numele voce Text To Speech.
Не указана команда ffmpeg.	Nu este indicată echipa de ffmpeg.
Не указана команда Convert.	Nu este indicată comanda Convert.
Не найдено значение из колонки <%1>.	Nu s-a găsit valoarea din coloana <%1>.
Не найдено значение <%1> из колонки <%2>.	Nu s-a găsit valoarea de <%1> din coloana <%2>.
Не получилось сохранить в переменную <%1> таблицу с именем <%2>.	Nu a reușit să mențină în variabila <%1> tabel cu numele <%2>.
Таблица <%1> пустая.	Tabelul <%1> gol.
В таблицах <%1> и <%2> разное количество колонок <%3> и <%4>.	În tabelele <%1> și <%2> un număr diferit de coloane <%3> și <%4>.
Не все строки таблицы <%1> найдены в таблице <%2>:	Nu toate rândurile din tabel <%1> găsite în tabelul <%2>:
Для элемента с именем <%1> не найдена форма.	Pentru un element cu numele <%1> nu a fost găsită nicio forma.
Не указано значение настройки Vanessa-automation: <КаталогПроекта>.	Nu se specifică setarea Vanessa-automation: <КаталогПроекта>.
Не указано значение настройки Vanessa-automation: <КаталогиСкриптовSikuliX>.	Nu se specifică setarea Vanessa-automation: <КаталогиСкриптовSikuliX>.
В каталоге <%1> не найден файл <%2>.	În directorul <%1> fișierul nu a fost găsit <%2>.
В каталоге <%1> найдено больше одного файла <%2>: %3.	În directorul <%1> s-au găsit mai mult de un fișier <%2>: %3.
Не получилось сделать клик мышкой по картинке <%1>.	Nu s-a reușit de a face clic cu mouse-ul pe imagine <%1>.
Не получилось запустить Sikulix сервер.	Nu s-a alerga Sikulix server.
Не получилось дождаться выполнения SikuliX скрипта <%1>.	Nu am reușit să așteptați pentru a efectua SikuliX script <%1>.
Не получилось выполнить SikuliX скрипт <%1>.	Nu s-a reușit de a efectua SikuliX script <%1>.
Ожидалось, что группа элементов <%1> содержит данные элементы формы: %2	Era de așteptat ca un grup de elemente <%1> conține elemente de date de forma: %2
Ожидалось, что группа элементов <%1> не содержит данные элементы формы: %2	Era de așteptat ca un grup de elemente <%1> nu conține elemente de date de forma: %2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения отличного от <%4>. Текущее значение <%5>.	Se așteptau la masă <%1>, în termen de <%2> de secunde de la câmp <%3> valoare diferită de <%4>. Valoarea curentă a <%5>.
Ожидалось, что в панели разделов будет <%1> элементов, а найдено <%2> элементов.	Era de așteptat ca în bara de partiții va <%1> elemente, și s-au găsit <%2> elemente.
Ожидалось, что в панели разделов будут содержаться следующие элементы: %1	Era de așteptat ca în bara de secțiuni vor conține următoarele elemente: %1
Ожидалось, что в панели разделов не будут содержаться следующие элементы: %	Era de așteptat ca în bara de partiții nu se vor conține următoarele elemente: %
Ожидалось, что в панели функций будет <%1> элементов, а найдено <%2> элементов.	Era de așteptat ca în bara de opțiuni va <%1> elemente, și s-au găsit <%2> elemente.
Ожидалось, что в панели функций будет элемент <%1> , а был найден элемент <%2>.	Era de așteptat ca în bara de opțiuni va fi elementul <%1> și a fost găsit elementul <%2>.
Ожидалось, что в панели функций будут содержаться следующие элементы: %1	Era de așteptat ca în bara de opțiuni va conține următoarele elemente: %1
Ожидалось, что в панели функций не будут содержаться следующие элементы: %1	Era de așteptat ca în bara de funcții nu va conține următoarele elemente: %1
Группа <%1> не найдена в панели функций.	Un grup de <%1> nu a fost găsit în bara de opțiuni.
Ожидалось, что в группе <%1> панели функций будут содержаться следующие элементы: %2	Era de așteptat ca, în grupul <%1> din bara de funcții va conține următoarele elemente: %2
Ожидалось, что в группе <%1> панели функций не будут содержаться следующие элементы: %2	Era de așteptat ca, în grupul <%1> din bara de funcții nu va conține următoarele elemente: %2
Ошибка. Не найдены настройки пользователя <%1> в файле <%2>.	Eroare. Nu au fost găsite setări de utilizator <%1> în fișierul <%2>.
Функция <%1> реализована только для Windows.	Funcția <%1> implementat doar pentru Windows.
У поля <%1> ожидали текст заголовка <%2>, а получили <%3>.	La câmp <%1> așteptat textul de antet <%2>, a primit <%3>.
В таблице <%1> у поля <%2> ожидали заголовок <%3>, а получили <%4>.	În tabelul <%1> u câmp <%2> așteptat titlu <%3>, a primit <%4>.
В таблице <%1> у поля <%2> ожидали текст подсказки <%3>, а получили <%4>.	În tabelul <%1> u câmp <%2> așteptat text explicativ <%3>, a primit <%4>.
Не получилось выгрузить базу в dt: <%1>. Путь к DT: <%2>. Статус возврата: <%3>.	Nu a reușit pentru a descărca baza de la dt: <%1>. Calea DT: <%2>. Statutul de returnare: <%3>.
Группа колонок <%1> в таблице <%2> не найдена.	Un grup de coloane <%1> tabelul <%2> nu a fost găsit.
В таблице <%1> в группе колонок <%2> колонка <%3> не найдена.	În tabelul <%1> în grupul de coloane <%2> coloana <%3> nu a fost găsit.
Не получилось найти на экране картинку <%1>.	Nu a reușit să găsească pe ecran o imagine <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд значение ячейки <%3> станет равно <%4>. Текущее значение <%5>.	Așteptat la masă de document <%1>, în termen de <%2> de secunde valoarea celulei <%3> va fi egal cu <%4>. Valoarea curentă a <%5>.
Метод Шаг() не выполнен. Не удалось прочитать шаги из временного фича файла <%1>. Исходная строка:%2	Metoda Pas() nu este indeplinita. Nu s-a putut citi pașii temporară onestitate fișier <%1>. Original rând:%2
Этот клиент	Acest client
Не получилось найти данные макета <%1>.	Nu a reușit să găsească datele de dispunere <%1>.
Не получилось выполнить эмуляцию хоткея <%1> <%2>.	Nu a făcut o emulare хоткея <%1> <%2>.
Не получилось выполнить эмуляцию ENTER.	Nu a făcut o emulare ENTER.
Не получилось дождаться картинки <%1> в течение <%2> секунд.	Nu am reușit să așteptați imagini <%1>, în termen de <%2> de secunde.
Окно с заголовком <%1> не найдено. Текущее окно: <%2>.	Fereastra cu titlul <%1> nu a fost găsit. Fereastra curentă: <%2>.
Строка <%1> не найдена в окне сообщений пользователю. Состояние окна сообщений:%2	Linia <%1> nu a fost găsit în fereastra de mesaje a utilizatorului. Starea ferestrei de mesaje:%2
Не получилось определить родителя у шага <%1>.	Nu s-a reușit de a determina un părinte la un pas de <%1>.
Не получилось определить позицию шага <%1> в группе шагов <%2>.	Nu s-a reușit de a determina poziția de pas <%1> în grupa de pași <%2>.
Не получилось открыть форму регистра сведений <%1>.	Nu s-deschide formularul registrului de informații <%1>.
Не получилось найти подсистему <%1> в регистре версии подсистем.	Nu a reușit să găsească un subsistem <%1> în registrul versiunea subsisteme.
Ожидалось получить <%1> строк в таблице <%2>, а было получено <%3> строк.	Era de așteptat pentru a obține <%1> de rânduri în tabel <%2>, și a fost primit <%3> rânduri.
Не получилось сохранить значение <%1> в переменную <%2>.	Nu a reușit să mențină valoarea <%1> în variabila <%2>.
Не получилось подключиться к ранее запущенному клиенту тестирования <%1>, порт <%2>.	Nu s-a reușit să se conecteze la anterior запущенному client de testare <%1>, port <%2>.
Не получилось прочитать параметр запуска <%1>.	Nu ai citit opțiunea de a rula <%1>.
ИмяРаннера	ИмяРаннера
ТипКлиентаТестирования	ТипКлиентаТестирования
СтрокаСоединения	СтрокаСоединения
Не получилось сохранить строку <%1> в переменную <%2>.	Nu a reușit să mențină linia <%1> în variabila <%2>.
Неверно указано значение параметра направления вращения колеса мышки. Возможные значения: Вверх или Вниз.	Greșit se specifică setarea sensului de rotație a roții mouse-ului. Valorile posibile sunt: în Sus sau în Jos.
Не получилось выполнить эмуляцию вращения колеса мышки в направлении <%1>, количество итераций <%2>.	Nu a făcut o emulare de rotație a roții mouse-ului în direcția <%1>, numărul de iterații <%2>.
Обнаружено несколько файлов, экспортирующих подсценарий <%1>. Файлы: %2	Există mai multe fișiere, care подсценарий <%1>. Fișiere: %2
Не получилось сделать клик праой кнопкой мышки по картинке <%1>.	Nu s-a reușit de a face clic праой butonul mouse-ului pe imagine <%1>.
Не получилось переместить курсор мышки к картинке <%1>.	Nu s-mutați cursorul mouse-ului pentru a poza <%1>.
Не существует клиента тестирования <%1>.	Nu există un client de testare <%1>.
Ожидали, что процесс с ИД <%1> будет завершен в течение <%2> секунд.	Asteapta ca procesul de EID <%1> va fi finalizat în termen de <%2> de secunde.
Значение переменной <%1> изменено на <%2>.	Valoarea variabilei <%1> schimbat la <%2>.
Значение глобальной переменной <%1> изменено на <%2>.	Valoarea variabilei globale <%1> schimbat la <%2>.
Переменная <%1> удалена.	Variabila <%1> eliminat.
Глобальная переменная <%1> удалена.	Variabila globală <%1> eliminat.
Контекст	Contextul
Контекст глобальный	Contextul global
Окно с заголовком <%1> не найдено. Таймаут поиска окна: <%2>.	Fereastra cu titlul <%1> nu a fost găsit. Depășirea timpului de căutare a ferestrei: <%2>.
Не удалось получить токен.	Nu s-a reușit de a obține tichet.
Не удалось получить токен. Код результата: <%1>. Ответ: <%2>.	Nu s-a reușit de a obține tichet. Codul rezultat: <%1>. Răspuns: <%2>.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Nu a reușit să obțină date. Codul rezultat: <%1>. Răspuns: <%2>.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>. Количество попыток <%4>.	Nu a putut tabelul <%1> face să selectați din lista de selectare <%2> la rîndul <%3>. Numărul de încercări de a <%4>.
Не смог сделать выбрать из списка выбора <%1> по строке <%2>. Количество попыток <%3>.	Nu a reușit să facă alege dintr-o listă de selectare <%1> la rîndul <%2>. Numărul de încercări de a <%3>.
Не выполнены дополнительные процедуры обработки данных.	Nu sunt îndeplinite proceduri suplimentare de prelucrare a datelor.
Обнаружено окно обновления конфигурации.	Descoperit fereastra de actualizare de configurare.
Обнаружено окно c сообщением о неудачном обновлением конфигурации.	Descoperit de dialog c un mesaj cu privire la cazul în care actualizarea de configurare.
Видео создано автоматически.	Video creat automat.
Количество сценариев	Numărul de scenarii
Количество шагов	Numărul de pași
Версия Vanessa-Automation	Versiune Vanessa-Automatizare
Версия скрипта сборки видео	Versiune de script-ul de asamblare video
ЗаголовокАктивногоОкна	ЗаголовокАктивногоОкна
ИмяАктивнойФормы	ИмяАктивнойФормы
В таблице должно быть боле 1 строки, а получили <%1> строк.	În tabelul trebuie să fie mai mare de 1 rânduri, și a primit <%1> rânduri.
Выполнить сценарии	Executa script-uri
Загружены глобальные переменные.	Încărcate variabile globale.
Не найден каталог: %1	Nu a fost găsit catalog: %1
Выполнить	Run
Выполняется...	Se realizează...
Останавливается...	Se oprește...
Обнаружено окно перехода на новую версию платформы 1С:Предприятие.	Descoperit de dialog trecerea la noua versiune a platformei 1C:Întreprindere.
В таблице <%1> не получилось активизировать поле <%2> для редактирования.	În tabelul <%1> nu s-activați câmpul <%2> editare.
Ожидалось в течение <%1> секунд, что откроется окно с заголовком отличным от <%2>.	Era de așteptat în termen de <%1> de secunde, se deschide fereastra cu titlul diferit de <%2>.
Выберите файл настроек Vanessa Automation.	Selectați un fișier de setări Vanessa Automation.
Версия загружаемых настроек не соответсвует версии обработки.	Versiune încărcate setările care nu corespunde versiunea de prelucrare.
Информация: Параметр %1 не загружен.	Parametru: %1 nu este încărcat.
Не получилось прочитать значение из строки запуска: %1.	Nu s-a reușit de a citi o valoare dintr-un șir de pornire: %1.
При чтении переменных окружения операционной системы возникло исключение: %1	La citirea variabilelor de mediu sistem de operare a apărut o excepție: %1
Не найден путь к файлу JSON. Параметр: VAParams.	Nu a fost găsit calea de fișier JSON. Parametru: VAParams.
Ошибка чтения структуры JSON. Пропускаем чтение.	Eroare de citire de structură JSON. Treci de lectură.
Ошибка чтения структуры JSON.	Eroare de citire de structură JSON.
В параметрах JSON не найден каталог Фич.	În setările JSON nu a fost găsit catalog de Caracteristici.
Использование устаревшего параметра "КаталогOutputСкриншоты". Новый параметр - "КаталогВыгрузкиСкриншотов".	Utilizarea unui parametru "КаталогOutputСкриншоты". O nouă opțiune - "КаталогВыгрузкиСкриншотов".
Использование устаревшего параметра "КаталогOutputИнструкцияHTML". Новый параметр - "КаталогВыгрузкиИнструкцийHTML".	Utilizarea unui parametru "КаталогOutputИнструкцияHTML". O nouă opțiune - "КаталогВыгрузкиИнструкцийHTML".
Использование устаревшего параметра "КаталогOutputИнструкцияMarkdown". Новый параметр - "КаталогВыгрузкиИнструкцийMarkdown".	Utilizarea unui parametru "КаталогOutputИнструкцияMarkdown". O nouă opțiune - "КаталогВыгрузкиИнструкцийMarkdown".
Использование устаревшего параметра "КаталогOutputИнструкцияВидео". Новый параметр - "КаталогВыгрузкиИнструкцийВидео".	Utilizarea unui parametru "КаталогOutputИнструкцияВидео". O nouă opțiune - "КаталогВыгрузкиИнструкцийВидео".
Использование устаревшего параметра "КаталогOutputjUnit". Новый параметр - "КаталогВыгрузкиjUnit".	Utilizarea unui parametru "КаталогOutputjUnit". O nouă opțiune - "КаталогВыгрузкиjUnit".
В параметрах запуска JSON не определен каталог отчета jUnit.	În setările de lansare JSON nu este definit directorul raport jUnit.
Использование устаревшего параметра "КаталогOutputCucumberJson". Новый параметр - "КаталогВыгрузкиCucumberJson"	Utilizarea unui parametru "КаталогOutputCucumberJson". O nouă opțiune - "КаталогВыгрузкиCucumberJson"
В параметрах запуска JSON не определен отчета CucumberJson.	În setările de lansare JSON nu este determinat de raportul CucumberJson.
Использование устаревшего параметра "КаталогOutputAllure". Новый параметр - "КаталогВыгрузкиAllure".	Utilizarea unui parametru "КаталогOutputAllure". O nouă opțiune - "КаталогВыгрузкиAllure".
Использование устаревшего параметра "КаталогOutputAllureБазовый". Новый параметр - "КаталогВыгрузкиAllureБазовый".	Utilizarea unui parametru "КаталогOutputAllureБазовый". O nouă opțiune - "КаталогВыгрузкиAllureБазовый".
Форма из переданного списка не найдена.	Forma de transmis lista nu a fost găsit.
ИмяФичи	ИмяФичи
ИмяСценария	ИмяСценария
НомерСтрокиДерева	НомерСтрокиДерева
НомерСтрокиФичи	НомерСтрокиФичи
ПолнйПутьКФиче	ПолнйПутьКФиче
Сценарий не определён.	Script-ul nu este definit.
Шаг не определён.	Pasul nu este definit.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Nu a reușit să obțină date. Codul rezultat: <%1>. Răspuns: <%2>.
ДеталиОшибки	ДеталиОшибки
Команда по созданию картинки из текста не выполнена: %1	Comanda pentru crearea unei imagini din text nu a fost indeplinita: %1
Не получилось получить командный интерфейс клиента тестирования.	Nu s-a reușit de a obține interfață de comandă client de testare.
Окно предупреждения не найдено.	Fereastra de alertă nu a fost găsit.
Не получилось выполнить помещение файла <%1>.	Nu s-a reușit de a efectua plasarea fișierului <%1>.
Не найдено подключение SikuliX сервера.	Nu s-a găsit o conexiune SikuliX server.
Подключение SikuliX сервера сброшено.	Conectarea SikuliX server a eșuat.
Не указано значение настройки Vanessa-automation: <КаталогДляГенерацииКартинок>.	Nu se specifică setarea Vanessa-automation: <КаталогДляГенерацииКартинок>.
Не получилось создать картинку по тексту <%1>.	Nu s-a reușit de a crea o imagine cu privire la textul de <%1>.
Не найден профиль поиска картинки с текстом <%1>.	Nu s-a găsit profilul de căutare de imagini cu text <%1>.
Команда не выполнена: %1	Echipa nu a reușit: %1
Не получилось вычислить выражение: %1. Описание ошибки: %2	Nu am reușit să calculeze expresia: %1. Descriere bug: %2
Не указано имя файла.	Nu se specifică un nume de fișier.
Каталог <%1> не существует.	Directorul <%1> nu există.
Не указано расширение файла.	Nu se specifică extensie de fișier.
Не получилось закрыть активное окно <%1>. %2	Nu s-închide fereastra activă <%1>. %2
Закрытие окна <%1>.	Închiderea ferestrei <%1>.
