Строка поиска	Translation
Файл <vbFeatureReader.epf> не найден в каталоге инструментов <%1>	Filen <vbFeatureReader.epf> kunde inte hittas i verktyg-katalogen <%1>
Файл %1: <%2>	Filen %1 <%2>
Файл EPF не создан.	Den EPF-filen är inte skapad.
Файл EPF не создан. Не смог создать каталог временной базы.	Den EPF-filen är inte skapad. Kan inte skapa katalogen tillfällig bas.
Файл отчета Allure-report (%1) записан.	Rapporten fil Allure-rapport (%1) registreras.
Файл отчета CucumberJson-report (%1) записан.	Rapporten fil CucumberJson-rapport (%1) registreras.
Файл отчета jUnit-report (%1) записан.	Rapporten fil jUnit-rapport (%1) registreras.
Фича <%1> содержит тег @Tree. Найдены строки, которые содержат символы пробелов и символы табуляции в начале строки. Дерево не может быть корректно построено.	Funktionen för <%1> innehåller taggen @Träd. Finns strängar som innehåller blanktecken och tab-tecken i början av raden. Trädet kan inte vara korrekt byggd.
Фича <%1> содержит тег @Tree. Часть строк содержит в начале строки символы пробелов <%2>, часть строк содержит символы табуляции <%3>. Дерево не может быть корректно построено.	Funktionen för <%1> innehåller taggen @Träd. Raderna innehåller i början av raden tecken, tecken <%2>, några rader innehåller tab-tecken <%3>. Trädet kan inte vara korrekt byggd.
Фича: %1	Ficha: %1
Фичи загружены	Har laddat
Флаг <Сохранять контексты перед выполнением шагов> установлен в <Истина>.	Flagg <Spara sammanhang innan du utför stegen> <Sant>.
Флаг с заголовком <%1> не найден.	Flaggan med header <%1> kunde inte hittas.
Флаг с именем <%1> не найден.	En flagga med namn <%1> kunde inte hittas.
Форма <%1> не найдена.	Bilda <%1> kunde inte hittas.
Форма окна с заголовком %1 не найдена.	Formen på fönstret med titeln '%1 ' hittades inte.
Форма с заголовком <%1> не найдена.	Form med titeln <%1> kunde inte hittas.
Форма с заголовком %1 не найдена.	Blankett med rubriken %1 inte kan hittas.
Хост сеанс надо запустить с ключом /TESTMANAGER.	Värden sessionen måste startas med den nyckel /TESTMANAGER.
Хотели, чтобы алгоритм <%1> выполнился, а он упал с ошибкой <%2>. %3	Ville algoritm <%1> genomfördes, och han föll med fel <%2>. %3
Хотели, чтобы алгоритм <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	Ville algoritm <%1> sjunkit med ett felmeddelande <%2>, och han föll med meddelandet <%3>.%4
Хотели, чтобы алгоритм <%1> упал, а он выполнился%2	Ville algoritm <%1> sjönk, och han avrättades%2
Хотели, чтобы код <%1> выполнился, а он упал с ошибкой <%2>. %3	Ville koden <%1> genomfördes, och han föll med fel <%2>. %3
Хотели, чтобы код <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	Ville koden <%1> sjunkit med ett felmeddelande <%2>, och han föll med meddelandet <%3>.%4
Хотели, чтобы код <%1> упал, а он выполнился%2	Ville koden <%1> sjönk, och han avrättades%2
Шаг	Steg
Шаг (%1) не выполнен.	Steg (%1) är inte implementerat.
Шаг (%1) не выполнен. Строка дерева №%2	Steg (%1) är inte implementerat. String tree antal%2
Шаг (%1) не реализован.	Steg (%1) är inte implementerat.
Шаг <%1> должен был вызвать исключение, а он выполнился корректно.	Steg <%1> förväntas orsaka ett undantag, men det exekverades korrekt.
Шаг выполнен с ошибкой: %1	Steg misslyckades: %1
Шаг принимает на вход только таблицу Gherkin, в которой две строки. А было передано %1 строк.	Steg tar som indata bara Gurkan bord där två rader. Och skickades till %1 rader.
Шаг сценария не реализован.	Steg av skriptet inte genomförs.
Элемент с заголовком <%1> виден на текущей форме	Elementet title <%1> är synliga på den nuvarande formen
Элемент с заголовком <%1> доступен на форме	Elementet title <%1> som finns på form
Элемент с заголовком <%1> доступен не только для просмотра	Elementet title <%1> inte tillgängliga för visning endast
Элемент с заголовком <%1> доступен только для просмотра	Elementet title <%1> är tillgängliga för visning endast
Элемент с заголовком <%1> не виден на текущей форме	Elementet title <%1> är inte synlig på den nuvarande formen
Элемент с заголовком <%1> не доступен на форме	Elementet title <%1> inte tillgängliga i form av
Элемент с именем <%1> виден на текущей форме	Elementet med namnet <%1> är synliga på den nuvarande formen
Элемент с именем <%1> доступен на форме	Elementet med namnet <%1> som finns på form
Элемент с именем <%1> доступен не только для просмотра	Elementet med namnet <%1> inte tillgängliga för visning endast
Элемент с именем <%1> доступен только для просмотра	Elementet med namnet <%1> är endast tillgängligt om du vill visa
Элемент с именем <%1> не виден на текущей форме	Elementet med namnet <%1> är inte synlig på den nuvarande formen
Элемент с именем <%1> не доступен на форме	Elementet med namnet <%1> inte tillgängliga i form av
Элемент формы <%1> не найден.	En del av formuläret <%1> kunde inte hittas.
Элемент формы с именем <%1> не найден.	Form-element med namnet <%1> kunde inte hittas.
Элемента формы с заголовком <%1> не найдено.	Form inslag med rubriken <%1> kunde inte hittas.
Элемента формы с именем <%1> не найдено.	En form element med namnet <%1> kunde inte hittas.
Это возможно только для шага.	Detta är endast möjligt för steg.
является NULL	är NULL
является заполненным	är fylld
является истиной	är sanningen
является ложью	är en lögn
является неопределено	är odefinierad
Не найден SikuliX скрипт <%1>.	Inte hittat SikuliX-skript <%1>.
Не удалось выполнить SukuliX скрипт <%1>.	Misslyckades SukuliX-skript <%1>.
Ожидали, что в таблице <%1> текуще поле будет заполнено.	Väntat i tabellen <%1> det aktuella området är fylld.
Ожидали, что в таблице <%1> текуще поле будет не заполнено.	Väntat i tabellen <%1> det aktuella området kommer att vara tomt.
Ожидали у таблицы <%1> в течение <%2> секунд, что текущее поле будет заполнено.	Förväntas från tabell <%1> i <%2> sekunder att det aktuella området är fylld.
Таблица <%1>. Строка №<%2>. Колонка <%3>. Не смог получить значение из эталона.	Tabell <%1>. Linje Nr.<%2>. Kolumn <%3>. Kunde inte få värde från mönstret.
Не получилось получить представление открытого списка выбора <%1>.	Det gick inte att öppna visa lista <%1>.
У списка выбора <%1> ожидалось %2 значений, а было получено %3 значений.	Urvalslistan <%1> förväntas %2, men fick %3 värden.
Ожидалось получить %1, а было получено %2.	Förväntas %1, fick %2.
Открытый список выбора <%1> не равен эталону. Различия: %2	Öppna urvalslistan <%1> är inte lika vanliga. Skillnad: %2
Ожидалось, что открытый список содержит значение %1.	Det var väntat att öppna listan innehåller %1 värde.
Открытый список выбора <%1> не содержит ожидаемые значения: %2	Öppna urvalslistan <%1> innehåller inte förväntat värde: %2
Открытый список выбора <%1> содержит значения, которых не должно быть: %2	Öppna urvalslistan <%1> innehåller värden som inte borde vara: %2
Не смог получить данные локализации сообщений.	Kunde inte hämta data lokalisera meddelanden.
У поля <%1> не получилось нажать на гиперссылку <%2>.	Fältet <%1> misslyckades med att klicka på en hyperlänk <%2>.
Вы уверены?	Är du säker?
Закрыть форму	Stäng formuläret
Не получилось нажать на кнопку <%1>.	Misslyckades med att klicka på knappen <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд ячейка <%3> станет равна <%4>.	Vad jag förväntade mig från en tabell-dokument <%1> i <%2> sekunder cell <%3> är lika med <%4>.
Некоторые сообщения не были найдены в окне сообщений пользователю: %1	Vissa meddelanden inte finns i rutan meddelande till användaren: %1
В окне сообщений пользователю были найдены лишние сообщения: %1	I meddelanderutan användaren har hittats onödiga meddelanden: %1
Не получилось определить длительность у файла <%1>.	Kunde inte bestämma varaktigheten av filen <%1>.
Не получилось добавить субтитры к файлу <%1>.	Gick inte att lägga till undertexter till filen <%1>.
Команда ffmpeg по слиянию всех видео не выполнена.	Ffmpeg-kommandot för att sammanfoga alla filmer görs inte.
Команда ffmpeg по перекодированю звука не выполнена.	Kommandot för ffmpeg perekopirovannye inga ljud görs.
Команда ffmpeg по добавлению водяной отметки и перекодированию звука не выполнена.	Ffmpeg-kommandot för att lägga till en vatten markering, och omkodning av ljud är inte utförs.
Команда ffmpeg по кодированию в mp4 не выполнена.	Ffmpeg kommando för kodning till mp4 är inte utförs.
Команда ffmpeg по добавлению mp3 в ролик не выполнена.	Ffmpeg-kommandot för att lägga till mp3 i videon är inte utförs.
Не получилось создать файл TTS <%1>.	Misslyckades med att skapa TTS-fil <%1>.
Не указано имя голоса Text To Speech.	Ej angett namn på en röst som Text Till Tal.
Не указана команда ffmpeg.	Inte anges kommandot grep.
Не указана команда Convert.	Som inte anges på Konvertera-kommandot.
Не найдено значение из колонки <%1>.	Inte hittat det värde från kolumnen <%1>.
Не найдено значение <%1> из колонки <%2>.	Hittades inte <%1> i kolumnen <%2>.
Не получилось сохранить в переменную <%1> таблицу с именем <%2>.	Kunde inte spara i en variabel <%1> tabellnamn <%2>.
Таблица <%1> пустая.	Tabell <%1> är tomt.
В таблицах <%1> и <%2> разное количество колонок <%3> и <%4>.	I tabellen <%1> <%2> olika antal kolumner <%3> <%4>.
Не все строки таблицы <%1> найдены в таблице <%2>:	Inte alla rader i tabellen <%1> som finns i tabell <%2>:
Для элемента с именем <%1> не найдена форма.	För elementet med namnet <%1> inte hittat formen.
Не указано значение настройки Vanessa-automation: <КаталогПроекта>.	Inte angivna värdet Vanessa-automatisering: <Catalogproduct>.
Не указано значение настройки Vanessa-automation: <КаталогиСкриптовSikuliX>.	Inte angivna värdet Vanessa-automatisering: <КаталогиСкриптовSikuliX>.
В каталоге <%1> не найден файл <%2>.	I katalogen <%1> - fil hittades inte <%2>.
В каталоге <%1> найдено больше одного файла <%2>: %3.	I katalogen <%1> var finns mer än en fil <%2>: %3.
Не получилось сделать клик мышкой по картинке <%1>.	Misslyckades med att klicka med musen på bilden <%1>.
Не получилось запустить Sikulix сервер.	Det gick inte att köra Sikulix server.
Не получилось дождаться выполнения SikuliX скрипта <%1>.	Kunde inte vänta med att köra SikuliX-skript <%1>.
Не получилось выполнить SikuliX скрипт <%1>.	Det gick inte att köra SikuliX-skript <%1>.
Ожидалось, что группа элементов <%1> содержит данные элементы формы: %2	Det var väntat att den grupp av element <%1> innehåller data element av formen: %2
Ожидалось, что группа элементов <%1> не содержит данные элементы формы: %2	Det var väntat att den grupp av element <%1> att den inte innehåller uppgifter som ska ingå i den form: %2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения отличного от <%4>. Текущее значение <%5>.	Förväntas från tabell <%1> i <%2> sekunder på fält <%3> - värden skiljer sig från <%4>. Aktuellt värde <%5>.
Ожидалось, что в панели разделов будет <%1> элементов, а найдено <%2> элементов.	Det var väntat att panelen avsnitt kommer att vara <%1> - elementet, som finns <%2> - element.
Ожидалось, что в панели разделов будут содержаться следующие элементы: %1	Det var väntat att panelen avsnitt kommer att innehålla följande element: %1
Ожидалось, что в панели разделов не будут содержаться следующие элементы: %	Det var väntat att panelen avsnitt kommer att innehålla följande element: %
Ожидалось, что в панели функций будет <%1> элементов, а найдено <%2> элементов.	Det var väntat att panelen funktioner kommer att vara i <%1> - elementet, som finns <%2> - element.
Ожидалось, что в панели функций будет элемент <%1> , а был найден элемент <%2>.	Det var väntat att funktionen kommer att vara det element <%1> konstaterades <%2>.
Ожидалось, что в панели функций будут содержаться следующие элементы: %1	Det var väntat att funktionen bar kommer att innehålla följande element: %1
Ожидалось, что в панели функций не будут содержаться следующие элементы: %1	Det var väntat att panelen funktioner kommer att omfatta följande delar: %1
Группа <%1> не найдена в панели функций.	Gruppen <%1> hittades inte i funktionen bar.
Ожидалось, что в группе <%1> панели функций будут содержаться следующие элементы: %2	Det var väntat att i <%1> funktionen bar kommer att innehålla följande element: %2
Ожидалось, что в группе <%1> панели функций не будут содержаться следующие элементы: %2	Det var väntat att i <%1> funktionen bar kommer att innehålla följande element: %2
Ошибка. Не найдены настройки пользователя <%1> в файле <%2>.	Felet. Ingen konfiguration som finns för användare <%1> i filen <%2>.
Функция <%1> реализована только для Windows.	Funktionen för <%1> genomförs endast för Windows.
У поля <%1> ожидали текст заголовка <%2>, а получили <%3>.	Fältet <%1> förväntades rubriken är <%2>, fick <%3>.
В таблице <%1> у поля <%2> ожидали заголовок <%3>, а получили <%4>.	I tabell <%1> fältet <%2> förväntas titel <%3>, fick <%4>.
В таблице <%1> у поля <%2> ожидали текст подсказки <%3>, а получили <%4>.	I tabell <%1> fältet <%2> väntade tooltip text <%3>, fick <%4>.
Не получилось выгрузить базу в dt: <%1>. Путь к DT: <%2>. Статус возврата: <%3>.	Gick inte att ladda upp databasen i dt: <%1>. Vägen till DT är: <%2>. Avkastningen status är <%3>.
Группа колонок <%1> в таблице <%2> не найдена.	En grupp av kolumner <%1> i tabellen <%2> hittades inte.
В таблице <%1> в группе колонок <%2> колонка <%3> не найдена.	I tabell <%1> - gruppen kolumner <%2> kolumnen <%3> kunde inte hittas.
Не получилось найти на экране картинку <%1>.	Kunde inte hitta bilden på skärmen <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд значение ячейки <%3> станет равно <%4>. Текущее значение <%5>.	Vad jag förväntade mig från en tabell-dokument <%1> i <%2> sekunder cellen värdet <%3> är lika med <%4>. Aktuellt värde <%5>.
Метод Шаг() не выполнен. Не удалось прочитать шаги из временного фича файла <%1>. Исходная строка:%2	Metoden Steg() är inte implementerat. Misslyckades med att läsa några steg från den tillfälliga inslag i filen <%1>. Ursprungliga strängen:%2
Этот клиент	Denna klient
Не получилось найти данные макета <%1>.	Kunde inte hitta data layouten <%1>.
Не получилось выполнить эмуляцию хоткея <%1> <%2>.	Det gick inte att utföra emulering hotkey <%1> <%2>.
Не получилось выполнить эмуляцию ENTER.	Misslyckades med att efterlikna RETUR.
Не получилось дождаться картинки <%1> в течение <%2> секунд.	Kunde inte vänta på att bilder <%1> i <%2> sekunder.
Окно с заголовком <%1> не найдено. Текущее окно: <%2>.	Ett fönster med en titel <%1> kunde inte hittas. Aktuella fönstret: <%2>.
Строка <%1> не найдена в окне сообщений пользователю. Состояние окна сообщений:%2	Raden <%1> hittades inte i meddelandefönstret till användaren. Status fönster meddelande:%2
Не получилось определить родителя у шага <%1>.	Det går inte att avgöra förälder steg <%1>.
Не получилось определить позицию шага <%1> в группе шагов <%2>.	Det går inte att fastställa positionen för steg <%1> i gruppen åtgärder för <%2>.
Не получилось открыть форму регистра сведений <%1>.	Kunde inte öppna form av registret information <%1>.
Не получилось найти подсистему <%1> в регистре версии подсистем.	Kunde inte hitta delsystem <%1> i registret version av delsystemen.
Ожидалось получить <%1> строк в таблице <%2>, а было получено <%3> строк.	Förväntas <%1> rader i tabellen <%2>, och fick <%3> rader.
Не получилось сохранить значение <%1> в переменную <%2>.	Det gick inte att spara <%1> till variabeln <%2>.
Не получилось подключиться к ранее запущенному клиенту тестирования <%1>, порт <%2>.	Det gick inte att ansluta till den tidigare kör testet klienten <%1>, port <%2>.
Не получилось прочитать параметр запуска <%1>.	Misslyckades med att läsa startparametern <%1>.
ИмяРаннера	Marinera
ТипКлиентаТестирования	Tibclientdataset
СтрокаСоединения	Strokeopacity
Не получилось сохранить строку <%1> в переменную <%2>.	Det gick inte att spara <%1> till variabeln <%2>.
Неверно указано значение параметра направления вращения колеса мышки. Возможные значения: Вверх или Вниз.	Ogiltig parameter värde rotationsriktningen hos hjulet på musen. Möjliga värden: Upp eller Ner.
Не получилось выполнить эмуляцию вращения колеса мышки в направлении <%1>, количество итераций <%2>.	Misslyckades med att efterlikna hjulet på musen i riktningen för <%1>, antalet iterationer <%2>.
Обнаружено несколько файлов, экспортирующих подсценарий <%1>. Файлы: %2	Flera filer exportera podszewki <%1>. Fil: %2
Не получилось сделать клик праой кнопкой мышки по картинке <%1>.	Misslyckades med att klicka på prõi klicka på bilden för <%1>.
Не получилось переместить курсор мышки к картинке <%1>.	Kunde inte flytta muspekaren till den bild <%1>.
Не существует клиента тестирования <%1>.	Det finns inget test klient <%1>.
Ожидали, что процесс с ИД <%1> будет завершен в течение <%2> секунд.	Räkna med att processen med ID - <%1> kommer att vara klar inom <%2> sekunder.
Значение переменной <%1> изменено на <%2>.	Värdet av variabeln <%1> ändras till <%2>.
Значение глобальной переменной <%1> изменено на <%2>.	Värdet av global variabel <%1> ändras till <%2>.
Переменная <%1> удалена.	Rörlig <%1> har tagits bort.
Глобальная переменная <%1> удалена.	Den globala variabeln <%1> har tagits bort.
Контекст	Bakgrund
Контекст глобальный	Den globala
Окно с заголовком <%1> не найдено. Таймаут поиска окна: <%2>.	Ett fönster med en titel <%1> kunde inte hittas. Timeout sök-fönstret: <%2>.
Не удалось получить токен.	Misslyckades med att få token.
Не удалось получить токен. Код результата: <%1>. Ответ: <%2>.	Misslyckades med att få token. Resultatet kod: <%1>. Svar: <%2>.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Det gick inte att hämta data. Resultatet kod: <%1>. Svar: <%2>.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>. Количество попыток <%4>.	Kunde inte i tabellen <%1> kontrollera att välja från en lista med alternativ <%2> på raden <%3>. Antalet försök <%4>.
Не смог сделать выбрать из списка выбора <%1> по строке <%2>. Количество попыток <%3>.	Kunde inte välja från listan <%1> on line <%2>. Antalet försök <%3>.
Не выполнены дополнительные процедуры обработки данных.	Inte utfört ytterligare rutiner för behandling av uppgifter.
Обнаружено окно обновления конфигурации.	Upptäckte fönstret konfiguration uppdateringar.
Обнаружено окно c сообщением о неудачном обновлением конфигурации.	Upptäckte fönster med meddelandet om misslyckad uppdatering av konfigurationen.
Видео создано автоматически.	Video som skapats automatiskt.
Количество сценариев	Antalet scenarier
Количество шагов	Antalet steg
Версия Vanessa-Automation	Version Vanessa-Automation
Версия скрипта сборки видео	Den version av bygga skript video
ЗаголовокАктивногоОкна	Segelbooten
ИмяАктивнойФормы	Inaktivitet
В таблице должно быть боле 1 строки, а получили <%1> строк.	Tabellen ska serveras 1-rad, och fick <%1> linjer.
Выполнить сценарии	Att köra skript
Загружены глобальные переменные.	Laddad globala variabler.
Не найден каталог: %1	Inte hittat katalog: %1
Выполнить	För att utföra
Выполняется...	Kör...
Останавливается...	Stannar...
Обнаружено окно перехода на новую версию платформы 1С:Предприятие.	Upptäckte transferfönstret till en ny version av 1C:Enterprise plattform.
В таблице <%1> не получилось активизировать поле <%2> для редактирования.	I tabell <%1> det gick inte att aktivera fältet <%2> för redigering.
Ожидалось в течение <%1> секунд, что откроется окно с заголовком отличным от <%2>.	Väntat för <%1> sekunder, vilket öppnar ett fönster med en avdelning andra än <%2>.
Выберите файл настроек Vanessa Automation.	Välj den inställningsfil Vanessa Automation.
Версия загружаемых настроек не соответсвует версии обработки.	Version nedladdningsbara inställningarna inte överensstämmer med den version av behandling.
Информация: Параметр %1 не загружен.	Parameter: %1 är inte laddad.
Не получилось прочитать значение из строки запуска: %1.	Misslyckades med att läsa värdet av den linje som körs: %1.
При чтении переменных окружения операционной системы возникло исключение: %1	När man läser miljövariabler av operativsystemet ett undantag uppstod: %1
Не найден путь к файлу JSON. Параметр: VAParams.	Inte hittat vägen till JSON-fil. Parameter: VAParams.
Ошибка чтения структуры JSON. Пропускаем чтение.	Fel vid läsning av JSON struktur. Hoppa över att läsa.
Ошибка чтения структуры JSON.	Fel vid läsning av JSON struktur.
В параметрах JSON не найден каталог Фич.	I alternativ JSON inte finns katalogen Funktioner.
Использование устаревшего параметра "КаталогOutputСкриншоты". Новый параметр - "КаталогВыгрузкиСкриншотов".	Med hjälp av föråldrade parameter "КаталогOutputСкриншоты". En ny parameter - den "Cataloglistview".
Использование устаревшего параметра "КаталогOutputИнструкцияHTML". Новый параметр - "КаталогВыгрузкиИнструкцийHTML".	Med hjälp av föråldrade parameter "КаталогOutputИнструкцияHTML". Ett nytt alternativ - "КаталогВыгрузкиИнструкцийHTML".
Использование устаревшего параметра "КаталогOutputИнструкцияMarkdown". Новый параметр - "КаталогВыгрузкиИнструкцийMarkdown".	Med hjälp av föråldrade parameter "КаталогOutputИнструкцияMarkdown". Ett nytt alternativ - "КаталогВыгрузкиИнструкцийMarkdown".
Использование устаревшего параметра "КаталогOutputИнструкцияВидео". Новый параметр - "КаталогВыгрузкиИнструкцийВидео".	Med hjälp av föråldrade parameter "КаталогOutputИнструкцияВидео". Ett nytt alternativ - "Cataloguecontroller".
Использование устаревшего параметра "КаталогOutputjUnit". Новый параметр - "КаталогВыгрузкиjUnit".	Med hjälp av föråldrade parameter "КаталогOutputjUnit". Ett nytt alternativ - "КаталогВыгрузкиjUnit".
В параметрах запуска JSON не определен каталог отчета jUnit.	I run-inställningar JSON är inte definierat katalog rapport jUnit.
Использование устаревшего параметра "КаталогOutputCucumberJson". Новый параметр - "КаталогВыгрузкиCucumberJson"	Med hjälp av föråldrade parameter "КаталогOutputCucumberJson". Ett nytt alternativ - "КаталогВыгрузкиCucumberJson"
В параметрах запуска JSON не определен отчета CucumberJson.	I run-inställningar JSON är inte definierat rapport CucumberJson.
Использование устаревшего параметра "КаталогOutputAllure". Новый параметр - "КаталогВыгрузкиAllure".	Med hjälp av föråldrade parameter "КаталогOutputAllure". Ett nytt alternativ - "КаталогВыгрузкиAllure".
Использование устаревшего параметра "КаталогOutputAllureБазовый". Новый параметр - "КаталогВыгрузкиAllureБазовый".	Med hjälp av föråldrade parameter "КаталогOutputAllureБазовый". Ett nytt alternativ - "КаталогВыгрузкиAllureБазовый".
Форма из переданного списка не найдена.	Form av de gått lista finns inte.
ИмяФичи	Kafici
ИмяСценария	Kasanaru
НомерСтрокиДерева	Nemestrinidae
НомерСтрокиФичи	Namestrategy
ПолнйПутьКФиче	Polypacific
Сценарий не определён.	Manuset är inte definierat.
Шаг не определён.	Steget är inte definierat.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Det gick inte att hämta data. Resultatet kod: <%1>. Svar: <%2>.
ДеталиОшибки	Dealiasing
Команда по созданию картинки из текста не выполнена: %1	Kommandot för att skapa bilder av text misslyckades: %1
Не получилось получить командный интерфейс клиента тестирования.	Misslyckades med att få kommandot client interface tester.
Окно предупреждения не найдено.	Varningsfönstret inte hittas.
Не получилось выполнить помещение файла <%1>.	Det gick inte att köra filen <%1>.
Не найдено подключение SikuliX сервера.	Inte hittat samband SikuliX server.
Подключение SikuliX сервера сброшено.	Anslutning SikuliX server återställa.
Не указано значение настройки Vanessa-automation: <КаталогДляГенерацииКартинок>.	Inte angivna värdet Vanessa-automatisering av <Catalogchangelistener>.
Не получилось создать картинку по тексту <%1>.	Det gick inte att skapa en bild i texten <%1>.
Не найден профиль поиска картинки с текстом <%1>.	Inte hittat sök profil bilder med text <%1>.
Команда не выполнена: %1	Kommando misslyckades: %1
Не получилось вычислить выражение: %1. Описание ошибки: %2	Misslyckades med att lösa uttryck: %1. Beskrivning av fel: %2
Не указано имя файла.	Inte angivna filnamnet.
Каталог <%1> не существует.	Katalog <%1> existerar inte.
Не указано расширение файла.	Ange inte den file extension.
Не получилось закрыть активное окно <%1>. %2	Misslyckades med att stänga det aktiva fönstret <%1>. %2
Закрытие окна <%1>.	Stänga ett fönster <%1>.
