Строка поиска	Translation
Создаю %1	Tôi đang tạo %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	Danh mục.%1 không thể tìm thấy phần tử/nhóm định trước [%2].%3
Справочник.%1 не удалось создать новую группу.%2	Danh mục.%1 không thể tạo nhóm mới.%2
Справочник.%1 не удалось создать новый элемент.%2	Danh mục.%1 không thể tạo phần tử mới.%2
Справочник.%1.%2 - получен пустой элемент.	Danh mục.%1.%2 - đã nhận phần tử rỗng.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Các giá trị so sánh (%1; %2) không bằng nhau, nhưng mong muốn chúng bằng nhau.%3
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Các giá trị so sánh (%1; %2) bằng nhau, nhưng mong muốn chúng không bằng nhau.%3
Странный параметр в логе инструкции HTML: %1	Tham số lạ trong nhật ký hướng dẫn HTML: %1
Странный параметр в логе инструкции Markdown: %1	Tham số lạ trong nhật ký hướng dẫn Markdown: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	Không tìm thấy xâu ký tự <%1> từ tệp <%2> trong tệp <%3>
Строка <%1> найдена в окне сообщений пользователю.	Đã tìm thấy xâu ký tự <%1> trong cửa sổ thông báo cho người sử dụng.
Строка <%1> не найдена в окне сообщений пользователю.	Không tìm thấy xâu ký tự <%1> trong cửa sổ thông báo cho người sử dụng.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	Không tìm thấy xâu ký tự <%1> trong thông báo gần nhất cho người sử dụng. Đã tìm thấy: %2
Строка %1 не найдена в реквизите %2	Không tìm thấy xâu ký tự %1 trong mục tin %2
Строка №%1 не найдена в табличном документе на форме	Không tìm thấy dòng số%1 trong văn bản dạng bảng trên biểu mẫu
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	Dòng số%1, đã tìm thấy ký tự <|>, mặc dù không có từ khóa <Ví dụ>.
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Dòng số%1, dự kiến (%2), nhưng đã tìm thấy (%3) ПредыдущееКлючевоеСлово=%4
Строка должна быть описана таблицей с двумя строками.	Dòng cần được mô tả bởi bảng có hai dòng.
Строка с фича-файлом не найдена.	Không tìm thấy dòng có tệp tính năng.
СтрокаЗапуска=%1	СтрокаЗапуска=%1
существует	đang có
Сценарий <%1> не загружен.	Chưa kết nhập kịch bản <%1>.
Сценарий: %1	Kịch bản: %1
Таблица <%1> не соответствует эталону. Ожидали <%2> строк, а в ней <%3> строк.	Bảng <%1> không tương ứng với tiêu chuẩn. Dự kiến có <%2> dòng, nhưng trong đó có <%3> dòng.
Таблица <%1> не стала равной за <%2> секунд. %3	Bảng <%1> không bằng nhau trong <%2> giây. %3
Таблица <%1>. Строка №<%2>. Колонка <%3>. Ожидали <%4>, а получили <%5>	Bảng <%1>. Dòng số<%2>. Cột <%3>. Dự kiến <%4>, nhưng đã nhận được <%5>
Таблица формы с именем <%1> не найдена.	Không tìm thấy bảng của biểu mẫu với tên gọi <%1>.
ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Количество()=%2	ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Количество()=%2
Таблицы должны совпадать, а они различны.%1	Các bảng phải trùng nhau, nhưng chúng khác nhau%1
ТаблицыСовпадают	ТаблицыСовпадают
Табличный документ <%1> оказался неравен <%2>.%3	Văn bản dạng bảng <%1> dường như không giống nhau <%2>.%3
Табличный документ не содержит нужные строки <%1>	Văn bản dạng bảng không chứa các dòng cần thiết <%1>
Табличный документ содержит ненужные строки <%1>	Văn bản dạng bảng có chứa các dòng không cần thiết <%1>
ТестируемаяФорма <%1> не открылась, а должна была открыться	ТестируемаяФорма <%1> chưa được mở, mà nó cần được mở
ТестПропущен	ТестПропущен
Технические данные	Dữ liệu kỹ thuật
тип	kiểu
Типом значения <%1> является <%2>, а ожидался тип <%3>.%4	Kiểu giá trị <%1> là <%2>, nhưng dự kiến kiểu <%3>.%4
Требуется документ, бизнес-процесс или задача. Неизвестный менеджер %1.%2 . Переменная %3	Yêu cầu chứng từ, quy trình nghiệp vụ hoặc nhiệm vụ. Chưa xác định bộ quản lý %1.%2 . Biến %3
ТЧ %1 не соответствует эталону. Ожидали %2 строк, а в ней %3 строк.	Phần bảng %1 không tương ứng với tiêu chuẩn. Dự kiến có %2 dòng, nhưng trong đó có %3 dòng.
ТЧ с именем <%1> не найдена.	Không tìm thấy phần bảng có tên gọi <%1>.
У окна <%1> не найдено ни одного элемента с типом <ТестируемоеПолеФормы>.	Trong cửa sổ <%1> không tìm thấy phần tử nào có kiểu <ТестируемоеПолеФормы>.
У поля <%1> ожидали заголовок <%2>, а получили <%3>	Trường <%1> dự kiến có tiêu đề <%2>, nhưng đã nhận <%3>
У поля <%1> ожидали отображаемый текст <%2>, а получили <%3>	Trường <%1> dự kiến có nội dung hiển thị <%2>, nhưng đã nhận <%3>
У поля <%1> ожидали текст подсказки <%2>, а получили <%3>	Trường <%1> dự kiến có nội dung chỉ dẫn <%2>, nhưng đã nhận <%3>
У текущего окна найдено %1 форм.	Trong cửa sổ hiện tại đã tìm thấy %1 biểu mẫu.
У элемента формы <%1> текущий текст редактирования <%2>, а ожидали <%3>	Trong phần tử biểu mẫu <%1> có nội dung soạn hiện tại là <%2>, nhưng mong muốn là <%3>
Удаляю элемент %1	Tôi đang xóa phần tử %1
Удаляю элемент справочника <%1> : <%2>	Tôi đang xóa phần tử danh mục <%1> : <%2>
Уже открытый TestClient подключен на %1 порту.	TestClient đã mở được kết nối tại %1 cổng.
Указан неверный диапазон портов: <%1>	Đã chỉ ra sai khoảng các cổng: <%1>
Указанное Имя колонки замещения [%1] не существует в макете.	Tên gọi đã chỉ ra của cột thay thế [%1] không tồn tại trong khuôn in.
Установлен флаг "Остановка при возникновении ошибки". Выполнение следующих сценариев отменено.	Đã đặt dấu hộp kiểm "Dừng lại khi xuất hiện lỗi". Đã hủy thực hiện các kịch bản tiếp theo.
Установлен флаг <Остановка при возникновении ошибки>. Выполнение следующих сценариев отменено.	Đã đặt dấu hộp kiểm <Dừng lại khi xuất hiện lỗi>. Đã hủy thực hiện các kịch bản tiếp theo.
Утверждение "ИмеетДлину" не умеет работать с типом <%1>.%2	Việc xác nhận "ИмеетДлину" không hoạt động với kiểu <%1>.%2
Утверждение "ПроверитьВхождениеВКоллекцию" не умеет работать с типом коллекции <%1>.%2	Việc xác nhận "ПроверитьВхождениеВКоллекцию" không hoạt động với kiểu bộ sưu tập <%1>.%2
Утверждение "Содержит" не умеет работать с типом <%1>.%2	Việc xác nhận "Содержит" không hoạt động với kiểu <%1>.%2
Утверждение <ИмеетДлину> не умеет работать с типом <%1>.%2	Việc xác nhận <ИмеетДлину> không hoạt động với kiểu <%1>.%2
Утверждение <ПроверитьВхождениеВКоллекцию> не умеет работать с типом коллекции <%1>.%2	Việc xác nhận <ПроверитьВхождениеВКоллекцию> không hoạt động với kiểu bộ sưu tập <%1>.%2
Утверждение <Содержит> не умеет работать с типом <%1>.%2	Việc xác nhận <Содержит> không hoạt động với kiểu <%1>.%2
Утверждение ПроверитьРавенствоФайлов можно использовать только в толстом клиенте.	Việc xác nhận ПроверитьРавенствоФайлов chỉ có thể sử dụng trong Client dày.
Файл <%1> не найден.	Không tìm thấy tệp <%1>.
Файл <%1> не существует.	Không tồn tại tệp <%1>.
Файл <vbFeatureReader.epf> не найден в каталоге инструментов <%1>	Không tìm thấy tệp <vbFeatureReader.epf> trong thư mục công cụ <%1>
Файл %1: <%2>	Tệp %1: <%2>
Файл EPF не создан.	Chưa tạo tệp EPF.
Файл EPF не создан. Не смог создать каталог временной базы.	Chưa tạo tệp EPF. Không thể tạo thư mục cơ sở dữ liệu tạm thời.
Файл отчета Allure-report (%1) записан.	Đã ghi lại tệp báo cáo Allure-report (%1).
Файл отчета CucumberJson-report (%1) записан.	Đã ghi lại tệp báo cáo CucumberJson-report (%1).
Файл отчета jUnit-report (%1) записан.	Đã ghi lại tệp báo cáo jUnit-report (%1).
Фича <%1> содержит тег @Tree. Найдены строки, которые содержат символы пробелов и символы табуляции в начале строки. Дерево не может быть корректно построено.	Tính năng <%1> có chứa nhãn @Tree. Đã tìm thấy các dòng có chứa ký tự cách và ký tự Tab đầu dòng. Không thể tạo cây chính xác.
Фича <%1> содержит тег @Tree. Часть строк содержит в начале строки символы пробелов <%2>, часть строк содержит символы табуляции <%3>. Дерево не может быть корректно построено.	Tính năng <%1> có chứa nhãn @Tree. Một phần dòng có chứa ký tự cách <%2> ở đầu dòng, một phần dòng có chứa ký tự Tab <%3>. Không thể tạo đúng cây.
Фича: %1	Tính năng: %1
Фичи загружены	Các tính năng đã kết nhập
Флаг <Сохранять контексты перед выполнением шагов> установлен в <Истина>.	Đã đặt hộp kiểm <Lưu lại ngữ cảnh trước khi thực hiện các bước> tại <True>.
Флаг с заголовком <%1> не найден.	Không tìm thấy hộp kiểm với tiêu đề <%1>.
Флаг с именем <%1> не найден.	Không tìm thấy hộp kiểm với tên gọi <%1>.
Форма <%1> не найдена.	Không tìm thấy biểu mẫu <%1>.
Форма окна с заголовком %1 не найдена.	Không tìm thấy cửa sổ với tiêu đề %1.
Форма с заголовком <%1> не найдена.	Không tìm thấy biểu mẫu với tiêu đề <%1>.
Форма с заголовком %1 не найдена.	Không tìm thấy biểu mẫu với tiêu đề %1.
Хост сеанс надо запустить с ключом /TESTMANAGER.	Cần khởi động host phiên làm việc với khóa /TESTMANAGER.
Хотели, чтобы алгоритм <%1> выполнился, а он упал с ошибкой <%2>. %3	Mong muốn thực hiện thuật toán <%1>, nhưng thuật toán đã bị lỗi <%2>. %3
Хотели, чтобы алгоритм <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	Mong muốn thuật toán <%1> đưa ra thông báo lỗi <%2>, nhưng thuật toán lại đưa ra thông báo <%3>.%4
Хотели, чтобы алгоритм <%1> упал, а он выполнился%2	Mong muốn thuật toán <%1> thất bại, nhưng thuật toán đã được thực hiện%2
Хотели, чтобы код <%1> выполнился, а он упал с ошибкой <%2>. %3	Mong muốn thực hiện mã <%1>, nhưng mã đã bị lỗi <%2>. %3
Хотели, чтобы код <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	Mong muốn mã <%1> đưa ra thông báo lỗi <%2>, nhưng mã đã đưa ra thông báo <%3>.%4
Хотели, чтобы код <%1> упал, а он выполнился%2	Mong muốn mã <%1> thất bại, nhưng mã đã được thực hiện%2
Шаг	Bước
Шаг (%1) не выполнен.	Chưa thực hiện bước (%1).
Шаг (%1) не выполнен. Строка дерева №%2	Chưa thực hiện bước (%1). Dòng số%2 của cây
Шаг (%1) не реализован.	Chưa thực thi bước (%1).
Шаг <%1> должен был вызвать исключение, а он выполнился корректно.	Bước <%1> cần gọi ra loại trừ, nhưng bước này đã được thực hiện chính xác.
Шаг выполнен с ошибкой: %1	Bước được thực hiện bị lỗi: %1
Шаг принимает на вход только таблицу Gherkin, в которой две строки. А было передано %1 строк.	Bước chỉ chấp nhận bảng Gherkin, trong đó có hai dòng. Nhưng đã chuyển sang %1 dòng.
Шаг сценария не реализован.	Chưa thực thi bước của kịch bản.
Элемент с заголовком <%1> виден на текущей форме	Đã nhìn thấy phần tử có tiêu đề <%1> trên biểu mẫu hiện tại
Элемент с заголовком <%1> доступен на форме	Phần tử có tiêu đề <%1> khả dụng trên biểu mẫu
Элемент с заголовком <%1> доступен не только для просмотра	Phần tử có tiêu đề <%1> không chỉ khả dụng để xem trước
Элемент с заголовком <%1> доступен только для просмотра	Phần tử có tiêu đề <%1> chỉ khả dụng để xem trước
Элемент с заголовком <%1> не виден на текущей форме	Phần tử có tiêu đề <%1> không được hiển thị trên biểu mẫu hiện tại
Элемент с заголовком <%1> не доступен на форме	Phần tử có tiêu đề <%1> không khả dụng trên biểu mẫu
Элемент с именем <%1> виден на текущей форме	Phần tử có tên gọi <%1> được hiển thị trên biểu mẫu hiện tại
Элемент с именем <%1> доступен на форме	Phần tử có tên gọi <%1> khả dụng trên biểu mẫu
Элемент с именем <%1> доступен не только для просмотра	Phần tử có tên gọi <%1> không chỉ khả dụng để xem trước
Элемент с именем <%1> доступен только для просмотра	Phần tử có tên gọi <%1> chỉ khả dụng để xem trước
Элемент с именем <%1> не виден на текущей форме	Phần tử có tên gọi <%1> không được hiển thị trên biểu mẫu hiện tại
Элемент с именем <%1> не доступен на форме	Phần tử có tên gọi <%1> không khả dụng trên biểu mẫu
Элемент формы <%1> не найден.	Không tìm thấy phần tử biểu mẫu <%1>.
Элемент формы с именем <%1> не найден.	Không tìm thấy phần tử biểu mẫu có tên gọi <%1>.
Элемента формы с заголовком <%1> не найдено.	Không tìm thấy phần tử biểu mẫu có tiêu đề <%1>.
Элемента формы с именем <%1> не найдено.	Không tìm thấy phần tử biểu mẫu có tên gọi <%1>.
Это возможно только для шага.	Đây chỉ có thể dùng cho một bước.
является NULL	lа NULL
является заполненным	là đã điền
является истиной	lа True
является ложью	lа False
является неопределено	là không xác định
Не найден SikuliX скрипт <%1>.	Không tìm thấy SikuliX скрипт <%1>.
Не удалось выполнить SukuliX скрипт <%1>.	Không thể thực hiện SukuliX script <%1>.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	Đã tìm thấy xâu ký tự <%1> trong thông báo gần nhất cho người sử dụng. Đã tìm thấy: %2
Ожидали, что в таблице <%1> текуще поле будет заполнено.	Dự kiến trong bảng <%1> hiện trường được lấp đầy.
Ожидали, что в таблице <%1> текуще поле будет не заполнено.	Dự kiến trong bảng <%1> hiện trường sẽ được trống.
Ожидали у таблицы <%1> в течение <%2> секунд, что текущее поле будет заполнено.	Dự kiến từ bàn <%1> trong <%2> giây rằng những hiện trường được lấp đầy.
Таблица <%1>. Строка №<%2>. Колонка <%3>. Не смог получить значение из эталона.	Bàn <%1>. Đường Không.<%2>. Cột <%3>. Không thể có được giá trị từ các mô hình.
Не получилось получить представление открытого списка выбора <%1>.	Thất bại để mở xem danh sách lựa chọn <%1>.
У списка выбора <%1> ожидалось %2 значений, а было получено %3 значений.	Danh sách lựa chọn <%1> dự kiến %2, nhưng nhận được %3 giá trị.
Ожидалось получить %1, а было получено %2.	Dự kiến %1, nhận được %2.
Открытый список выбора <%1> не равен эталону. Различия: %2	Mở sách lựa chọn <%1> là không bằng tiêu chuẩn. Khác biệt: %2
Ожидалось, что открытый список содержит значение %1.	Nó đang mong đợi điều đó mở sách có một %1 giá trị.
Открытый список выбора <%1> не содержит ожидаемые значения: %2	Mở sách lựa chọn <%1> không có giá trị dự kiến: %2
Открытый список выбора <%1> содержит значения, которых не должно быть: %2	Mở sách lựa chọn <%1> có giá trị mà không nên: %2
Не смог получить данные локализации сообщений.	Không thể có được dữ liệu địa hóa tin nhắn.
У поля <%1> не получилось нажать на гиперссылку <%2>.	Lĩnh vực <%1> không phải bấm vào một liên kết <%2>.
Вы уверены?	Bạn có chắc không?
Закрыть форму	Đóng mẫu
Не получилось нажать на кнопку <%1>.	Không phải bấm vào nút <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд ячейка <%3> станет равна <%4>.	Những gì tôi mong đợi từ một bảng tài liệu <%1> trong <%2> giây tế bào <%3> là bằng <%4>.
Некоторые сообщения не были найдены в окне сообщений пользователю: %1	Một số tin nhắn không được tìm thấy trong hộp thông báo đến các người dùng: %1
В окне сообщений пользователю были найдены лишние сообщения: %1	Trong hộp thông báo các người đã được tìm thấy không cần thiết tin nhắn: %1
Не получилось определить длительность у файла <%1>.	Không thể xác định thời gian của tập tin <%1>.
Не получилось добавить субтитры к файлу <%1>.	Không thêm phụ đề với các tập tin <%1>.
Команда ffmpeg по слиянию всех видео не выполнена.	Đây chỉ huy để kết hợp tất cả những video không được thực hiện.
Команда ffmpeg по перекодированю звука не выполнена.	Lệnh cho. perekopirovannye không có âm thanh được thực hiện.
Команда ffmpeg по добавлению водяной отметки и перекодированию звука не выполнена.	Đây chỉ huy để thêm một giọt nước, và chuyển mã của âm thanh không được thực hiện.
Команда ffmpeg по кодированию в mp4 не выполнена.	Các bạn lệnh cho mã hóa để mp4 là không được thực hiện.
Команда ffmpeg по добавлению mp3 в ролик не выполнена.	Đây chỉ huy thêm mp3 trong video là không được thực hiện.
Не получилось создать файл TTS <%1>.	Thất bại để tạo ra từ tập tin <%1>.
Не указано имя голоса Text To Speech.	Không được xác định tên của một giọng nói Văn bản Để Nói.
Не указана команда ffmpeg.	Không được xác định, chỉ huy trực tiếp.
Не указана команда Convert.	Không chỉ định Chuyển đổi lệnh.
Не найдено значение из колонки <%1>.	Không tìm thấy các giá trị từ cột <%1>.
Не найдено значение <%1> из колонки <%2>.	Không tìm thấy <%1> của cột <%2>.
Не получилось сохранить в переменную <%1> таблицу с именем <%2>.	Không thể tiết kiệm trong một biến <%1> bảng tên <%2>.
Таблица <%1> пустая.	Bàn <%1> là trống rỗng.
В таблицах <%1> и <%2> разное количество колонок <%3> и <%4>.	Trong bảng <%1> <%2> số khác nhau của cột <%3> <%4>.
Не все строки таблицы <%1> найдены в таблице <%2>:	Không phải tất cả hàng trong bảng <%1> tìm thấy trong bảng <%2>:
Для элемента с именем <%1> не найдена форма.	Cho các yếu tố với những tên <%1> không tìm thấy mẫu.
Не указано значение настройки Vanessa-automation: <КаталогПроекта>.	Không được xác định giá trị cài đặt Vanessa-tự động: <Catalogproduct>.
Не указано значение настройки Vanessa-automation: <КаталогиСкриптовSikuliX>.	Không được xác định giá trị cài đặt Vanessa-tự động: <КаталогиСкриптовSikuliX>.
В каталоге <%1> не найден файл <%2>.	Trong thư mục <%1> thấy không tìm thấy <%2>.
В каталоге <%1> найдено больше одного файла <%2>: %3.	Trong thư mục <%1> đã tìm thấy nhiều hơn một tập tin <%2>: %3.
Не получилось сделать клик мышкой по картинке <%1>.	Thất bại để click chuột trên hình ảnh <%1>.
Не получилось запустить Sikulix сервер.	Thất bại để chạy Sikulix chủ.
Не получилось дождаться выполнения SikuliX скрипта <%1>.	Không thể chờ đợi được để chạy SikuliX kịch bản <%1>.
Не получилось выполнить SikuliX скрипт <%1>.	Thất bại để chạy SikuliX kịch bản <%1>.
Ожидалось, что группа элементов <%1> содержит данные элементы формы: %2	Đó là dự đoán rằng nhóm của các yếu tố <%1> chứa các dữ liệu các yếu tố của các hình thức: %2
Ожидалось, что группа элементов <%1> не содержит данные элементы формы: %2	Đó là dự đoán rằng nhóm của các yếu tố <%1> không có dữ liệu các yếu tố của các hình thức: %2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения отличного от <%4>. Текущее значение <%5>.	Dự kiến từ bàn <%1> trong <%2> giây ở trường <%3> giá trị riêng biệt từ <%4>. Hiện tại giá trị <%5>.
Ожидалось, что в панели разделов будет <%1> элементов, а найдено <%2> элементов.	Nó đang mong đợi điều đó bảng điều khiển phần sẽ được <%1> tố, được tìm thấy <%2> yếu tố.
Ожидалось, что в панели разделов будут содержаться следующие элементы: %1	Nó đang mong đợi điều đó bảng điều khiển phần sẽ có các yếu tố sau đây: %1
Ожидалось, что в панели разделов не будут содержаться следующие элементы: %	Nó đang mong đợi điều đó bảng điều khiển phần sẽ có các yếu tố sau đây: %
Ожидалось, что в панели функций будет <%1> элементов, а найдено <%2> элементов.	Nó đang mong đợi điều đó bảng chức năng sẽ được <%1> tố, được tìm thấy <%2> yếu tố.
Ожидалось, что в панели функций будет элемент <%1> , а был найден элемент <%2>.	Nó đang mong đợi điều đó chức năng sẽ được nguyên tố <%1> đã được tìm thấy <%2>.
Ожидалось, что в панели функций будут содержаться следующие элементы: %1	Nó đang mong đợi điều đó thanh chức năng sẽ có các yếu tố sau đây: %1
Ожидалось, что в панели функций не будут содержаться следующие элементы: %1	Nó đang mong đợi điều đó bảng chức năng sẽ bao gồm các yếu tố sau đây: %1
Группа <%1> не найдена в панели функций.	Nhóm <%1> không được tìm thấy trong các chức năng bar.
Ожидалось, что в группе <%1> панели функций будут содержаться следующие элементы: %2	Nó đang mong đợi điều đó trong <%1> các chức năng bar sẽ có các yếu tố sau đây: %2
Ожидалось, что в группе <%1> панели функций не будут содержаться следующие элементы: %2	Nó đang mong đợi điều đó trong <%1> các chức năng bar sẽ có các yếu tố sau đây: %2
Ошибка. Не найдены настройки пользователя <%1> в файле <%2>.	Lỗi. Không có cấu hình tìm thấy cho người dùng <%1> trong tập tin <%2>.
Функция <%1> реализована только для Windows.	Chức năng <%1> chỉ được thực hiện for Windows.
У поля <%1> ожидали текст заголовка <%2>, а получили <%3>.	Lĩnh vực <%1> đã dự kiến, các văn bản tiêu đề là <%2>, có <%3>.
В таблице <%1> у поля <%2> ожидали заголовок <%3>, а получили <%4>.	Trong bảng <%1> lĩnh vực <%2> dự kiến đề <%3>, có <%4>.
В таблице <%1> у поля <%2> ожидали текст подсказки <%3>, а получили <%4>.	Trong bảng <%1> lĩnh vực <%2> đã mong các chú thích văn bản <%3>, có <%4>.
Не получилось выгрузить базу в dt: <%1>. Путь к DT: <%2>. Статус возврата: <%3>.	Thất bại để tải dữ liệu trong các dt: <%1>. Các đường dẫn tới các DT là: <%2>. Sự trở lại trạng thái là <%3>.
Группа колонок <%1> в таблице <%2> не найдена.	Một nhóm các cột <%1> trong bảng <%2> không tìm thấy.
В таблице <%1> в группе колонок <%2> колонка <%3> не найдена.	Trong bảng <%1> nhóm cột <%2> cột <%3> đã không tìm thấy.
Не получилось найти на экране картинку <%1>.	Không thể tìm thấy những hình ảnh trên màn hình <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд значение ячейки <%3> станет равно <%4>. Текущее значение <%5>.	Những gì tôi mong đợi từ một bảng tài liệu <%1> trong <%2> giây các tế bào giá trị <%3> là bằng <%4>. Hiện tại giá trị <%5>.
Метод Шаг() не выполнен. Не удалось прочитать шаги из временного фича файла <%1>. Исходная строка:%2	Phương pháp Bước() không được thực hiện. Thất bại để đọc những bước từ tạm thời năng của các tập tin <%1>. Ban đầu chuỗi:%2
Этот клиент	Khách hàng này
Не получилось найти данные макета <%1>.	Không thể tìm thấy dữ liệu bố trí <%1>.
Не получилось выполнить эмуляцию хоткея <%1> <%2>.	Thất bại để thực thi đua phím nóng <%1> <%2>.
Не получилось выполнить эмуляцию ENTER.	Thất bại để cạnh tranh với NHẬP.
Не получилось дождаться картинки <%1> в течение <%2> секунд.	Không thể chờ cho những hình ảnh <%1> trong <%2> giây.
Окно с заголовком <%1> не найдено. Текущее окно: <%2>.	Cửa sổ với một tiêu đề <%1> đã không tìm thấy. Hiện tại cửa sổ: <%2>.
Строка <%1> не найдена в окне сообщений пользователю. Состояние окна сообщений:%2	Các dòng <%1> không được tìm thấy trong các cửa sổ tin nhắn cho người dùng. Tình trạng cửa sổ tin nhắn:%2
Не получилось определить родителя у шага <%1>.	Không thể để xác định cha mẹ của các bước <%1>.
Не получилось определить позицию шага <%1> в группе шагов <%2>.	Không thể để xác định vị trí của bước <%1> trong nhóm bước <%2>.
Не получилось открыть форму регистра сведений <%1>.	Không thể mở thức của đăng ký thông tin <%1>.
Не получилось найти подсистему <%1> в регистре версии подсистем.	Không thể tìm thấy hệ thống phụ <%1> trong đăng ký phiên bản của các hệ thống con.
Ожидалось получить <%1> строк в таблице <%2>, а было получено <%3> строк.	Dự kiến đến <%1> hàng trong bảng <%2>, và nhận được <%3> hàng.
Не получилось сохранить значение <%1> в переменную <%2>.	Thất bại để tiết kiệm <%1> để biến <%2>.
Не получилось подключиться к ранее запущенному клиенту тестирования <%1>, порт <%2>.	Không thể kết nối với các đã chạy kiểm tra khách hàng <%1> cảng <%2>.
Не получилось прочитать параметр запуска <%1>.	Thất bại để đọc khởi động số <%1>.
ИмяРаннера	Marinera
ТипКлиентаТестирования	Tibclientdataset
СтрокаСоединения	Strokeopacity
Не получилось сохранить строку <%1> в переменную <%2>.	Thất bại để tiết kiệm <%1> để biến <%2>.
Неверно указано значение параметра направления вращения колеса мышки. Возможные значения: Вверх или Вниз.	Thông số không hợp lệ giá trị hướng quay của những bánh xe chuột. Có thể có giá trị: Lên hoặc Xuống.
Не получилось выполнить эмуляцию вращения колеса мышки в направлении <%1>, количество итераций <%2>.	Thất bại để cạnh tranh với các bánh xe chuột trong hướng của <%1>, số lần lặp lại <%2>.
Обнаружено несколько файлов, экспортирующих подсценарий <%1>. Файлы: %2	Nhiều tập tin xuất podszewki <%1>. Tập tin: %2
Не получилось сделать клик праой кнопкой мышки по картинке <%1>.	Thất bại để nhấn vào proi bấm vào những hình ảnh <%1>.
Не получилось переместить курсор мышки к картинке <%1>.	Không thể di chuyển chuột trỏ vào những hình ảnh <%1>.
Не существует клиента тестирования <%1>.	Không có kiểm tra khách hàng <%1>.
Ожидали, что процесс с ИД <%1> будет завершен в течение <%2> секунд.	Hy vọng rằng quá trình với ID <%1> sẽ được hoàn thành trong vòng <%2> giây.
Значение переменной <%1> изменено на <%2>.	Giá trị của biến <%1> là thay đổi <%2>.
Значение глобальной переменной <%1> изменено на <%2>.	Các giá trị toàn cầu biến <%1> là thay đổi <%2>.
Переменная <%1> удалена.	Biến <%1> bị loại bỏ.
Глобальная переменная <%1> удалена.	Biến toàn cầu <%1> bị loại bỏ.
Контекст	Bối cảnh
Контекст глобальный	Bối cảnh của việc toàn cầu
Окно с заголовком <%1> не найдено. Таймаут поиска окна: <%2>.	Cửa sổ với một tiêu đề <%1> đã không tìm thấy. Thời gian chờ các cửa sổ tìm kiếm: <%2>.
Не удалось получить токен.	Thất bại để có được mã.
Не удалось получить токен. Код результата: <%1>. Ответ: <%2>.	Thất bại để có được mã. Quả là mã: <%1>. Trả lời: <%2>.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Thất bại để có được dữ liệu. Quả là mã: <%1>. Trả lời: <%2>.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>. Количество попыток <%4>.	Không thể trong bảng <%1> hãy để chọn từ một danh sách các lựa chọn <%2> trên đường <%3>. Số lần <%4>.
Не смог сделать выбрать из списка выбора <%1> по строке <%2>. Количество попыток <%3>.	Không thể làm được chọn từ sự chọn lựa danh sách <%1> trên dòng <%2>. Số lần <%3>.
Не выполнены дополнительные процедуры обработки данных.	Không được thực hiện các thủ tục của xử lí dữ liệu.
Обнаружено окно обновления конфигурации.	Phát hiện ra cửa sổ cấu hình cập nhật.
Обнаружено окно c сообщением о неудачном обновлением конфигурации.	Phát hiện ra cửa sổ với các tin nhắn về thất bại cập nhật của các bạn.
Видео создано автоматически.	Video tạo ra tự động.
Количество сценариев	Số của kịch bản
Количество шагов	Số bước
Версия Vanessa-Automation	Phiên Bản Vanessa-Tự Động
Версия скрипта сборки видео	Phiên bản của các kịch bản xây dựng video
ЗаголовокАктивногоОкна	Segelbooten
ИмяАктивнойФормы	Không hoạt động
В таблице должно быть боле 1 строки, а получили <%1> строк.	Bảng nên được phục vụ 1 đường và có <%1> đường.
Выполнить сценарии	Để chạy các kịch bản
Загружены глобальные переменные.	Nạp biến toàn cầu.
Не найден каталог: %1	Không tìm thấy mục: %1
Выполнить	Để thực hiện
Выполняется...	Chạy...
Останавливается...	Dừng lại...
Обнаружено окно перехода на новую версию платформы 1С:Предприятие.	Phát hiện ra các cửa sổ chuyển đến một phiên bản mới của 1:nền tảng Doanh nghiệp.
В таблице <%1> не получилось активизировать поле <%2> для редактирования.	Trong bảng <%1> không thể khởi động từ trường <%2> để chỉnh sửa.
Ожидалось в течение <%1> секунд, что откроется окно с заголовком отличным от <%2>.	Dự kiến cho <%1> giây, mà mở một cửa sổ với một tiêu đề khác hơn <%2>.
Выберите файл настроек Vanessa Automation.	Chọn các tập tin thiết lập Vanessa tự Động.
