Строка поиска	Translation
У окна <%1> не найдено ни одного элемента с типом <ТестируемоеПолеФормы>.	Pencere <%1> bulundu ne de tek bir öğe türü <ТестируемоеПолеФормы>.
У поля <%1> ожидали заголовок <%2>, а получили <%3>	Alan <%1> beklenen başlık <%2> var <%3>
У поля <%1> ожидали отображаемый текст <%2>, а получили <%3>	Alan <%1> beklenen görüntülenecek metin <%2> var <%3>
У поля <%1> ожидали текст подсказки <%2>, а получили <%3>	Alan <%1> beklenen metin ipuçları <%2> var <%3>
У текущего окна найдено %1 форм.	Geçerli pencere bulundu %1, form.
У элемента формы <%1> текущий текст редактирования <%2>, а ожидали <%3>	Öğe form <%1> mevcut metin düzenleme <%2> beklenen <%3>
Удаляю элемент %1	Güzel bir öğe %1
Удаляю элемент справочника <%1> : <%2>	Güzel bir öğe anahat <%1> : <%2>
Уже открытый TestClient подключен на %1 порту.	Zaten açık TestClient bağlı %1 bağlantı noktasına takın.
Указан неверный диапазон портов: <%1>	Geçersiz bir bağlantı noktası aralığı: <%1>
Указанное Имя колонки замещения [%1] не существует в макете.	Belirtilen sütun Adı değiştirme [%1] var olmayan bir düzen.
Установлен флаг "Остановка при возникновении ошибки". Выполнение следующих сценариев отменено.	Bayrağı "Dur hatası oluştuğunda". Yürütme senaryolardan iptal edildi.
Установлен флаг <Остановка при возникновении ошибки>. Выполнение следующих сценариев отменено.	Bayrağını <Durağı, bir hata oluştuğunda,>. Yürütme senaryolardan iptal edildi.
Утверждение "ИмеетДлину" не умеет работать с типом <%1>.%2	Onay "ИмеетДлину" ile çalışabilmek türü <%1>.%2
Утверждение "ПроверитьВхождениеВКоллекцию" не умеет работать с типом коллекции <%1>.%2	Onay "ПроверитьВхождениеВКоллекцию" ile çalışabilmek koleksiyon türü <%1>.%2
Утверждение "Содержит" не умеет работать с типом <%1>.%2	Onay "İçeren" çalışma yapabiliyor türü ile <%1>.%2
Утверждение <ИмеетДлину> не умеет работать с типом <%1>.%2	Onay <ИмеетДлину> çalışabilmek türü ile <%1>.%2
Утверждение <ПроверитьВхождениеВКоллекцию> не умеет работать с типом коллекции <%1>.%2	Onay <ПроверитьВхождениеВКоллекцию> ile çalışabilmek koleksiyon türü <%1>.%2
Утверждение <Содержит> не умеет работать с типом <%1>.%2	Onay <İçerir> çalışabilmek türü ile <%1>.%2
Утверждение ПроверитьРавенствоФайлов можно использовать только в толстом клиенте.	Onay ПроверитьРавенствоФайлов kullanabilirsiniz sadece kalın bir istemci.
Файл <%1> не найден.	Dosya <%1> bulunamadı.
Файл <%1> не существует.	Dosya <%1> mevcut değil.
Файл <vbFeatureReader.epf> не найден в каталоге инструментов <%1>	Dosya <vbFeatureReader.epf> dizininde bulunamadı araçları <%1>
Файл %1: <%2>	Dosya %1: <%2>
Файл EPF не создан.	EPF uzantılı bir dosya oluşturulur.
Файл EPF не создан. Не смог создать каталог временной базы.	EPF uzantılı bir dosya oluşturulur. Başarısız bir katalog oluşturmak için geçici bir veritabanı.
Файл отчета Allure-report (%1) записан.	Rapor dosyası Allure-report (%1) kaydedildi.
Файл отчета CucumberJson-report (%1) записан.	Rapor dosyası CucumberJson-report (%1) kaydedildi.
Файл отчета jUnit-report (%1) записан.	Rapor dosyası jUnit-report (%1) kaydedildi.
Фича <%1> содержит тег @Tree. Найдены строки, которые содержат символы пробелов и символы табуляции в начале строки. Дерево не может быть корректно построено.	Ficha <%1> etiketi içerir @Tree. Bulunan satır içeren karakterler, boşluk ve sekme karakterleri, satır başında. Bir ağaç değil, belki düzgün bir şekilde inşa edilmiştir.
Фича <%1> содержит тег @Tree. Часть строк содержит в начале строки символы пробелов <%2>, часть строк содержит символы табуляции <%3>. Дерево не может быть корректно построено.	Ficha <%1> etiketi içerir @Tree. Bir kısmı satır satır başında boşluk karakterleri <%2>, bölüm, satır karakterlerini içeren bir sekme <%3>. Bir ağaç değil, belki düzgün bir şekilde inşa edilmiştir.
Фича: %1	Özellik: %1
Фичи загружены	Özellikler yüklenir
Флаг <Сохранять контексты перед выполнением шагов> установлен в <Истина>.	Bayrak <Kaydetmek bağlamları adımları gerçekleştirmeden önce,> yüklü <Hakikat>.
Флаг с заголовком <%1> не найден.	Bayrak başlığı ile <%1> bulunamadı.
Флаг с именем <%1> не найден.	Bayrak adı ile <%1> bulunamadı.
Форма <%1> не найдена.	Şekli <%1> bulunamadı.
Форма окна с заголовком %1 не найдена.	Form penceresinin başlığı ile %1 bulunamadı.
Форма с заголовком <%1> не найдена.	Şekil başlığı ile <%1> bulunamadı.
Форма с заголовком %1 не найдена.	Şekil başlığı ile %1 bulunamadı.
Хост сеанс надо запустить с ключом /TESTMANAGER.	Ana bilgisayar oturumu lazım çalıştırmak için bir anahtar /TESTMANAGER.
Хотели, чтобы алгоритм <%1> выполнился, а он упал с ошибкой <%2>. %3	İstedim algoritması <%1> выполнился, o da düştü, hata <%2>. %3
Хотели, чтобы алгоритм <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	İstedim algoritması <%1> düştü bir hata mesajı ile <%2>, o da düştü mesajı ile <%3>.%4
Хотели, чтобы алгоритм <%1> упал, а он выполнился%2	İstedim algoritması <%1> düştü, ve o выполнился%2
Хотели, чтобы код <%1> выполнился, а он упал с ошибкой <%2>. %3	İstedim kod <%1> выполнился, o da düştü, hata <%2>. %3
Хотели, чтобы код <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	İstedim kod <%1> düştü bir hata mesajı ile <%2>, o da düştü mesajı ile <%3>.%4
Хотели, чтобы код <%1> упал, а он выполнился%2	İstedim kod <%1> düştü, ve o выполнился%2
Шаг	Adım
Шаг (%1) не выполнен.	Adım (%1) ile yapılır.
Шаг (%1) не выполнен. Строка дерева №%2	Adım (%1) ile yapılır. Satır ahşap numarası%2
Шаг (%1) не реализован.	Adım (%1) uygulanmaktadır.
Шаг <%1> должен был вызвать исключение, а он выполнился корректно.	Adım <%1> mi oldu neden bir istisna, o da выполнился doğru.
Шаг выполнен с ошибкой: %1	Adım yürütülen bir hata: %1
Шаг принимает на вход только таблицу Gherkin, в которой две строки. А было передано %1 строк.	Adım alır giriş sadece tablo Gherkin, hangi iki satır. Ve rivayet edilmiştir %1, satır.
Шаг сценария не реализован.	Adım komut uygulanmadı.
Элемент с заголовком <%1> виден на текущей форме	Öğe başlığı ile <%1> görünür ve geçerli form
Элемент с заголовком <%1> доступен на форме	Öğe başlığı ile <%1> şeklinde kullanılabilir
Элемент с заголовком <%1> доступен не только для просмотра	Öğe başlığı ile <%1> mevcut değil, sadece görmek için
Элемент с заголовком <%1> доступен только для просмотра	Öğe başlığı ile <%1>, yalnızca görüntülemek için
Элемент с заголовком <%1> не виден на текущей форме	Öğe başlığı ile <%1> görünmez geçerli form
Элемент с заголовком <%1> не доступен на форме	Öğe başlığı ile <%1> mevcut değil şeklinde
Элемент с именем <%1> виден на текущей форме	Öğe adı ile <%1> görünür ve geçerli form
Элемент с именем <%1> доступен на форме	Öğe adı ile <%1> şeklinde kullanılabilir
Элемент с именем <%1> доступен не только для просмотра	Öğe adı ile <%1> mevcut değil, sadece görmek için
Элемент с именем <%1> доступен только для просмотра	Öğe adı ile <%1>, yalnızca görüntülemek için
Элемент с именем <%1> не виден на текущей форме	Öğe adı ile <%1> görünmez geçerli form
Элемент с именем <%1> не доступен на форме	Öğe adı ile <%1> mevcut değil şeklinde
Элемент формы <%1> не найден.	Form öğesi <%1> bulunamadı.
Элемент формы с именем <%1> не найден.	Form öğesi adı ile <%1> bulunamadı.
Элемента формы с заголовком <%1> не найдено.	Form öğesi başlığı ile <%1> bulundu.
Элемента формы с именем <%1> не найдено.	Form elemanın adı ile <%1> bulundu.
Это возможно только для шага.	Bu belki de sadece bir adım.
является NULL	NULL
является заполненным	bir dolu
является истиной	haktır
является ложью	bir yalan
является неопределено	bir неопределено
Не найден SikuliX скрипт <%1>.	Bulunamadı SikuliX script <%1>.
Не удалось выполнить SukuliX скрипт <%1>.	Başarısız SukuliX script <%1>.
Ожидали, что в таблице <%1> текуще поле будет заполнено.	Beklenen tablo <%1> текуще kutusu doludur.
Ожидали, что в таблице <%1> текуще поле будет не заполнено.	Beklenen tablo <%1> текуще alan boştur.
Ожидали у таблицы <%1> в течение <%2> секунд, что текущее поле будет заполнено.	Beklenen tablo <%1> boyunca <%2> saniye geçerli alanı doldurulur.
Таблица <%1>. Строка №<%2>. Колонка <%3>. Не смог получить значение из эталона.	Tablo <%1>. Satır # <%2>. Sütun <%3>. Alamadı değeri bir referans.
Не получилось получить представление открытого списка выбора <%1>.	Olmadı bir fikir almak için açık bir seçim listesi <%1>.
У списка выбора <%1> ожидалось %2 значений, а было получено %3 значений.	Ben seçim listesi <%1> beklenen %2 değerleri elde edilmiş %3 değer.
Ожидалось получить %1, а было получено %2.	Beklendiği almak için %1, ve alınan %2.
Открытый список выбора <%1> не равен эталону. Различия: %2	Açık seçim listesi <%1> eşit değil, tek dokunuşla. Farklılıkları: %2
Ожидалось, что открытый список содержит значение %1.	Beklendiği açık bir listesini içeren değer %1.
Открытый список выбора <%1> не содержит ожидаемые значения: %2	Açık seçim listesi <%1> içerir beklenen değerler: %2
Открытый список выбора <%1> содержит значения, которых не должно быть: %2	Açık seçim listesi <%1> değerleri içerir, hangi olmamalı: %2
Не смог получить данные локализации сообщений.	Alamadı verileri yerelleştirme mesaj.
У поля <%1> не получилось нажать на гиперссылку <%2>.	Alan <%1> işe yaramadı tıklayın köprü <%2>.
Вы уверены?	Emin misiniz?
Закрыть форму	Formu kapatmak
Не получилось нажать на кнопку <%1>.	İşe yaramadı tıklayın <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд ячейка <%3> станет равна <%4>.	Beklenen, tablo, belge <%1> boyunca <%2> saniye hücresi <%3> eşit olacak <%4>.
Некоторые сообщения не были найдены в окне сообщений пользователю: %1	Bazı mesajlar bulundu mesaj penceresinde kullanıcı: %1
В окне сообщений пользователю были найдены лишние сообщения: %1	Mesaj penceresinde kullanıcıya bulunmuştur gereksiz mesajları: %1
Не получилось определить длительность у файла <%1>.	Olmadı tanımlamak süresi var dosya <%1>.
Не получилось добавить субтитры к файлу <%1>.	Olmadı ekle altyazı dosyası <%1>.
Команда ffmpeg по слиянию всех видео не выполнена.	Takım ffmpeg birleşme tüm video gerçekleşmedi.
Команда ffmpeg по перекодированю звука не выполнена.	Takım ffmpeg ve перекодированю ses gerçekleşmedi.
Команда ffmpeg по добавлению водяной отметки и перекодированию звука не выполнена.	Takım ffmpeg eklemek için bir su işareti ve перекодированию ses gerçekleşmedi.
Команда ffmpeg по кодированию в mp4 не выполнена.	Takım ffmpeg kodlama mp4 başarısız oldu.
Команда ffmpeg по добавлению mp3 в ролик не выполнена.	Takım ffmpeg ekleme mp3 silindiri başarısız oldu.
Не получилось создать файл TTS <%1>.	Çıktı dosyası oluşturmak TTS <%1>.
Не указано имя голоса Text To Speech.	Adı belirtilmediği için oy Text To Speech.
Не указана команда ffmpeg.	Belirtilmedi takım ffmpeg.
Не указана команда Convert.	Belirtilen komut Convert.
Не найдено значение из колонки <%1>.	Değer bulunamadı sütun <%1>.
Не найдено значение <%1> из колонки <%2>.	Değer bulunamadı <%1> sütun <%2>.
Не получилось сохранить в переменную <%1> таблицу с именем <%2>.	Olmadı kaydet değişken <%1> tablo adı <%2>.
Таблица <%1> пустая.	Tablo <%1> boş.
В таблицах <%1> и <%2> разное количество колонок <%3> и <%4>.	Tablolar <%1> ve <%2> çeşitli sütun sayısı <%3> ve <%4>.
Не все строки таблицы <%1> найдены в таблице <%2>:	Tüm tablo satırı <%1> bulunan tabloda <%2>:
Для элемента с именем <%1> не найдена форма.	Öğe adı ile <%1> bulunamadı formu.
Не указано значение настройки Vanessa-automation: <КаталогПроекта>.	Belirtilen bir değeri ayarlar Vanessa-automation: <КаталогПроекта>.
Не указано значение настройки Vanessa-automation: <КаталогиСкриптовSikuliX>.	Belirtilen bir değeri ayarlar Vanessa-automation: <КаталогиСкриптовSikuliX>.
В каталоге <%1> не найден файл <%2>.	Dizin <%1> dosya bulunamadı <%2>.
В каталоге <%1> найдено больше одного файла <%2>: %3.	Dizin <%1> bulundu birden fazla dosya <%2>: %3.
Не получилось сделать клик мышкой по картинке <%1>.	İşe yaramadı yapmak için tıklayın fare ile resmin üzerine <%1>.
Не получилось запустить Sikulix сервер.	İşe yaramadı çalıştırmak Sikulix sunucu.
Не получилось дождаться выполнения SikuliX скрипта <%1>.	Olmadı bekleyin gerçekleştirmek SikuliX script <%1>.
Не получилось выполнить SikuliX скрипт <%1>.	İşe yaramadı gerçekleştirmek SikuliX script <%1>.
Ожидалось, что группа элементов <%1> содержит данные элементы формы: %2	Beklendiği gibi grup elemanları <%1> verileri içeren form elemanları: %2
Ожидалось, что группа элементов <%1> не содержит данные элементы формы: %2	Beklendiği gibi grup elemanları <%1> verileri içeren form elemanları: %2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения отличного от <%4>. Текущее значение <%5>.	Beklenen tablo <%1> boyunca <%2> saniye alan <%3> değerler olanakları <%4>. Geçerli değeri <%5>.
Ожидалось, что в панели разделов будет <%1> элементов, а найдено <%2> элементов.	Beklenen panel bölümleri olacak <%1> öğesi bulundu <%2> öğe.
Ожидалось, что в панели разделов будут содержаться следующие элементы: %1	Beklenen panel bölümleri içerecek aşağıdaki öğeleri: %1
Ожидалось, что в панели разделов не будут содержаться следующие элементы: %	Beklenen panel bölümleri yer olmayacak, aşağıdaki öğeleri: %
Ожидалось, что в панели функций будет <%1> элементов, а найдено <%2> элементов.	Beklenen panel özellikleri <%1> öğesi bulundu <%2> öğe.
Ожидалось, что в панели функций будет элемент <%1> , а был найден элемент <%2>.	Beklenen panel özellikleri olacak <%1> bulunamadı <%2>.
Ожидалось, что в панели функций будут содержаться следующие элементы: %1	Beklenen panel özellikleri aşağıdaki öğeleri içerecektir: %1
Ожидалось, что в панели функций не будут содержаться следующие элементы: %1	Beklenen panel özellikleri aşağıdaki öğeleri içerecektir: %1
Группа <%1> не найдена в панели функций.	Grubu <%1> bulunamadı panel özellikleri.
Ожидалось, что в группе <%1> панели функций будут содержаться следующие элементы: %2	Bekleniyordu grubunda <%1> paneli özellikleri aşağıdaki öğeleri içerecektir: %2
Ожидалось, что в группе <%1> панели функций не будут содержаться следующие элементы: %2	Bekleniyordu grubunda <%1> paneli özellikleri aşağıdaki öğeleri içerecektir: %2
Ошибка. Не найдены настройки пользователя <%1> в файле <%2>.	Hata. Bulunan kullanıcı ayarları <%1> dosyasında <%2>.
Функция <%1> реализована только для Windows.	Fonksiyon <%1> uygulanan sadece Windows için.
У поля <%1> ожидали текст заголовка <%2>, а получили <%3>.	Alan <%1> beklenen başlık metni <%2> var <%3>.
В таблице <%1> у поля <%2> ожидали заголовок <%3>, а получили <%4>.	Tablo <%1> alan <%2> beklenen başlık <%3> var <%4>.
В таблице <%1> у поля <%2> ожидали текст подсказки <%3>, а получили <%4>.	Tablo <%1> alan <%2> beklenen metin ipuçları <%3> var <%4>.
Не получилось выгрузить базу в dt: <%1>. Путь к DT: <%2>. Статус возврата: <%3>.	Olmadı, boşaltma, baz dt: <%1>. Yol DT: <%2>. Durumu iade: <%3>.
Группа колонок <%1> в таблице <%2> не найдена.	Grup sütun <%1> tablo <%2> bulunamadı.
В таблице <%1> в группе колонок <%2> колонка <%3> не найдена.	Tablo <%1> grup sütun <%2> sütun <%3> bulunamadı.
Не получилось найти на экране картинку <%1>.	İşe yaramadı bulmak için, ekrandaki bir resim <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд значение ячейки <%3> станет равно <%4>. Текущее значение <%5>.	Beklenen, tablo, belge <%1> boyunca <%2> saniye hücre değeri <%3> eşit olacak <%4>. Geçerli değeri <%5>.
Метод Шаг() не выполнен. Не удалось прочитать шаги из временного фича файла <%1>. Исходная строка:%2	Adım yöntemi() başarısız oldu. Okunamadı adımları geçici ficha dosya <%1>. Kaynak satır:%2
Этот клиент	Bu istemci
Не получилось найти данные макета <%1>.	İşe yaramadı verileri bulmak düzeni <%1>.
Не получилось выполнить эмуляцию хоткея <%1> <%2>.	İşe yaramadı gerçekleştirmek öykünme хоткея <%1> <%2>.
Не получилось выполнить эмуляцию ENTER.	İşe yaramadı gerçekleştirmek öykünme ENTER.
Не получилось дождаться картинки <%1> в течение <%2> секунд.	Olmadı bekleyin resimler <%1> boyunca <%2> saniye.
Окно с заголовком <%1> не найдено. Текущее окно: <%2>.	Pencere başlığı <%1> bulundu. Geçerli pencereyi: <%2>.
Строка <%1> не найдена в окне сообщений пользователю. Состояние окна сообщений:%2	Satır <%1> bulunamadı mesaj penceresinde kullanıcıya. Pencere durumu, ileti:%2
Не получилось определить родителя у шага <%1>.	Olmadı belirlemek ebeveyn adım <%1>.
Не получилось определить позицию шага <%1> в группе шагов <%2>.	Olmadı konumunu belirlemek adım <%1> grup adımlar <%2>.
Не получилось открыть форму регистра сведений <%1>.	Olmadı bir formu açmak için bir harf bilgi <%1>.
Не получилось найти подсистему <%1> в регистре версии подсистем.	İşe yaramadı bulmak için, bir alt sistemi <%1> ile birlikte alt sürüm.
Ожидалось получить <%1> строк в таблице <%2>, а было получено <%3> строк.	Beklendiği almak için <%1> tablodaki satır <%2> alındı <%3> satır.
Не получилось сохранить значение <%1> в переменную <%2>.	Olmadı save değeri <%1> değişken <%2>.
Не получилось подключиться к ранее запущенному клиенту тестирования <%1>, порт <%2>.	Olmadı bağlanmak için daha önce çalışan bir müşteri test <%1>, bağlantı noktası <%2>.
Не получилось прочитать параметр запуска <%1>.	Olmadı okumak başlangıç parametresi <%1>.
ИмяРаннера	ИмяРаннера
ТипКлиентаТестирования	ТипКлиентаТестирования
СтрокаСоединения	СтрокаСоединения
Не получилось сохранить строку <%1> в переменную <%2>.	Olmadı kaydet satırını <%1> değişken <%2>.
Неверно указано значение параметра направления вращения колеса мышки. Возможные значения: Вверх или Вниз.	Yanlış parametre değeri dönüş yönü tekerlek fare. Olası değerler: Yukarı veya Aşağı.
Не получилось выполнить эмуляцию вращения колеса мышки в направлении <%1>, количество итераций <%2>.	İşe yaramadı gerçekleştirmek öykünme tekerlek dönme fare yönünde <%1>, yineleme sayısı <%2>.
Обнаружено несколько файлов, экспортирующих подсценарий <%1>. Файлы: %2	Birden fazla dosya, ihraç подсценарий <%1>. Dosyalar: %2
Не получилось сделать клик праой кнопкой мышки по картинке <%1>.	İşe yaramadı yapmak için tıklayın праой fare resmin üzerine <%1>.
Не получилось переместить курсор мышки к картинке <%1>.	Olmadı taşı fare imleci resim <%1>.
Не существует клиента тестирования <%1>.	Yok müşteri test <%1>.
Ожидали, что процесс с ИД <%1> будет завершен в течение <%2> секунд.	Beklenen süreç KİMLİĞİ <%1> tamamlanmış boyunca <%2> saniye.
Значение переменной <%1> изменено на <%2>.	Değişken değer <%1> olarak değiştirildi <%2>.
Значение глобальной переменной <%1> изменено на <%2>.	Genel değişkenin değerini <%1> olarak değiştirildi <%2>.
Переменная <%1> удалена.	Değişken <%1> kaldırıldı.
Глобальная переменная <%1> удалена.	Global değişken <%1> kaldırıldı.
Контекст	Bağlam
Контекст глобальный	Küresel bağlam
Окно с заголовком <%1> не найдено. Таймаут поиска окна: <%2>.	Pencere başlığı <%1> bulundu. Arama zaman aşımı penceresi: <%2>.
Не удалось получить токен.	Başarısız bir belirteci almak.
Не удалось получить токен. Код результата: <%1>. Ответ: <%2>.	Başarısız bir belirteci almak. Sonuç kodu: <%1>. Cevap: <%2>.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Veri alınamadı. Sonuç kodu: <%1>. Cevap: <%2>.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>. Количество попыток <%4>.	Başarısız bir tablo <%1> yapmak için tasarlanmış seçim listesi <%2> satır <%3>. Deneme sayısı <%4>.
Не смог сделать выбрать из списка выбора <%1> по строке <%2>. Количество попыток <%3>.	Yapamadığı için seçim seçim listesi <%1> satır <%2>. Deneme sayısı <%3>.
Не выполнены дополнительные процедуры обработки данных.	Yerine daha fazla veri işleme prosedürleri.
Обнаружено окно обновления конфигурации.	Tespit penceresi güncelleştirmeleri yapılandırma.
Обнаружено окно c сообщением о неудачном обновлением конфигурации.	Tespit penceresi c mesaj başarısız olursa, güncelleme, yapılandırma.
Видео создано автоматически.	Video otomatik olarak oluşturuldu.
Количество сценариев	Sayısı senaryoları
Количество шагов	Adım sayısı
Версия Vanessa-Automation	Versiyon Vanessa-Automation
Версия скрипта сборки видео	Versiyon script derleme video
ЗаголовокАктивногоОкна	ЗаголовокАктивногоОкна
ИмяАктивнойФормы	ИмяАктивнойФормы
В таблице должно быть боле 1 строки, а получили <%1> строк.	Tablo olmalı bole 1 satır var <%1> satır.
Выполнить сценарии	Çalıştır komut
Загружены глобальные переменные.	İndirilen global değişkenler.
Не найден каталог: %1	Bulunamadı katalog: %1
Выполнить	Gerçekleştirmek
Выполняется...	Yapılır...
Останавливается...	Durur...
Обнаружено окно перехода на новую версию платформы 1С:Предприятие.	Tespit penceresi geçiş için yeni bir platform sürümü 1C:Enterprise.
В таблице <%1> не получилось активизировать поле <%2> для редактирования.	Tablo <%1> olmadı yoğunlaştırmak golf <%2> düzenlemek için.
Ожидалось в течение <%1> секунд, что откроется окно с заголовком отличным от <%2>.	Beklendiği boyunca <%1> saniye penceresi açılır başlığı ile harika bir yer <%2>.
Выберите файл настроек Vanessa Automation.	Ayarları dosya Vanessa Automation.
Версия загружаемых настроек не соответсвует версии обработки.	Versiyon indirilebilir ayarları bildiğim fakat hiç bir sürümü işleme.
Информация: Параметр %1 не загружен.	Parametre: %1 yüklü değil.
Не получилось прочитать значение из строки запуска: %1.	Olmadı değerini okumak satırından çalıştırmak: %1.
При чтении переменных окружения операционной системы возникло исключение: %1	Okurken, ortam değişkenleri, işletim sistemine bir özel durum oluştu: %1
Не найден путь к файлу JSON. Параметр: VAParams.	Bulunamadı yolunu JSON. Parametre: VAParams.
Ошибка чтения структуры JSON. Пропускаем чтение.	Okuma hatası JSON yapısı. Özledim okuma.
Ошибка чтения структуры JSON.	Okuma hatası JSON yapısı.
В параметрах JSON не найден каталог Фич.	Ayarlarında JSON bulunamadı katalog Fitch.
Использование устаревшего параметра "КаталогOutputСкриншоты". Новый параметр - "КаталогВыгрузкиСкриншотов".	Kullanımı eski "seçeneği КаталогOutputСкриншоты". Yeni bir seçenek - "КаталогВыгрузкиСкриншотов".
Использование устаревшего параметра "КаталогOutputИнструкцияHTML". Новый параметр - "КаталогВыгрузкиИнструкцийHTML".	Kullanımı eski "seçeneği КаталогOutputИнструкцияHTML". Yeni bir seçenek - "КаталогВыгрузкиИнструкцийHTML".
Использование устаревшего параметра "КаталогOutputИнструкцияMarkdown". Новый параметр - "КаталогВыгрузкиИнструкцийMarkdown".	Kullanımı eski "seçeneği КаталогOutputИнструкцияMarkdown". Yeni bir seçenek - "КаталогВыгрузкиИнструкцийMarkdown".
Использование устаревшего параметра "КаталогOutputИнструкцияВидео". Новый параметр - "КаталогВыгрузкиИнструкцийВидео".	Kullanımı eski "seçeneği КаталогOutputИнструкцияВидео". Yeni bir seçenek - "КаталогВыгрузкиИнструкцийВидео".
Использование устаревшего параметра "КаталогOutputjUnit". Новый параметр - "КаталогВыгрузкиjUnit".	Kullanımı eski "seçeneği КаталогOutputjUnit". Yeni bir seçenek - "КаталогВыгрузкиjUnit".
В параметрах запуска JSON не определен каталог отчета jUnit.	Başlangıç ayarları JSON tanımlanmamış katalog, rapor jUnit.
Использование устаревшего параметра "КаталогOutputCucumberJson". Новый параметр - "КаталогВыгрузкиCucumberJson"	Kullanımı eski "seçeneği КаталогOutputCucumberJson". Yeni bir seçenek - "КаталогВыгрузкиCucumberJson"
В параметрах запуска JSON не определен отчета CucumberJson.	Başlangıç ayarları JSON tanımlanmamış rapor CucumberJson.
Использование устаревшего параметра "КаталогOutputAllure". Новый параметр - "КаталогВыгрузкиAllure".	Kullanımı eski "seçeneği КаталогOutputAllure". Yeni bir seçenek - "КаталогВыгрузкиAllure".
Использование устаревшего параметра "КаталогOutputAllureБазовый". Новый параметр - "КаталогВыгрузкиAllureБазовый".	Kullanımı eski "seçeneği КаталогOutputAllureБазовый". Yeni bir seçenek - "КаталогВыгрузкиAllureБазовый".
Форма из переданного списка не найдена.	Şekil geçirilen listesi bulunamadı.
ИмяФичи	ИмяФичи
ИмяСценария	ИмяСценария
НомерСтрокиДерева	НомерСтрокиДерева
НомерСтрокиФичи	НомерСтрокиФичи
ПолнйПутьКФиче	ПолнйПутьКФиче
Сценарий не определён.	Komut tanımlı değil.
Шаг не определён.	Adım tanımlı değil.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Veri alınamadı. Sonuç kodu: <%1>. Cevap: <%2>.
ДеталиОшибки	ДеталиОшибки
Команда по созданию картинки из текста не выполнена: %1	Takım oluşturma ve resimler metin başarısız oldu: %1
Не получилось получить командный интерфейс клиента тестирования.	Çıktı almak için komut arayüzü, istemci test.
Окно предупреждения не найдено.	Uyarı kutusu bulundu.
Не получилось выполнить помещение файла <%1>.	İşe yaramadı gerçekleştirmek odası dosya <%1>.
Не найдено подключение SikuliX сервера.	Bulundu bağlantısı SikuliX sunucu.
Подключение SikuliX сервера сброшено.	Bağlantı SikuliX sunucu sıfırlandı.
Не указано значение настройки Vanessa-automation: <КаталогДляГенерацииКартинок>.	Belirtilen bir değeri ayarlar Vanessa-automation: <КаталогДляГенерацииКартинок>.
Не получилось создать картинку по тексту <%1>.	Olmadı oluşturmak için bir resim metin <%1>.
Не найден профиль поиска картинки с текстом <%1>.	Bulunamadı profil, arama, resim, metin ile <%1>.
Команда не выполнена: %1	Komutu başarısız oldu: %1
Не получилось вычислить выражение: %1. Описание ошибки: %2	Olmadı hesaplamak için bir ifade: %1. Hata açıklaması: %2
Не указано имя файла.	Belirtilen dosya adı.
Каталог <%1> не существует.	Dizin <%1> mevcut değil.
Не указано расширение файла.	Belirtilen dosya uzantısı başka dosya.
Не получилось закрыть активное окно <%1>. %2	İşe yaramadı etkin pencereyi kapatma <%1>. %2
Закрытие окна <%1>.	Penceresini kapatma <%1>.
