Строка поиска	Translation
Странный параметр в логе инструкции Markdown: %1	Eine seltsame Einstellung in der Loge Markdown Anweisungen: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	Zeile <%1> aus der Datei <%2> nicht gefunden in der Datei <%3>
Строка <%1> найдена в окне сообщений пользователю.	Zeile <%1> gefunden im Meldungsfenster an den Benutzer.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	Zeile <%1> gefunden in der letzten Nachricht an den Benutzer. Gefunden: %2
Строка <%1> не найдена в окне сообщений пользователю.	Zeile <%1> nicht gefunden Benutzer im Meldungsfenster.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	Zeile <%1> nicht gefunden in der letzten Nachricht an den Benutzer. Gefunden: %2
Строка %1 не найдена в реквизите %2	Zeile %1 nicht gefunden in реквизите %2
Строка №%1 не найдена в табличном документе на форме	Zeile Nummer%1 nicht gefunden in einem tabellarischen Dokument auf dem Formular
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	Zeile Nummer%1, entdeckt das Zeichen <|>, obwohl es das Schlüsselwort <Beispiele>.
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Zeile Nummer%1, erwartet (%2) gefunden (%3) ПредыдущееКлючевоеСлово=%4
Строка должна быть описана таблицей с двумя строками.	Die Zeichenfolge muss beschrieben eine Tabelle mit zwei Zeilen.
Строка с фича-файлом не найдена.	Die Zeile mit Feature-Datei nicht gefunden.
СтрокаЗапуска=%1	СтрокаЗапуска=%1
существует	es gibt
Сценарий <%1> не загружен.	Das Skript <%1> nicht geladen ist.
Сценарий: %1	Skript: %1
Таблица <%1> не соответствует эталону. Ожидали <%2> строк, а в ней <%3> строк.	Tabelle <%1> entspricht nicht der Norm. Erwartet <%2> Zeilen und <%3> Zeilen.
Таблица <%1> не стала равной за <%2> секунд. %3	Die Tabelle <%1> nicht wurde gleich für <%2> Sekunden. %3
Таблица <%1>. Строка №<%2>. Колонка <%3>. Ожидали <%4>, а получили <%5>	Tabelle <%1>. Zeile Nummer<%2>. Spalte <%3>. Erwarten <%4> und erhalten <%5>
Таблица формы с именем <%1> не найдена.	Tabelle Formular mit dem Namen <%1> nicht gefunden.
ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Количество()=%2	ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Anzahl()=%2
Таблицы должны совпадать, а они различны.%1	Tabellen müssen übereinstimmen, und Sie sind unterschiedlich%1
ТаблицыСовпадают	ТаблицыСовпадают
Табличный документ <%1> оказался неравен <%2>.%3	Ein Tabellendokument <%1> war неравен <%2>.%3
Табличный документ не содержит нужные строки <%1>	Ein Tabellendokument enthält nicht das gewünschte Zeichenfolge <%1>
Табличный документ содержит ненужные строки <%1>	Ein Tabellendokument enthält nicht benötigte Zeile <%1>
ТестируемаяФорма <%1> не открылась, а должна была открыться	ТестируемаяФорма <%1> nicht geöffnet, und sollte
ТестПропущен	ТестПропущен
Технические данные	Technische Daten
тип	Art
Типом значения <%1> является <%2>, а ожидался тип <%3>.%4	Werttyp <%1> ist <%2> erwarteter Typ <%3>.%4
Требуется документ, бизнес-процесс или задача. Неизвестный менеджер %1.%2 . Переменная %3	Benötigt das Dokument, Business-Prozess oder Aufgabe. Ein unbekannter Manager %1.%2 . Die Variable %3
ТЧ %1 не соответствует эталону. Ожидали %2 строк, а в ней %3 строк.	PM %1 nicht entspricht Etalon. Erwartet %2 Zeilen und %3 Zeilen.
ТЧ с именем <%1> не найдена.	PM mit dem Namen <%1> nicht gefunden.
У окна <%1> не найдено ни одного элемента с типом <ТестируемоеПолеФормы>.	Am Fenster <%1> nicht gefunden kein Element mit dem Typ <ТестируемоеПолеФормы>.
У поля <%1> ожидали заголовок <%2>, а получили <%3>	Das Feld <%1> erwarteten Titel <%2> und erhalten <%3>
У поля <%1> ожидали отображаемый текст <%2>, а получили <%3>	Das Feld <%1> erwartet Anzeigetext <%2> und erhalten <%3>
У поля <%1> ожидали текст подсказки <%2>, а получили <%3>	Das Feld <%1> erwartet Hinweistext <%2> und erhalten <%3>
У текущего окна найдено %1 форм.	Beim aktuellen Fenster gefunden %1 Formen.
У элемента формы <%1> текущий текст редактирования <%2>, а ожидали <%3>	Das Element der Form <%1> der aktuelle Text Bearbeiten <%2> erwartete <%3>
Удаляю элемент %1	Lösche Element %1
Удаляю элемент справочника <%1> : <%2>	Lösche Element Handbook <%1> : <%2>
Уже открытый TestClient подключен на %1 порту.	Bereits offen von Testclient angeschlossen an %1 Port.
Указан неверный диапазон портов: <%1>	Der angegebene Portbereich: <%1>
Указанное Имя колонки замещения [%1] не существует в макете.	Der angegebene Name Spalte Substitution [%1] existiert nicht im Layout.
Установлен флаг "Остановка при возникновении ошибки". Выполнение следующих сценариев отменено.	Das Flag "Stop bei Fehler". Die folgenden Szenarien abgebrochen.
Установлен флаг <Остановка при возникновении ошибки>. Выполнение следующих сценариев отменено.	Das Flag <Halt bei Fehler>. Die folgenden Szenarien abgebrochen.
Утверждение "ИмеетДлину" не умеет работать с типом <%1>.%2	Die Aussage "ИмеетДлину" nicht in der Lage zu arbeiten mit der Art <%1>.%2
Утверждение "ПроверитьВхождениеВКоллекцию" не умеет работать с типом коллекции <%1>.%2	Die Aussage "ПроверитьВхождениеВКоллекцию" nicht in der Lage zu arbeiten mit der Art der Sammlung <%1>.%2
Утверждение "Содержит" не умеет работать с типом <%1>.%2	Die Aussage "Enthält" nicht in der Lage zu arbeiten mit der Art <%1>.%2
Утверждение <ИмеетДлину> не умеет работать с типом <%1>.%2	Zustimmung <ИмеетДлину> nicht arbeitsfähig ist mit dem Typ <%1>.%2
Утверждение <ПроверитьВхождениеВКоллекцию> не умеет работать с типом коллекции <%1>.%2	Zustimmung <ПроверитьВхождениеВКоллекцию> nicht arbeitsfähig ist mit der Art der Sammlung <%1>.%2
Утверждение <Содержит> не умеет работать с типом <%1>.%2	Zustimmung <Enthält> nicht arbeitsfähig ist mit dem Typ <%1>.%2
Утверждение ПроверитьРавенствоФайлов можно использовать только в толстом клиенте.	Die Behauptung ПроверитьРавенствоФайлов kann nur in einem dicken Client.
Файл <%1> не найден.	Die Datei <%1> nicht gefunden.
Файл <%1> не существует.	Die Datei <%1> existiert nicht.
Файл <vbFeatureReader.epf> не найден в каталоге инструментов <%1>	Die Datei <vbFeatureReader.epf> nicht gefunden im Verzeichnis Tools <%1>
Файл %1: <%2>	Die Datei %1: <%2>
Файл EPF не создан.	EPF-Datei nicht erstellt.
Файл EPF не создан. Не смог создать каталог временной базы.	EPF-Datei nicht erstellt. Konnte ein Verzeichnis der temporären Basis.
Файл отчета Allure-report (%1) записан.	Reportdatei Allure-report (%1) aufgezeichnet.
Файл отчета CucumberJson-report (%1) записан.	Reportdatei CucumberJson-report (%1) aufgezeichnet.
Файл отчета jUnit-report (%1) записан.	Reportdatei jUnit-report (%1) aufgezeichnet.
Фича <%1> содержит тег @Tree. Найдены строки, которые содержат символы пробелов и символы табуляции в начале строки. Дерево не может быть корректно построено.	Ficha <%1> Tag enthält @Tree. Gefunden Zeilen, die Zeichen enthalten Leerzeichen und Tabulatorzeichen am Anfang der Zeile. Der Baum kann nicht korrekt gebaut.
Фича <%1> содержит тег @Tree. Часть строк содержит в начале строки символы пробелов <%2>, часть строк содержит символы табуляции <%3>. Дерево не может быть корректно построено.	Ficha <%1> Tag enthält @Tree. Ein Teil der Zeilen enthält am Anfang der Zeile ein Leerzeichen <%2>, Teil der Zeilen enthält Tabulatorzeichen <%3>. Der Baum kann nicht korrekt gebaut.
Фича: %1	Ficha: %1
Фичи загружены	Fichi hochgeladen
Флаг <Сохранять контексты перед выполнением шагов> установлен в <Истина>.	Flag <Kontexte Speichern, bevor Sie die Schritte> auf <True>.
Флаг с заголовком <%1> не найден.	Flagge mit der überschrift <%1> nicht gefunden.
Флаг с именем <%1> не найден.	Flagge mit dem Namen <%1> nicht gefunden.
Форма <%1> не найдена.	Form <%1> nicht gefunden.
Форма окна с заголовком %1 не найдена.	Die Form des Fensters mit der überschrift %1 nicht gefunden.
Форма с заголовком <%1> не найдена.	Ein Formular mit dem Titel <%1> nicht gefunden.
Форма с заголовком %1 не найдена.	Ein Formular mit dem Titel %1 nicht gefunden.
Хост сеанс надо запустить с ключом /TESTMANAGER.	Host-Sitzung gestartet werden muss mit dem Schlüssel /TESTMANAGER.
Хотели, чтобы алгоритм <%1> выполнился, а он упал с ошибкой <%2>. %3	Wollten Algorithmus <%1> выполнился, und er fiel mit einem Fehler <%2>. %3
Хотели, чтобы алгоритм <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	Wollten Algorithmus <%1> fiel mit der Fehlermeldung <%2>, und er fiel mit der Meldung <%3>.%4
Хотели, чтобы алгоритм <%1> упал, а он выполнился%2	Wollten Algorithmus <%1> fiel, und er выполнился%2
Хотели, чтобы код <%1> выполнился, а он упал с ошибкой <%2>. %3	Wollten den Code <%1> выполнился, und er fiel mit einem Fehler <%2>. %3
Хотели, чтобы код <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	Wollten, um den Code <%1> fiel mit der Fehlermeldung <%2>, und er fiel mit der Meldung <%3>.%4
Хотели, чтобы код <%1> упал, а он выполнился%2	Wollten, um den Code <%1> fiel, und er выполнился%2
Шаг	Schritt
Шаг (%1) не выполнен.	Schritt (%1) nicht ausgeführt.
Шаг (%1) не выполнен. Строка дерева №%2	Schritt (%1) nicht ausgeführt. String Baum Nummer%2
Шаг (%1) не реализован.	Schritt (%1) nicht implementiert.
Шаг <%1> должен был вызвать исключение, а он выполнился корректно.	Schritt <%1> musste eine Ausnahme, und er выполнился korrekt.
Шаг выполнен с ошибкой: %1	Schritt ist mit Fehler: %1
Шаг принимает на вход только таблицу Gherkin, в которой две строки. А было передано %1 строк.	Schritt Eingabe nimmt nur die Tabelle Gherkin, in dem zwei Zeilen. Und übergeben wurde %1 Zeilen.
Шаг сценария не реализован.	Schritt-Skript nicht implementiert.
Элемент с заголовком <%1> виден на текущей форме	Das Element mit der überschrift <%1> sichtbar auf der aktuellen Form
Элемент с заголовком <%1> доступен на форме	Das Element mit der überschrift <%1> steht auf dem Formular
Элемент с заголовком <%1> доступен не только для просмотра	Das Element mit der überschrift <%1> ist nicht nur für die Anzeige
Элемент с заголовком <%1> доступен только для просмотра	Das Element mit der überschrift <%1> ist nur für die Anzeige
Элемент с заголовком <%1> не виден на текущей форме	Das Element mit der überschrift <%1> nicht sichtbar auf der aktuellen Form
Элемент с заголовком <%1> не доступен на форме	Das Element mit der überschrift <%1> nicht verfügbar auf dem Formular
Элемент с именем <%1> виден на текущей форме	Das Element mit dem Namen <%1> sichtbar auf der aktuellen Form
Элемент с именем <%1> доступен на форме	Das Element mit dem Namen <%1> steht auf dem Formular
Элемент с именем <%1> доступен не только для просмотра	Das Element mit dem Namen <%1> ist nicht nur für die Anzeige
Элемент с именем <%1> доступен только для просмотра	Das Element mit dem Namen <%1> ist nur für die Anzeige
Элемент с именем <%1> не виден на текущей форме	Das Element mit dem Namen <%1> nicht sichtbar auf der aktuellen Form
Элемент с именем <%1> не доступен на форме	Das Element mit dem Namen <%1> nicht verfügbar auf dem Formular
Элемент формы <%1> не найден.	Element der Form <%1> nicht gefunden.
Элемент формы с именем <%1> не найден.	Form-Element mit dem Namen <%1> nicht gefunden.
Элемента формы с заголовком <%1> не найдено.	Formularelement mit der überschrift <%1> nicht gefunden.
Элемента формы с именем <%1> не найдено.	Das Element Form mit dem Namen <%1> nicht gefunden.
Это возможно только для шага.	Dies ist nur möglich zum Schritt.
является NULL	ist NULL
является заполненным	ist ein gefülltes
является истиной	ist die Wahrheit
является ложью	ist eine Lüge
является неопределено	ist undefiniert
Не найден SikuliX скрипт <%1>.	Nicht gefunden SikuliX Skript <%1>.
Не удалось выполнить SukuliX скрипт <%1>.	Fehlgeschlagen SukuliX Skript <%1>.
Ожидали, что в таблице <%1> текуще поле будет заполнено.	Erwartet, dass in der Tabelle <%1> текуще das Feld wird gefüllt.
Ожидали, что в таблице <%1> текуще поле будет не заполнено.	Erwartet, dass in der Tabelle <%1> текуще das Feld wird nicht gefüllt.
Ожидали у таблицы <%1> в течение <%2> секунд, что текущее поле будет заполнено.	Erwartet die Tabelle <%1> innerhalb von <%2> Sekunden, dass das aktuelle Feld wird gefüllt.
Таблица <%1>. Строка №<%2>. Колонка <%3>. Не смог получить значение из эталона.	Tabelle <%1>. Zeile Nummer<%2>. Spalte <%3>. Konnte nicht an den Wert aus dem Muster.
Не получилось получить представление открытого списка выбора <%1>.	Hat nicht funktioniert, die Ansicht der geöffneten Auswahlliste <%1>.
У списка выбора <%1> ожидалось %2 значений, а было получено %3 значений.	Bei der Auswahlliste <%1> erwartet %2 Werte eingegangen %3 Werte.
Ожидалось получить %1, а было получено %2.	Erwartet erhalten %1, eingegangen %2.
Открытый список выбора <%1> не равен эталону. Различия: %2	Offene Auswahlliste <%1> nicht gleich Etalon. Unterschiede: %2
Ожидалось, что открытый список содержит значение %1.	Es wurde erwartet, dass die öffentliche Liste enthält den Wert %1 ein.
Открытый список выбора <%1> не содержит ожидаемые значения: %2	Offene Auswahlliste <%1> enthält keine erwarteten Werte: %2
Открытый список выбора <%1> содержит значения, которых не должно быть: %2	Offene Auswahlliste <%1> enthält die Werte, die nicht sein sollte: %2
Не смог получить данные локализации сообщений.	Konnte keine Daten Lokalisation Nachrichten.
У поля <%1> не получилось нажать на гиперссылку <%2>.	Das Feld <%1> nicht funktioniert klicken Sie auf den Hyperlink <%2>.
Вы уверены?	Sind Sie sicher?
Закрыть форму	Schließen Sie das Formular
Не получилось нажать на кнопку <%1>.	Nicht funktioniert drücken Sie die Taste <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд ячейка <%3> станет равна <%4>.	Erwarten, dass bei der tabellarischen Dokuments <%1> innerhalb von <%2> Sekunden Zelle <%3> wird gleich <%4>.
Некоторые сообщения не были найдены в окне сообщений пользователю: %1	Einige Nachrichten wurden nicht gefunden im Meldungsfenster Benutzer: %1
В окне сообщений пользователю были найдены лишние сообщения: %1	Im Meldungsfenster Benutzer gefunden wurden zusätzliche Nachricht: %1
Не получилось определить длительность у файла <%1>.	Nicht funktioniert die Dauer der Datei <%1>.
Не получилось добавить субтитры к файлу <%1>.	Nicht geschafft einen Untertitel zur Datei <%1>.
Команда ffmpeg по слиянию всех видео не выполнена.	Der Befehl ffmpeg bei der Fusion aller Videos ist fehlgeschlagen.
Команда ffmpeg по перекодированю звука не выполнена.	Der Befehl ffmpeg nach перекодированю Ton nicht durchgeführt.
Команда ffmpeg по добавлению водяной отметки и перекодированию звука не выполнена.	Der Befehl ffmpeg zum hinzufügen von Wasserzeichen zur Markierung und перекодированию Ton nicht durchgeführt.
Команда ffmpeg по кодированию в mp4 не выполнена.	Der Befehl zur Kodierung ffmpeg in mp4 nicht durchgeführt.
Команда ffmpeg по добавлению mp3 в ролик не выполнена.	Der Befehl zum hinzufügen ffmpeg in mp3 Roller nicht durchgeführt.
Не получилось создать файл TTS <%1>.	Nicht erstellt eine TTS Datei <%1>.
Не указано имя голоса Text To Speech.	Nicht den Namen der Text-To-Speech Stimme.
Не указана команда ffmpeg.	Nicht angegeben ist der Befehl ffmpeg.
Не указана команда Convert.	Nicht angegeben ist der Befehl Convert.
Не найдено значение из колонки <%1>.	Nicht gefunden Wert aus der Spalte <%1>.
Не найдено значение <%1> из колонки <%2>.	Nicht gefunden Wert <%1> aus der Spalte <%2>.
Не получилось сохранить в переменную <%1> таблицу с именем <%2>.	Hat nicht funktioniert speichern in die Variable <%1> eine Tabelle mit dem Namen <%2>.
Таблица <%1> пустая.	Tabelle <%1> leer.
В таблицах <%1> и <%2> разное количество колонок <%3> и <%4>.	In den Tabellen <%1> und <%2> unterschiedliche Anzahl von Spalten <%3> und <%4>.
Не все строки таблицы <%1> найдены в таблице <%2>:	Nicht alle Zeilen in der Tabelle <%1> gefunden in der Tabelle <%2>:
Для элемента с именем <%1> не найдена форма.	Für ein Element mit dem Namen <%1> nicht gefunden Form.
Не указано значение настройки Vanessa-automation: <КаталогПроекта>.	Nicht anders Einstellbereich Vanessa-automation: <КаталогПроекта>.
Не указано значение настройки Vanessa-automation: <КаталогиСкриптовSikuliX>.	Nicht anders Einstellbereich Vanessa-automation: <КаталогиСкриптовSikuliX>.
В каталоге <%1> не найден файл <%2>.	Im Verzeichnis <%1> nicht gefunden die Datei <%2>.
В каталоге <%1> найдено больше одного файла <%2>: %3.	Im Verzeichnis <%1> vorkommen von mehr als einer Datei <%2>: %3.
Не получилось сделать клик мышкой по картинке <%1>.	Nicht richtig hinbekommen Klick mit der Maus auf das Bild <%1>.
Не получилось запустить Sikulix сервер.	Hat nicht funktioniert laufen Sikulix Server.
Не получилось дождаться выполнения SikuliX скрипта <%1>.	Nicht funktioniert warten, bis die Ausführung SikuliX Skript <%1>.
Не получилось выполнить SikuliX скрипт <%1>.	Nicht möglich SikuliX Skript <%1>.
Ожидалось, что группа элементов <%1> содержит данные элементы формы: %2	Es wurde erwartet, dass eine Gruppe von Elementen <%1> enthält die Daten der Formular-Elemente: %2
Ожидалось, что группа элементов <%1> не содержит данные элементы формы: %2	Es wurde erwartet, dass eine Gruppe von Elementen <%1> enthält keine Daten Formularelemente: %2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения отличного от <%4>. Текущее значение <%5>.	Erwartet die Tabelle <%1> innerhalb von <%2> Sekunden das Feld <%3> Werte Reisende, <%4>. Der aktuelle Wert <%5>.
Ожидалось, что в панели разделов будет <%1> элементов, а найдено <%2> элементов.	Es wurde erwartet, dass in der Partitionstabelle wird <%1> Elemente, die gefunden und <%2> Elemente.
Ожидалось, что в панели разделов будут содержаться следующие элементы: %1	Es wurde erwartet, dass in der Partitionstabelle enthält die folgenden Elemente: %1
Ожидалось, что в панели разделов не будут содержаться следующие элементы: %	Es wurde erwartet, dass in der Partitionstabelle werden die folgenden Elemente enthalten: %
Ожидалось, что в панели функций будет <%1> элементов, а найдено <%2> элементов.	Es wurde erwartet, dass im Bereich der Funktionen wird <%1> Elemente, die gefunden und <%2> Elemente.
Ожидалось, что в панели функций будет элемент <%1> , а был найден элемент <%2>.	Es wurde erwartet, dass im Funktionsbereich wird das Element <%1> und gefunden wurde das Element <%2>.
Ожидалось, что в панели функций будут содержаться следующие элементы: %1	Es wurde erwartet, dass in der Funktionsleiste enthält folgende Elemente: %1
Ожидалось, что в панели функций не будут содержаться следующие элементы: %1	Es wurde erwartet, dass im Funktionsbereich werden die folgenden Elemente enthalten: %1
Группа <%1> не найдена в панели функций.	Die Gruppe <%1> nicht gefunden in der Funktionsleiste.
Ожидалось, что в группе <%1> панели функций будут содержаться следующие элементы: %2	Es wurde erwartet, dass in der Gruppe <%1> Funktionsleiste enthält folgende Elemente: %2
Ожидалось, что в группе <%1> панели функций не будут содержаться следующие элементы: %2	Es wurde erwartet, dass in der Gruppe <%1> Panel Funktionen nicht enthalten die folgenden Elemente: %2
Ошибка. Не найдены настройки пользователя <%1> в файле <%2>.	Fehler. Nicht gefunden Benutzereinstellungen <%1> in der Datei <%2>.
Функция <%1> реализована только для Windows.	Die Funktion <%1> nur für Windows implementiert.
У поля <%1> ожидали текст заголовка <%2>, а получили <%3>.	Das Feld <%1> erwartet den Text des Titels <%2> und erhalten <%3>.
В таблице <%1> у поля <%2> ожидали заголовок <%3>, а получили <%4>.	In der Tabelle <%1> Feld <%2> erwartete Titel <%3> und erhalten <%4>.
В таблице <%1> у поля <%2> ожидали текст подсказки <%3>, а получили <%4>.	In der Tabelle <%1> Feld <%2> erwartete den QuickInfo-Text <%3> und erhalten <%4>.
Не получилось выгрузить базу в dt: <%1>. Путь к DT: <%2>. Статус возврата: <%3>.	Nicht funktioniert das entladen der Datenbank in dt: <%1>. Der Weg zur DT: <%2>. Status Rückgabe: <%3>.
Группа колонок <%1> в таблице <%2> не найдена.	Eine Gruppe von Spalten <%1> in der Tabelle <%2> nicht gefunden.
В таблице <%1> в группе колонок <%2> колонка <%3> не найдена.	In der Tabelle <%1> in der Gruppe der Spalten <%2> Spalte <%3> nicht gefunden.
Не получилось найти на экране картинку <%1>.	Nicht funktioniert finden Sie auf dem Bildschirm das Bild <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд значение ячейки <%3> станет равно <%4>. Текущее значение <%5>.	Erwarten, dass bei der tabellarischen Dokuments <%1> innerhalb von <%2> Sekunden der Wert der Zelle <%3> wird noch von <%4>. Der aktuelle Wert <%5>.
Метод Шаг() не выполнен. Не удалось прочитать шаги из временного фича файла <%1>. Исходная строка:%2	Die Methode Schritt() nicht ausgeführt. Fehler beim Lesen der Schritte aus dem temporären Feature-Datei <%1>. Der ursprüngliche String:%2
Этот клиент	Dieser Kunde
Не получилось найти данные макета <%1>.	Nicht funktioniert eine Daten-Layout <%1>.
Не получилось выполнить эмуляцию хоткея <%1> <%2>.	Nicht möglich die Emulation хоткея <%1> <%2>.
Не получилось выполнить эмуляцию ENTER.	Nicht möglich-Emulation ENTER.
Не получилось дождаться картинки <%1> в течение <%2> секунд.	Nicht gelungen Bilder warten <%1> innerhalb von <%2> Sekunden.
Окно с заголовком <%1> не найдено. Текущее окно: <%2>.	Das Fenster mit dem Titel <%1> nicht gefunden. Das aktuelle Fenster: <%2>.
Строка <%1> не найдена в окне сообщений пользователю. Состояние окна сообщений:%2	Zeile <%1> nicht gefunden Benutzer im Meldungsfenster. Status-Fenster von Nachrichten:%2
Не получилось определить родителя у шага <%1>.	Nicht identifizieren Elternteils bei Schritt <%1>.
Не получилось определить позицию шага <%1> в группе шагов <%2>.	Nicht identifizieren Position Schritt <%1> Schritte in der Gruppe <%2>.
Не получилось открыть форму регистра сведений <%1>.	Nicht funktioniert öffnen Sie das Register Informationen <%1>.
Не получилось найти подсистему <%1> в регистре версии подсистем.	Nicht gelungen finden Subsystem <%1> Ausgabe in Version Subsysteme.
Ожидалось получить <%1> строк в таблице <%2>, а было получено <%3> строк.	Erwartet zu bekommen <%1> Zeilen in der Tabelle <%2>, erhalten wurde <%3> Zeilen.
Не получилось сохранить значение <%1> в переменную <%2>.	Nicht funktioniert speichern Sie den Wert <%1> in die Variable <%2>.
Не получилось подключиться к ранее запущенному клиенту тестирования <%1>, порт <%2>.	Herstellen der Verbindung mit dem zuvor ausgeführten Client testen <%1>, Port <%2>.
Не получилось прочитать параметр запуска <%1>.	Nicht funktioniert Lesen Sie die Startoption <%1>.
ИмяРаннера	ИмяРаннера
ТипКлиентаТестирования	ТипКлиентаТестирования
СтрокаСоединения	СтрокаСоединения
Не получилось сохранить строку <%1> в переменную <%2>.	Hat nicht funktioniert speichern Sie die Zeile <%1> in die Variable <%2>.
Неверно указано значение параметра направления вращения колеса мышки. Возможные значения: Вверх или Вниз.	Falsch angegeben Wert für die Richtung der Drehung des Rades der Maus. Mögliche Werte: nach Oben oder nach Unten.
Не получилось выполнить эмуляцию вращения колеса мышки в направлении <%1>, количество итераций <%2>.	Nicht möglich die Emulation der Drehung des Rades der Maus in Richtung <%1>, die Anzahl der Iterationen <%2>.
Обнаружено несколько файлов, экспортирующих подсценарий <%1>. Файлы: %2	Wurden mehrere Dateien exportieren подсценарий <%1>. Dateien: %2
Не получилось сделать клик праой кнопкой мышки по картинке <%1>.	Nicht richtig hinbekommen Klick праой der rechten Maustaste auf das Bild <%1>.
Не получилось переместить курсор мышки к картинке <%1>.	Nicht funktioniert bewegen Sie die Maus auf das Bild <%1>.
Не существует клиента тестирования <%1>.	Gibt es nicht den Kunden testen <%1>.
Ожидали, что процесс с ИД <%1> будет завершен в течение <%2> секунд.	Erwartet, dass der Prozess mit der ID <%1> abgeschlossen wird innerhalb von <%2> Sekunden.
Значение переменной <%1> изменено на <%2>.	Der Wert der Variablen <%1> geändert in <%2>.
Значение глобальной переменной <%1> изменено на <%2>.	Der Wert der globalen Variable <%1> geändert in <%2>.
Переменная <%1> удалена.	Die Variable <%1> gelöscht.
Глобальная переменная <%1> удалена.	Globale Variable <%1> gelöscht.
Контекст	Kontext
Контекст глобальный	Kontext globaler
Окно с заголовком <%1> не найдено. Таймаут поиска окна: <%2>.	Das Fenster mit dem Titel <%1> nicht gefunden. Timeout Suche Fenster: <%2>.
Не удалось получить токен.	Token konnte nicht abgerufen werden.
Не удалось получить токен. Код результата: <%1>. Ответ: <%2>.	Token konnte nicht abgerufen werden. Code Ergebnis: <%1>. Antwort: <%2>.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Fehler beim abrufen von Daten. Code Ergebnis: <%1>. Antwort: <%2>.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>. Количество попыток <%4>.	Konnte nicht in Tabelle <%1> machen wählen Sie in der Auswahlliste <%2> Zeile <%3>. Die Anzahl der versuche <%4>.
Не смог сделать выбрать из списка выбора <%1> по строке <%2>. Количество попыток <%3>.	Ich konnte nicht machen wählen Sie in der Auswahlliste <%1> auf Zeile <%2>. Die Anzahl der versuche <%3>.
Не выполнены дополнительные процедуры обработки данных.	Nicht erfüllt sind zusätzliche Verfahren der Datenverarbeitung.
Обнаружено окно обновления конфигурации.	Erkannt wird das Fenster Update-Konfiguration.
Обнаружено окно c сообщением о неудачном обновлением конфигурации.	Gefunden Fenster c Meldung über die gescheiterte Update-Konfiguration.
Видео создано автоматически.	Videos automatisch erstellt.
Количество сценариев	Die Anzahl der Szenarien
Количество шагов	Die Anzahl der Schritte
Версия Vanessa-Automation	Version Vanessa-Automation
Версия скрипта сборки видео	Version des Skripts build-Video
ЗаголовокАктивногоОкна	ЗаголовокАктивногоОкна
ИмяАктивнойФормы	ИмяАктивнойФормы
В таблице должно быть боле 1 строки, а получили <%1> строк.	In der Tabelle sollte mehr als 1 Zeile, und erhalten <%1> Zeilen.
Выполнить сценарии	Ausführen von Skripts
Загружены глобальные переменные.	Hochgeladen Globale Variablen.
Не найден каталог: %1	Verzeichnis nicht gefunden: %1
Выполнить	Ausführen
Выполняется...	Wird...
Останавливается...	Stoppt...
Обнаружено окно перехода на новую версию платформы 1С:Предприятие.	Entdeckt das Fenster der Umstellung auf die neue Version der Plattform 1C:Enterprise.
В таблице <%1> не получилось активизировать поле <%2> для редактирования.	In der Tabelle <%1> nicht funktioniert intensivieren Feld <%2> für die Bearbeitung.
Ожидалось в течение <%1> секунд, что откроется окно с заголовком отличным от <%2>.	Erwartet innerhalb von <%1> Sekunden, dass das Fenster mit der überschrift ausgezeichnet von <%2>.
Выберите файл настроек Vanessa Automation.	Wählen Sie die Einstellungsdatei Vanessa Automation.
Версия загружаемых настроек не соответсвует версии обработки.	Version der geladenen Einstellungen stimmt nicht mit der Version der Behandlung.
Информация: Параметр %1 не загружен.	Parameter: %1 kann nicht geladen werden.
Не получилось прочитать значение из строки запуска: %1.	Nicht funktioniert Lesen Sie den Wert aus Zeile ausführen: %1.
При чтении переменных окружения операционной системы возникло исключение: %1	Beim Lesen der Umgebungsvariablen des Betriebssystems ist eine Ausnahme aufgetreten: %1
Не найден путь к файлу JSON. Параметр: VAParams.	Nicht gefunden den Pfad zur Datei JSON. Parameter: VAParams.
Ошибка чтения структуры JSON. Пропускаем чтение.	Fehler beim Lesen der JSON-Struktur. Vermissen Sie das Lesen.
Ошибка чтения структуры JSON.	Fehler beim Lesen der JSON-Struktur.
В параметрах JSON не найден каталог Фич.	In den JSON-Katalog nicht gefunden Fitch.
Использование устаревшего параметра "КаталогOutputСкриншоты". Новый параметр - "КаталогВыгрузкиСкриншотов".	Die Verwendung veralteter Parameter "КаталогOutputСкриншоты". Neue Einstellung - "КаталогВыгрузкиСкриншотов".
