Строка поиска	Translation
Установлен флаг "Остановка при возникновении ошибки". Выполнение следующих сценариев отменено.	Állítsa be a zászló "Állj meg, amikor hiba fordul elő". Az alábbi forgatókönyvek törölték.
Установлен флаг <Остановка при возникновении ошибки>. Выполнение следующих сценариев отменено.	Állítsa be a zászlót a <Stop hiba akkor fordul elő, ha>. Az alábbi forgatókönyvek törölték.
Утверждение "ИмеетДлину" не умеет работать с типом <%1>.%2	A kijelentés, hogy "az Meatline" nem működik a típus <%1>.%2
Утверждение "ПроверитьВхождениеВКоллекцию" не умеет работать с типом коллекции <%1>.%2	A kijelentés, hogy "az Prioritypaydayloans" nem tud dolgozni egy gyűjtemény típus <%1>.%2
Утверждение "Содержит" не умеет работать с типом <%1>.%2	A nyilatkozatot a "Tartalmaz" nem működik a típus <%1>.%2
Утверждение <ИмеетДлину> не умеет работать с типом <%1>.%2	Jóváhagyási <Emaldona> nem működik a típus <%1>.%2
Утверждение <ПроверитьВхождениеВКоллекцию> не умеет работать с типом коллекции <%1>.%2	Jóváhagyási <Prioritypaydayloans> nem képes dolgozni egy gyűjtemény típus <%1>.%2
Утверждение <Содержит> не умеет работать с типом <%1>.%2	Jóváhagyási <Tartalmaz> nem működik a típus <%1>.%2
Утверждение ПроверитьРавенствоФайлов можно использовать только в толстом клиенте.	Jóváhagyási Rangsorolásának lehet használni, csak a vastag kliens.
Файл <%1> не найден.	A fájl <%1> nem található.
Файл <%1> не существует.	A fájl <%1> nem létezik.
Файл <vbFeatureReader.epf> не найден в каталоге инструментов <%1>	Fájl <vbFeatureReader.epf> nem található meg a tools könyvtárban <%1>
Файл %1: <%2>	A fájl %1 <%2>
Файл EPF не создан.	Az EPF fájl nem jön létre.
Файл EPF не создан. Не смог создать каталог временной базы.	Az EPF fájl nem jön létre. Nem sikerült létrehozni a könyvtár ideiglenes bázis.
Файл отчета Allure-report (%1) записан.	A jelentés fájl Allure-jelentés (%1) kell rögzíteni.
Файл отчета CucumberJson-report (%1) записан.	A jelentés fájl CucumberJson-jelentés (%1) kell rögzíteni.
Файл отчета jUnit-report (%1) записан.	A jelentés fájl jUnit-jelentés (%1) kell rögzíteni.
Фича <%1> содержит тег @Tree. Найдены строки, которые содержат символы пробелов и символы табуляции в начале строки. Дерево не может быть корректно построено.	A funkció <%1> tartalmazza a tag @Fa. Talált szálat tartalmazó fehér szóköz karaktert, majd a tab karakterek elején a sor. A fát nem lehet megfelelően épült.
Фича <%1> содержит тег @Tree. Часть строк содержит в начале строки символы пробелов <%2>, часть строк содержит символы табуляции <%3>. Дерево не может быть корректно построено.	A funkció <%1> tartalmazza a tag @Fa. A sor tartalmazza az elején a vonal karaktereket, szóköz karaktert <%2>, néhány sort tartalmazó lap karakter <%3>. A fát nem lehet megfelelően épült.
Фича: %1	Ficha: %1
Фичи загружены	Funkciók betöltése
Флаг <Сохранять контексты перед выполнением шагов> установлен в <Истина>.	Zászló <Mentés kontextusokban végrehajtása előtt a lépéseket> beállítása <Igaz>.
Флаг с заголовком <%1> не найден.	A zászló a fejléc <%1> nem található.
Флаг с именем <%1> не найден.	Egy zászló a neve <%1> nem található.
Форма <%1> не найдена.	Forma <%1> nem található.
Форма окна с заголовком %1 не найдена.	A forma az ablak címe '%1 ' nem találtam.
Форма с заголовком <%1> не найдена.	Formában, a cím <%1> nem található.
Форма с заголовком %1 не найдена.	Forma header %1 nem található.
Хост сеанс надо запустить с ключом /TESTMANAGER.	A fogadó ülésen kell kezdeni a kulcs /TESTMANAGER.
Хотели, чтобы алгоритм <%1> выполнился, а он упал с ошибкой <%2>. %3	Akartam algoritmus <%1> hajtották végre, hogy leesett a hiba <%2>. %3
Хотели, чтобы алгоритм <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	Akartam algoritmus <%1> elejtett egy hibaüzenet <%2>, majd leesett az üzenet <%3>.%4
Хотели, чтобы алгоритм <%1> упал, а он выполнился%2	Akartam algoritmus <%1> esett, majd kivégezte%2
Хотели, чтобы код <%1> выполнился, а он упал с ошибкой <%2>. %3	Akartam kód <%1> hajtották végre, hogy leesett a hiba <%2>. %3
Хотели, чтобы код <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	Akartam kód <%1> elejtett egy hibaüzenet <%2>, majd leesett az üzenet <%3>.%4
Хотели, чтобы код <%1> упал, а он выполнился%2	Akartam kód <%1> esett, majd kivégezte%2
Шаг	Lépés
Шаг (%1) не выполнен.	Lépés (%1) nem valósul meg.
Шаг (%1) не выполнен. Строка дерева №%2	Lépés (%1) nem valósul meg. String fa szám%2
Шаг (%1) не реализован.	Lépés (%1) nem valósul meg.
Шаг <%1> должен был вызвать исключение, а он выполнился корректно.	Lépés <%1> volt várható, mert egy kivétel, de hibátlanul.
Шаг выполнен с ошибкой: %1	Lépés sikertelen: %1
Шаг принимает на вход только таблицу Gherkin, в которой две строки. А было передано %1 строк.	A lépés, úgy, mint bemeneti csak a Makkot táblázat, amelyben két sor. Pedig átadták %1 sort.
Шаг сценария не реализован.	Lépés a szkript végrehajtása nem.
Элемент с заголовком <%1> виден на текущей форме	Elem címe <%1> látható, hogy a jelenlegi formájában
Элемент с заголовком <%1> доступен на форме	Elem címe <%1> elérhető a forma
Элемент с заголовком <%1> доступен не только для просмотра	Elem címe <%1> nem érhető el a megtekintéshez
Элемент с заголовком <%1> доступен только для просмотра	Elem címe <%1> megtekinthető csak
Элемент с заголовком <%1> не виден на текущей форме	Elem címe <%1> nem látható a jelenlegi formájában
Элемент с заголовком <%1> не доступен на форме	Elem címe <%1> nem érhető el ebben a formában
Элемент с именем <%1> виден на текущей форме	Az elem a nevét <%1> látható, hogy a jelenlegi formájában
Элемент с именем <%1> доступен на форме	Az elem a nevét <%1> elérhető a forma
Элемент с именем <%1> доступен не только для просмотра	Az elem a nevét <%1> nem érhető el a megtekintéshez
Элемент с именем <%1> доступен только для просмотра	Az elem a nevét <%1> csak akkor áll rendelkezésre, megtekintéséhez
Элемент с именем <%1> не виден на текущей форме	Az elem a nevét <%1> nem látható a jelenlegi formájában
Элемент с именем <%1> не доступен на форме	Az elem a nevét <%1> nem érhető el ebben a formában
Элемент формы <%1> не найден.	Egy elem a nyomtatvány <%1> nem található.
Элемент формы с именем <%1> не найден.	Az űrlap elem neve <%1> nem található.
Элемента формы с заголовком <%1> не найдено.	Űrlap elem címe <%1> nem található.
Элемента формы с именем <%1> не найдено.	Egy űrlap elem neve <%1> nem található.
Это возможно только для шага.	Ez csak akkor lehetséges, ha a lépés.
является NULL	NULL
является заполненным	tele van
является истиной	az igazság
является ложью	hazugság
является неопределено	van definiálva,
Не найден SikuliX скрипт <%1>.	Nem található SikuliX script <%1>.
Не удалось выполнить SukuliX скрипт <%1>.	Nem sikerült SukuliX script <%1>.
Ожидали, что в таблице <%1> текуще поле будет заполнено.	Várható, hogy a táblázat <%1> az aktuális mező ki van töltve.
Ожидали, что в таблице <%1> текуще поле будет не заполнено.	Várható, hogy a táblázat <%1> az aktuális mező üres lesz.
Ожидали у таблицы <%1> в течение <%2> секунд, что текущее поле будет заполнено.	Várható táblázat <%1>, a <%2> másodpercig, hogy a jelenlegi mező ki van töltve.
Таблица <%1>. Строка №<%2>. Колонка <%3>. Не смог получить значение из эталона.	Táblázat <%1>. A Vonal Nem.<%2>. Oszlop <%3>. Nem az érték a minta.
Не получилось получить представление открытого списка выбора <%1>.	Nem nyílt kilátás kiválasztási lista <%1>.
У списка выбора <%1> ожидалось %2 значений, а было получено %3 значений.	A kiválasztási lista <%1> várt %2, de a kapott %3 értékek.
Ожидалось получить %1, а было получено %2.	Várható % - os 1, kapott %2.
Открытый список выбора <%1> не равен эталону. Различия: %2	Nyílt kiválasztási lista <%1> nem egyenlő mérce. Különbség: %2
Ожидалось, что открытый список содержит значение %1.	Várható volt, hogy a nyílt lista tartalmazza %1 értéket.
Открытый список выбора <%1> не содержит ожидаемые значения: %2	Nyílt kiválasztási lista <%1> nem tartalmazza a várható érték: %2
Открытый список выбора <%1> содержит значения, которых не должно быть: %2	Nyílt kiválasztási lista <%1> tartalmaz értékeket nem szabad: %2
Не смог получить данные локализации сообщений.	Nem kap adatokat honosítása üzenetek.
У поля <%1> не получилось нажать на гиперссылку <%2>.	A mező <%1> nem kattintson egy hivatkozásra <%2>.
Вы уверены?	Biztos vagy benne?
Закрыть форму	Zárja be az űrlapot
Не получилось нажать на кнопку <%1>.	Nem kattintson a gombra, <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд ячейка <%3> станет равна <%4>.	Mi várható a táblázatos dokumentumot <%1>, a <%2> másodperc cella <%3> egyenlő <%4>.
Некоторые сообщения не были найдены в окне сообщений пользователю: %1	Néhány üzenet nem állapították meg, az üzenet mezőben a felhasználó: %1
В окне сообщений пользователю были найдены лишние сообщения: %1	Az üzenet mezőben a felhasználó találtak a felesleges üzenetek: %1
Не получилось определить длительность у файла <%1>.	Nem tudta meghatározni időtartama fájl <%1>.
Не получилось добавить субтитры к файлу <%1>.	Nem képaláírásokat, hogy a fájl <%1>.
Команда ffmpeg по слиянию всех видео не выполнена.	Ffmpeg paranccsal egyesíteni a videó nem készült.
Команда ffmpeg по перекодированю звука не выполнена.	A parancs az ffmpeg perekopirovannye nincs hang.
Команда ffmpeg по добавлению водяной отметки и перекодированию звука не выполнена.	Ffmpeg parancs hozzáadása a vízállás, átkódolás az audió nem hajtották végre.
Команда ffmpeg по кодированию в mp4 не выполнена.	Az ffmpeg, a parancs, a kódolás mp4-nem hajtották végre.
Команда ffmpeg по добавлению mp3 в ролик не выполнена.	Ffmpeg parancs hozzáadása mp3 videó nem hajtották végre.
Не получилось создать файл TTS <%1>.	Nem sikerült létrehozni a TTS fájl <%1>.
Не указано имя голоса Text To Speech.	Nincs megadva a neve, egy hang, Szöveg-Beszéd.
Не указана команда ffmpeg.	Nincs megadva, az ffmpeg.
Не указана команда Convert.	Nincs megadva a Convert parancs.
Не найдено значение из колонки <%1>.	Nem találta meg az érték oszlopban <%1>.
Не найдено значение <%1> из колонки <%2>.	Nem található <%1> az oszlop <%2>.
Не получилось сохранить в переменную <%1> таблицу с именем <%2>.	Nem tudta megmenteni a változó <%1> táblázat neve <%2>.
Таблица <%1> пустая.	Táblázat <%1> üres.
В таблицах <%1> и <%2> разное количество колонок <%3> и <%4>.	A táblázatban <%1> <%2> a különböző oszlopok száma <%3> <%4>.
Не все строки таблицы <%1> найдены в таблице <%2>:	Nem minden sort a táblázatban <%1> található táblázat <%2>:
Для элемента с именем <%1> не найдена форма.	Az elem a nevét <%1> nem található űrlapot.
Не указано значение настройки Vanessa-automation: <КаталогПроекта>.	Nincs megadva a beállítási érték Vanessa-automatizálás: <Catalogproduct>.
Не указано значение настройки Vanessa-automation: <КаталогиСкриптовSikuliX>.	Nincs megadva a beállítási érték Vanessa-automatizálás: <КаталогиСкриптовSikuliX>.
В каталоге <%1> не найден файл <%2>.	A könyvtár <%1> fájl nem található <%2>.
В каталоге <%1> найдено больше одного файла <%2>: %3.	A könyvtár <%1> találtak több fájl <%2>: %3.
Не получилось сделать клик мышкой по картинке <%1>.	Nem kattintson az egérrel a kép <%1>.
Не получилось запустить Sikulix сервер.	Nem sikerült futtatni Sikulix szerver.
Не получилось дождаться выполнения SikuliX скрипта <%1>.	Nem tudott várni, hogy fut SikuliX script <%1>.
Не получилось выполнить SikuliX скрипт <%1>.	Nem sikerült futtatni SikuliX script <%1>.
Ожидалось, что группа элементов <%1> содержит данные элементы формы: %2	Várható volt, hogy a csoport az elemek <%1> tartalmazza az adatelemek formájában: %2
Ожидалось, что группа элементов <%1> не содержит данные элементы формы: %2	Várható volt, hogy a csoport az elemek <%1> nem tartalmazza az adatelemek formájában: %2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения отличного от <%4>. Текущее значение <%5>.	Várható táblázat <%1>, a <%2> másodperc mezők <%3> értékek azonos a <%4>. Az aktuális érték <%5>.
Ожидалось, что в панели разделов будет <%1> элементов, а найдено <%2> элементов.	Várható volt, hogy a panel szakaszok lesz <%1> elem, talált <%2> elemek.
Ожидалось, что в панели разделов будут содержаться следующие элементы: %1	Várható volt, hogy a panel szakasz tartalmazza a következő elemeket: %1
Ожидалось, что в панели разделов не будут содержаться следующие элементы: %	Várható volt, hogy a panel szakasz tartalmazza a következő elemeket: %
Ожидалось, что в панели функций будет <%1> элементов, а найдено <%2> элементов.	Várható volt, hogy kezelőpanel lesz <%1> elem, talált <%2> elemek.
Ожидалось, что в панели функций будет элемент <%1> , а был найден элемент <%2>.	Várható volt, hogy a funkció az elem <%1> találták <%2>.
Ожидалось, что в панели функций будут содержаться следующие элементы: %1	Várható volt, hogy a funkció, bár tartalmazza a következő elemeket: %1
Ожидалось, что в панели функций не будут содержаться следующие элементы: %1	Várható volt, hogy a panel funkciói közé a következőket: %1
Группа <%1> не найдена в панели функций.	Csoport <%1> nem talált a függvény, bár.
Ожидалось, что в группе <%1> панели функций будут содержаться следующие элементы: %2	Várható volt, hogy a <%1> a funkciót, bár tartalmazza a következő elemeket: %2
Ожидалось, что в группе <%1> панели функций не будут содержаться следующие элементы: %2	Várható volt, hogy a <%1> a funkciót, bár tartalmazza a következő elemeket: %2
Ошибка. Не найдены настройки пользователя <%1> в файле <%2>.	Hiba. Nem konfiguráció található felhasználói <%1> a fájl <%2>.
Функция <%1> реализована только для Windows.	Funkció <%1> csak végrehajtani a Windows.
У поля <%1> ожидали текст заголовка <%2>, а получили <%3>.	A mező <%1> várható volt, a fejléc szöveg <%2>, <%3>.
В таблице <%1> у поля <%2> ожидали заголовок <%3>, а получили <%4>.	A táblázat <%1> a mező <%2> várható cím <%3>, <%4>.
В таблице <%1> у поля <%2> ожидали текст подсказки <%3>, а получили <%4>.	A táblázat <%1> a mező <%2> számítottam, hogy a tooltip szövege <%3>, <%4>.
Не получилось выгрузить базу в dt: <%1>. Путь к DT: <%2>. Статус возврата: <%3>.	Feltöltés sikertelen adatbázis a dt: <%1>. Az út a DT: <%2>. A vissza állapot <%3>.
Группа колонок <%1> в таблице <%2> не найдена.	Egy csoport oszlopok <%1> a táblázat <%2> nem találtam.
В таблице <%1> в группе колонок <%2> колонка <%3> не найдена.	A táblázat <%1> csoport oszlopok <%2> oszlop <%3> nem található.
Не получилось найти на экране картинку <%1>.	Nem találja a képet a képernyőn <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд значение ячейки <%3> станет равно <%4>. Текущее значение <%5>.	Mi várható a táblázatos dokumentumot <%1>, a <%2> másodperc a cella értéke <%3> egyenlő <%4>. Az aktuális érték <%5>.
Метод Шаг() не выполнен. Не удалось прочитать шаги из временного фича файла <%1>. Исходная строка:%2	A módszer Lépés() nem hajtják végre. Nem olvastam a lépésre az átmeneti jellemzője a fájl <%1>. Eredeti string:%2
Этот клиент	Ez az ügyfél
Не получилось найти данные макета <%1>.	Nem találtam adatokat elrendezés <%1>.
Не получилось выполнить эмуляцию хоткея <%1> <%2>.	Nem sikerült végrehajtani emuláció gyorsbillentyű <%1> <%2>.
Не получилось выполнить эмуляцию ENTER.	Nem sikerült felülmúlni az ENTER billentyűt.
Не получилось дождаться картинки <%1> в течение <%2> секунд.	Nem tudott várni a képek <%1>, a <%2> másodperc.
Окно с заголовком <%1> не найдено. Текущее окно: <%2>.	Egy ablak, egy cím <%1> nem található. Aktuális ablak: <%2>.
Строка <%1> не найдена в окне сообщений пользователю. Состояние окна сообщений:%2	A vonal <%1> nem találták meg az üzenet ablakban a felhasználó számára. A státusz ablak üzenet:%2
Не получилось определить родителя у шага <%1>.	Nem tudom megállapítani, hogy a szülő a lépés <%1>.
Не получилось определить позицию шага <%1> в группе шагов <%2>.	Nem sikerült meghatározni a pozícióját a lépés <%1> a csoport lépéseket <%2>.
Не получилось открыть форму регистра сведений <%1>.	Nem sikerült megnyitni a formában a nyilvántartásban szereplő adatokat <%1>.
Не получилось найти подсистему <%1> в регистре версии подсистем.	Nem találtam alrendszer <%1> a nyilvántartásba változata az alrendszerek.
Ожидалось получить <%1> строк в таблице <%2>, а было получено <%3> строк.	Várható, hogy a <%1> sort a táblázat <%2>, majd érkezett <%3> sor.
Не получилось сохранить значение <%1> в переменную <%2>.	Sikertelen mentés: <%1> a változó <%2>.
Не получилось подключиться к ранее запущенному клиенту тестирования <%1>, порт <%2>.	Nem sikerült csatlakozni a korábban futó teszt ügyfél <%1>, port <%2>.
Не получилось прочитать параметр запуска <%1>.	Nem olvastam az indítási paraméter <%1>.
ИмяРаннера	Marinera
ТипКлиентаТестирования	Tibclientdataset
СтрокаСоединения	Strokeopacity
Не получилось сохранить строку <%1> в переменную <%2>.	Sikertelen mentés: <%1> a változó <%2>.
Неверно указано значение параметра направления вращения колеса мышки. Возможные значения: Вверх или Вниз.	Érvénytelen paraméter értéke a forgásiránya a görgős egér. Lehetséges értékek: Felfelé vagy Lefelé.
Не получилось выполнить эмуляцию вращения колеса мышки в направлении <%1>, количество итераций <%2>.	Nem sikerült felülmúlni a görgős egér az irányt <%1> száma ismétlések <%2>.
Обнаружено несколько файлов, экспортирующих подсценарий <%1>. Файлы: %2	Több fájl exportáló podszewki <%1>. Fájl: %2
Не получилось сделать клик праой кнопкой мышки по картинке <%1>.	Nem kattintson proi kattintson a képre <%1>.
Не получилось переместить курсор мышки к картинке <%1>.	Nem mozgassa az egér kurzort a képet <%1>.
Не существует клиента тестирования <%1>.	Nincs teszt ügyfél <%1>.
Ожидали, что процесс с ИД <%1> будет завершен в течение <%2> секунд.	Várható, hogy a folyamat ID <%1> fejeződik belül <%2> másodperc.
Значение переменной <%1> изменено на <%2>.	Az érték a változó <%1> változott <%2>.
Значение глобальной переменной <%1> изменено на <%2>.	A globális változó értéke <%1> változott <%2>.
Переменная <%1> удалена.	Változó <%1> eltávolítása.
Глобальная переменная <%1> удалена.	A globális változó <%1> eltávolítása.
Контекст	A kontextus
Контекст глобальный	Az összefüggésben a globális
Окно с заголовком <%1> не найдено. Таймаут поиска окна: <%2>.	Egy ablak, egy cím <%1> nem található. Időtúllépés a keresés ablak: <%2>.
Не удалось получить токен.	Sikertelen token.
Не удалось получить токен. Код результата: <%1>. Ответ: <%2>.	Sikertelen token. Eredmény kód: <%1>. Válasz: <%2>.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Nem sikerült adatokat szerezni. Eredmény kód: <%1>. Válasz: <%2>.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>. Количество попыток <%4>.	Nem a táblázatban <%1> teszi, hogy válassza ki a listából a választási <%2> a vonal <%3>. A kísérletek száma <%4>.
Не смог сделать выбрать из списка выбора <%1> по строке <%2>. Количество попыток <%3>.	Nem tudott választani a kiválasztási lista <%1> on-line <%2>. A kísérletek száma <%3>.
Не выполнены дополнительные процедуры обработки данных.	Nem végzett kiegészítő eljárások az adatok feldolgozása.
Обнаружено окно обновления конфигурации.	Felfedezte, ablak konfigurációs frissítéseket.
Обнаружено окно c сообщением о неудачном обновлением конфигурации.	Felfedezte, ablak, az üzenetet nem sikerült frissíteni a konfiguráció.
Видео создано автоматически.	Videó létre automatikusan.
Количество сценариев	A forgatókönyvek száma
Количество шагов	A lépések számát
Версия Vanessa-Automation	Verzió Vanessa-Automatizálás
Версия скрипта сборки видео	A változat a build script videó
ЗаголовокАктивногоОкна	Segelbooten
ИмяАктивнойФормы	Inaktivitás
В таблице должно быть боле 1 строки, а получили <%1> строк.	A táblázat kézbesítendő 1 sort, majd <%1> vonalak.
Выполнить сценарии	A scriptek futtatását
Загружены глобальные переменные.	Betöltött globális változók.
Не найден каталог: %1	Nem található könyvtárban: %1
Выполнить	Végre
Выполняется...	Fut...
Останавливается...	Megáll...
Обнаружено окно перехода на новую версию платформы 1С:Предприятие.	Felfedezte, hogy az átigazolási ablak, hogy egy új verzió 1C:Enterprise platform.
В таблице <%1> не получилось активизировать поле <%2> для редактирования.	A táblázat <%1> nem aktiválja a mező <%2> szerkesztésre.
Ожидалось в течение <%1> секунд, что откроется окно с заголовком отличным от <%2>.	Várható <%1> másodperc, ami megnyit egy ablakot, egy olyan címmel, más, mint a <%2>.
Выберите файл настроек Vanessa Automation.	Válassza ki a beállítások, a fájl Vanessa Automatizálás.
Версия загружаемых настроек не соответсвует версии обработки.	Verzió letölthető a beállítások nem felelnek meg a változat a feldolgozás.
Информация: Параметр %1 не загружен.	Paraméter: %1 nem tölt be.
Не получилось прочитать значение из строки запуска: %1.	Nem olvastam az érték a vonal indul: %1.
При чтении переменных окружения операционной системы возникло исключение: %1	Ha olvasás környezeti változók az operációs rendszer egy kivétel történt: %1
Не найден путь к файлу JSON. Параметр: VAParams.	Nem találtam meg az utat, hogy a JSON fájlt. Paraméter: VAParams.
Ошибка чтения структуры JSON. Пропускаем чтение.	Hiba olvasás JSON szerkezet. Ugrás az olvasás.
Ошибка чтения структуры JSON.	Hiba olvasás JSON szerkezet.
В параметрах JSON не найден каталог Фич.	A beállítások JSON nem található könyvtár Szolgáltatásait.
Использование устаревшего параметра "КаталогOutputСкриншоты". Новый параметр - "КаталогВыгрузкиСкриншотов".	Használata elavult paraméter "КаталогOutputСкриншоты". Egy új paraméter a "Cataloglistview".
Использование устаревшего параметра "КаталогOutputИнструкцияHTML". Новый параметр - "КаталогВыгрузкиИнструкцийHTML".	Használata elavult paraméter "КаталогOutputИнструкцияHTML". Egy új lehetőség - "КаталогВыгрузкиИнструкцийHTML".
Использование устаревшего параметра "КаталогOutputИнструкцияMarkdown". Новый параметр - "КаталогВыгрузкиИнструкцийMarkdown".	Használata elavult paraméter "КаталогOutputИнструкцияMarkdown". Egy új lehetőség - "КаталогВыгрузкиИнструкцийMarkdown".
Использование устаревшего параметра "КаталогOutputИнструкцияВидео". Новый параметр - "КаталогВыгрузкиИнструкцийВидео".	Használata elavult paraméter "КаталогOutputИнструкцияВидео". Egy új lehetőség - "Cataloguecontroller".
Использование устаревшего параметра "КаталогOutputjUnit". Новый параметр - "КаталогВыгрузкиjUnit".	Használata elavult paraméter "КаталогOutputjUnit". Egy új lehetőség - "КаталогВыгрузкиjUnit".
В параметрах запуска JSON не определен каталог отчета jUnit.	A beállítások JSON nem meghatározott könyvtár jelentés jUnit.
Использование устаревшего параметра "КаталогOutputCucumberJson". Новый параметр - "КаталогВыгрузкиCucumberJson"	Használata elavult paraméter "КаталогOutputCucumberJson". Egy új lehetőség - "КаталогВыгрузкиCucumberJson"
В параметрах запуска JSON не определен отчета CucumberJson.	A beállítások JSON nem meghatározott jelentés CucumberJson.
Использование устаревшего параметра "КаталогOutputAllure". Новый параметр - "КаталогВыгрузкиAllure".	Használata elavult paraméter "КаталогOutputAllure". Egy új lehetőség - "КаталогВыгрузкиAllure".
Использование устаревшего параметра "КаталогOutputAllureБазовый". Новый параметр - "КаталогВыгрузкиAllureБазовый".	Használata elavult paraméter "КаталогOutputAllureБазовый". Egy új lehetőség - "КаталогВыгрузкиAllureБазовый".
Форма из переданного списка не найдена.	Formája az elmúlt lista nem találtam.
ИмяФичи	Kafici
ИмяСценария	Kasanaru
НомерСтрокиДерева	Nemestrinidae
НомерСтрокиФичи	Namestrategy
ПолнйПутьКФиче	Polypacific
Сценарий не определён.	A forgatókönyv nem meghatározott.
Шаг не определён.	A lépés nem meghatározott.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Nem sikerült adatokat szerezni. Eredmény kód: <%1>. Válasz: <%2>.
ДеталиОшибки	Dealiasing
Команда по созданию картинки из текста не выполнена: %1	Parancs létrehozása, képek, a szöveges sikertelen: %1
Не получилось получить командный интерфейс клиента тестирования.	Nem tudta megszerezni a parancsnoki ügyfél felület tesztelése.
Окно предупреждения не найдено.	A figyelmeztető ablak nem találtam.
Не получилось выполнить помещение файла <%1>.	Nem tudta végrehajtani a fájl <%1>.
Не найдено подключение SikuliX сервера.	Nem található kapcsolat SikuliX szerver.
Подключение SikuliX сервера сброшено.	Kapcsolat SikuliX szerver reset.
Не указано значение настройки Vanessa-automation: <КаталогДляГенерацииКартинок>.	Nincs megadva a beállítási érték Vanessa-automatizálás <Catalogchangelistener>.
Не получилось создать картинку по тексту <%1>.	Nem sikerült létrehozni a kép, a szöveg <%1>.
Не найден профиль поиска картинки с текстом <%1>.	Nem található keresés profil képek, a szöveges <%1>.
Команда не выполнена: %1	Parancs sikertelen: %1
Не получилось вычислить выражение: %1. Описание ошибки: %2	Nem oldotta meg a kifejezést: %1. Leírása a hiba: %2
Не указано имя файла.	Nincs megadva a fájl nevét.
Каталог <%1> не существует.	Könyvtár <%1> nem létezik.
Не указано расширение файла.	Nem adja meg a fájl kiterjesztését.
Не получилось закрыть активное окно <%1>. %2	Nem sikerült közel aktív ablak <%1>. %2
Закрытие окна <%1>.	Egy ablak bezárása <%1>.
