Строка поиска	Translation
Утверждение <ИмеетДлину> не умеет работать с типом <%1>.%2	Твърдение <ИмеетДлину> не знае как да работи с типа на <%1>.%2
Утверждение <ПроверитьВхождениеВКоллекцию> не умеет работать с типом коллекции <%1>.%2	Твърдение <ПроверитьВхождениеВКоллекцию> не знае как да работи с вида колекция <%1>.%2
Утверждение <Содержит> не умеет работать с типом <%1>.%2	Твърдение <Съдържа> не знае как да работи с типа на <%1>.%2
Утверждение ПроверитьРавенствоФайлов можно использовать только в толстом клиенте.	Одобрение ПроверитьРавенствоФайлов може да се използва само в дебелите клиента.
Файл <%1> не найден.	Файл <%1> не е намерен.
Файл <%1> не существует.	Файл <%1> не съществува.
Файл <vbFeatureReader.epf> не найден в каталоге инструментов <%1>	Файл <vbFeatureReader.epf> не е намерена в директорията на инструменти за <%1>
Файл %1: <%2>	Файл %1: <%2>
Файл EPF не создан.	Файл EPF не е създаден.
Файл EPF не создан. Не смог создать каталог временной базы.	Файл EPF не е създаден. Не можа да създаде временна директория на базата.
Файл отчета Allure-report (%1) записан.	Файл доклад Allure-report (%1) записано.
Файл отчета CucumberJson-report (%1) записан.	Файл доклад CucumberJson-report (%1) записано.
Файл отчета jUnit-report (%1) записан.	Файл доклад jUnit-report (%1) записано.
Фича <%1> содержит тег @Tree. Найдены строки, которые содержат символы пробелов и символы табуляции в начале строки. Дерево не может быть корректно построено.	Функция <%1> съдържа етикет @Tree. Намерени ред, които съдържат знаци, интервали и табулации в началото на реда. Едно дърво не може да бъде правилно построено.
Фича <%1> содержит тег @Tree. Часть строк содержит в начале строки символы пробелов <%2>, часть строк содержит символы табуляции <%3>. Дерево не может быть корректно построено.	Функция <%1> съдържа етикет @Tree. Част от реда съдържа в началото на низ от символи пропуски <%2>, част от реда съдържа табулации <%3>. Едно дърво не може да бъде правилно построено.
Фича: %1	Функция: %1
Фичи загружены	Фичи заредени
Флаг <Сохранять контексты перед выполнением шагов> установлен в <Истина>.	Флаг <Запази контекст, преди да изпълните стъпките> е <Истината>.
Флаг с заголовком <%1> не найден.	Флаг със заглавие <%1> не е намерен.
Флаг с именем <%1> не найден.	Знаме с името на <%1> не е намерен.
Форма <%1> не найдена.	Форма на <%1> не е намерен.
Форма окна с заголовком %1 не найдена.	Форма на прозорец със заглавие %1 не е намерена.
Форма с заголовком <%1> не найдена.	Форма на заглавието на <%1> не е намерен.
Форма с заголовком %1 не найдена.	Форма на заглавието на %1 не е намерена.
Хост сеанс надо запустить с ключом /TESTMANAGER.	Домакин на сесия трябва да изпълните с ключ /TESTMANAGER.
Хотели, чтобы алгоритм <%1> выполнился, а он упал с ошибкой <%2>. %3	Исках да алгоритъм за <%1> била изпълнена, а той падна с грешка <%2>. %3
Хотели, чтобы алгоритм <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	Исках да алгоритъм за <%1> падна със съобщение за грешка <%2>, и той падна със съобщението <%3>.%4
Хотели, чтобы алгоритм <%1> упал, а он выполнился%2	Исках да алгоритъм за <%1> падна, а тя била изпълнена%2
Хотели, чтобы код <%1> выполнился, а он упал с ошибкой <%2>. %3	Исках за код <%1> била изпълнена, а той падна с грешка <%2>. %3
Хотели, чтобы код <%1> упал с сообщением об ошибке <%2>, а он упал с сообщением <%3>.%4	Исках за код <%1> падна със съобщение за грешка <%2>, и той падна със съобщението <%3>.%4
Хотели, чтобы код <%1> упал, а он выполнился%2	Исках за код <%1> падна, а тя била изпълнена%2
Шаг	Стъпка
Шаг (%1) не выполнен.	Стъпка (%1) не е изпълнена.
Шаг (%1) не выполнен. Строка дерева №%2	Стъпка (%1) не е изпълнена. Ред на дървото брой%2
Шаг (%1) не реализован.	Стъпка (%1) не се реализира.
Шаг <%1> должен был вызвать исключение, а он выполнился корректно.	Стъпка <%1> трябваше да предизвика изключение, а тя била изпълнена правилно.
Шаг выполнен с ошибкой: %1	Стъпка изпълнена с грешка: %1
Шаг принимает на вход только таблицу Gherkin, в которой две строки. А было передано %1 строк.	Стъпка приема на вход само таблица Gherkin, в която на два реда. Както е предадено от %1 на редове.
Шаг сценария не реализован.	Стъпка сценарий не се реализира.
Элемент с заголовком <%1> виден на текущей форме	Елемент със заглавие <%1> вижда на настоящата форма
Элемент с заголовком <%1> доступен на форме	Елемент със заглавие <%1> на разположение на формата
Элемент с заголовком <%1> доступен не только для просмотра	Елемент със заглавие <%1> е достъпен не само за гледане
Элемент с заголовком <%1> доступен только для просмотра	Елемент със заглавие <%1> е само за гледане
Элемент с заголовком <%1> не виден на текущей форме	Елемент със заглавие <%1> не е видим на настоящата форма
Элемент с заголовком <%1> не доступен на форме	Елемент със заглавие <%1> не е на разположение под формата на
Элемент с именем <%1> виден на текущей форме	Елемент с име <%1> вижда на настоящата форма
Элемент с именем <%1> доступен на форме	Елемент с име <%1> на разположение на формата
Элемент с именем <%1> доступен не только для просмотра	Елемент с име <%1> е достъпен не само за гледане
Элемент с именем <%1> доступен только для просмотра	Елемент с име <%1> е само за гледане
Элемент с именем <%1> не виден на текущей форме	Елемент с име <%1> не е видим на настоящата форма
Элемент с именем <%1> не доступен на форме	Елемент с име <%1> не е на разположение под формата на
Элемент формы <%1> не найден.	Форма елемент <%1> не е намерен.
Элемент формы с именем <%1> не найден.	Форма елемент с име <%1> не е намерен.
Элемента формы с заголовком <%1> не найдено.	Елемент форма със заглавие <%1> не е намерен.
Элемента формы с именем <%1> не найдено.	Елемент форма с име <%1> не е намерен.
Это возможно только для шага.	Това е възможно само за терена.
является NULL	е NULL
является заполненным	е попълнен
является истиной	е истината
является ложью	е лъжа
является неопределено	е определен
Не найден SikuliX скрипт <%1>.	Не е намерен SikuliX скрипт <%1>.
Не удалось выполнить SukuliX скрипт <%1>.	Не може да се SukuliX скрипт <%1>.
Ожидали, что в таблице <%1> текуще поле будет заполнено.	Очаквах, че в таблицата <%1> текуще поле ще бъде попълнено.
Ожидали, что в таблице <%1> текуще поле будет не заполнено.	Очаквах, че в таблицата <%1> текуще поле не е попълнено.
Ожидали у таблицы <%1> в течение <%2> секунд, что текущее поле будет заполнено.	Очаква имам таблица <%1> в рамките на <%2> секунди, което даде визуална представа за настоящите поле ще бъде попълнено.
Таблица <%1>. Строка №<%2>. Колонка <%3>. Не смог получить значение из эталона.	Таблица <%1>. Ред №<%2>. Колона <%3>. Не може да получи стойност от стандарта.
Не получилось получить представление открытого списка выбора <%1>.	Не се получи представа на открито списъка изберете <%1>.
У списка выбора <%1> ожидалось %2 значений, а было получено %3 значений.	Имаме списък за избор на <%1> очакваното %2 стойности, а е получено %3 стойности.
Ожидалось получить %1, а было получено %2.	Очакваше да получи от 1%, както е получен %2.
Открытый список выбора <%1> не равен эталону. Различия: %2	Открит списък за избор на <%1> не е равно на стандарта. Разлики: %2
Ожидалось, что открытый список содержит значение %1.	Очакваше се, че е открит списък съдържа стойност от 1%.
Открытый список выбора <%1> не содержит ожидаемые значения: %2	Открит списък за избор на <%1> не съдържа очакваните стойности: %2
Открытый список выбора <%1> содержит значения, которых не должно быть: %2	Открит списък за избор на <%1> съдържа стойности, които не трябва да бъдат: %2
Не смог получить данные локализации сообщений.	Не бях в състояние да получи информация за локализация на съобщения.
У поля <%1> не получилось нажать на гиперссылку <%2>.	При полета за <%1> не успя да щракнете върху хипервръзка <%2>.
Вы уверены?	Сигурни ли сте?
Закрыть форму	Затвори форма
Не получилось нажать на кнопку <%1>.	Не успя да натиснете бутона за <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд ячейка <%3> станет равна <%4>.	Очаква се, че таблицата на документа <%1> в рамките на <%2> секунди клетка <%3> ще стане равен на <%4>.
Некоторые сообщения не были найдены в окне сообщений пользователю: %1	Някои съобщения не са били намерени в прозореца за съобщения на потребителя: %1
В окне сообщений пользователю были найдены лишние сообщения: %1	В прозореца за съобщения на потребителя са били намерени излишни мнения: %1
Не получилось определить длительность у файла <%1>.	Не успя да определи продължителността на край на файл <%1>.
Не получилось добавить субтитры к файлу <%1>.	Не успя да добавите субтитри към файла на <%1>.
Команда ffmpeg по слиянию всех видео не выполнена.	Екипът на ffmpeg, както всички видео не е изпълнена.
Команда ffmpeg по перекодированю звука не выполнена.	Екипът на ffmpeg по перекодированю на звука не е изпълнена.
Команда ffmpeg по добавлению водяной отметки и перекодированию звука не выполнена.	Екипът на ffmpeg за добавяне на воден марка и перекодированию на звука не е изпълнена.
Команда ffmpeg по кодированию в mp4 не выполнена.	Екипът на ffmpeg за кодиране в mp4 не е изпълнена.
Команда ffmpeg по добавлению mp3 в ролик не выполнена.	Екипът на ffmpeg за добавяне на mp3 в клип не е изпълнена.
Не получилось создать файл TTS <%1>.	Не се създаде файл TTS <%1>.
Не указано имя голоса Text To Speech.	Не е посочено името на глас Text To Speech.
Не указана команда ffmpeg.	Не е посочена команда ffmpeg.
Не указана команда Convert.	Не е посочена команда Convert.
Не найдено значение из колонки <%1>.	Не са намерени стойност от колона <%1>.
Не найдено значение <%1> из колонки <%2>.	Не са намерени стойността на <%1> от колона <%2>.
Не получилось сохранить в переменную <%1> таблицу с именем <%2>.	Не успя да се запази в променлива <%1> таблица с име <%2>.
Таблица <%1> пустая.	Таблица <%1> празна.
В таблицах <%1> и <%2> разное количество колонок <%3> и <%4>.	В таблици <%1> и <%2> разни брой високоговорители <%3> и <%4>.
Не все строки таблицы <%1> найдены в таблице <%2>:	Не всички редове на таблицата <%1> намерени в таблицата <%2>:
Для элемента с именем <%1> не найдена форма.	За елемент с име <%1> не е намерена форма.
Не указано значение настройки Vanessa-automation: <КаталогПроекта>.	Не е посочено значението на настройките на Ванеса-автоматика: <КаталогПроекта>.
Не указано значение настройки Vanessa-automation: <КаталогиСкриптовSikuliX>.	Не е посочено значението на настройките на Ванеса-автоматика: <КаталогиСкриптовSikuliX>.
В каталоге <%1> не найден файл <%2>.	В директорията <%1> не е намерен файл <%2>.
В каталоге <%1> найдено больше одного файла <%2>: %3.	В директорията <%1> намерени повече от един файл <%2>: %3.
Не получилось сделать клик мышкой по картинке <%1>.	Не успя да щракнете с мишката на картинката за <%1>.
Не получилось запустить Sikulix сервер.	Не успя да стартирате Sikulix сървър.
Не получилось дождаться выполнения SikuliX скрипта <%1>.	Не се изчака за изпълнение на SikuliX скрипт <%1>.
Не получилось выполнить SikuliX скрипт <%1>.	Не успя да изпълни SikuliX скрипт <%1>.
Ожидалось, что группа элементов <%1> содержит данные элементы формы: %2	Очакваше се, че групата на елемента <%1> съдържа елементи на данните форма: %2
Ожидалось, что группа элементов <%1> не содержит данные элементы формы: %2	Очакваше се, че групата на елемента <%1> не съдържа елементи на данните форма: %2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения отличного от <%4>. Текущее значение <%5>.	Очаква имам таблица <%1> в рамките на <%2> секунди от полета за <%3> стойност, различен от <%4>. Текущата стойност на <%5>.
Ожидалось, что в панели разделов будет <%1> элементов, а найдено <%2> элементов.	Очакваше се, че в лентата с дяловете ще е <%1> елементи, както found <%2> елементи.
Ожидалось, что в панели разделов будут содержаться следующие элементы: %1	Очакваше се, че в лентата с дяловете ще се съдържат следните елементи: %1
Ожидалось, что в панели разделов не будут содержаться следующие элементы: %	Очакваше се, че в лентата с дяловете ще се съдържат следните елементи: %
Ожидалось, что в панели функций будет <%1> элементов, а найдено <%2> элементов.	Очакваше се, че в лентата с функции ще бъде <%1> елементи, както found <%2> елементи.
Ожидалось, что в панели функций будет элемент <%1> , а был найден элемент <%2>.	Очакваше се, че в лентата с функции ще бъде елемент <%1> , а е бил открит елементът <%2>.
Ожидалось, что в панели функций будут содержаться следующие элементы: %1	Очакваше се, че в лентата с функции ще се съдържат следните елементи: %1
Ожидалось, что в панели функций не будут содержаться следующие элементы: %1	Очакваше се, че в лентата с функции няма да съдържа следните елементи: %1
Группа <%1> не найдена в панели функций.	Група <%1> не е намерена в лентата с функции.
Ожидалось, что в группе <%1> панели функций будут содержаться следующие элементы: %2	Очакваше се, че в групата на <%1> лентата с функции ще се съдържат следните елементи: %2
Ожидалось, что в группе <%1> панели функций не будут содержаться следующие элементы: %2	Очакваше се, че в групата на <%1> лентата с функции няма да съдържа следните елементи: %2
Ошибка. Не найдены настройки пользователя <%1> в файле <%2>.	Грешка. Не са намерени настройки <%1> файл <%2>.
Функция <%1> реализована только для Windows.	Функция на <%1> реализира само за Windows.
У поля <%1> ожидали текст заголовка <%2>, а получили <%3>.	При полета за <%1> очаквали текст на заглавието <%2>, а имам <%3>.
В таблице <%1> у поля <%2> ожидали заголовок <%3>, а получили <%4>.	В таблицата <%1> полета за <%2> очаквали заглавие <%3>, а имам <%4>.
В таблице <%1> у поля <%2> ожидали текст подсказки <%3>, а получили <%4>.	В таблицата <%1> полета за <%2> очаквали текст подсказва <%3>, а имам <%4>.
Не получилось выгрузить базу в dt: <%1>. Путь к DT: <%2>. Статус возврата: <%3>.	Не се разтоварят база в dt: <%1>. Пътят към DT: <%2>. Статус на връщане: <%3>.
Группа колонок <%1> в таблице <%2> не найдена.	Група високоговорители <%1> таблицата <%2> не е намерен.
В таблице <%1> в группе колонок <%2> колонка <%3> не найдена.	В таблицата <%1> в групата говорители <%2> колона <%3> не е намерен.
Не получилось найти на экране картинку <%1>.	Не успя да се намери на снимка на екрана <%1>.
Ожидали, что у табличного документа <%1> в течение <%2> секунд значение ячейки <%3> станет равно <%4>. Текущее значение <%5>.	Очаква се, че таблицата на документа <%1> в рамките на <%2> секунди стойността на клетката <%3> ще стане равно на <%4>. Текущата стойност на <%5>.
Метод Шаг() не выполнен. Не удалось прочитать шаги из временного фича файла <%1>. Исходная строка:%2	Метод Стъпка() не е изпълнена. Не може да се прочете стъпки от временно функция на файла <%1>. Заверка:%2
Этот клиент	Този клиент
Не получилось найти данные макета <%1>.	Не успя да намерите данни за оформлението на <%1>.
Не получилось выполнить эмуляцию хоткея <%1> <%2>.	Не се изпълнява емулация на хоткея <%1> <%2>.
Не получилось выполнить эмуляцию ENTER.	Не се изпълнява емулация на ENTER.
Не получилось дождаться картинки <%1> в течение <%2> секунд.	Не се получи чакам снимки <%1> в рамките на <%2> секунди.
Окно с заголовком <%1> не найдено. Текущее окно: <%2>.	Прозорец със заглавие <%1> не е намерен. Текущия прозорец: <%2>.
Строка <%1> не найдена в окне сообщений пользователю. Состояние окна сообщений:%2	Ред <%1> не е намерена в прозореца за съобщения на потребителя. Състояние на прозореца съобщения:%2
Не получилось определить родителя у шага <%1>.	Не успя да определи родител при стъпки <%1>.
Не получилось определить позицию шага <%1> в группе шагов <%2>.	Не успя да определи позицията на терена <%1> в групата стъпки <%2>.
Не получилось открыть форму регистра сведений <%1>.	Не се отвори формуляр за попълване на регистъра на информация <%1>.
Не получилось найти подсистему <%1> в регистре версии подсистем.	Не успя да намери подсистема за <%1> в агенцията версия на подсистеми.
Ожидалось получить <%1> строк в таблице <%2>, а было получено <%3> строк.	Очакваше се да се получи <%1> редовете в таблицата <%2>, а е получен <%3> редовете.
Не получилось сохранить значение <%1> в переменную <%2>.	Не успя да запази стойността на <%1> в променливата <%2>.
Не получилось подключиться к ранее запущенному клиенту тестирования <%1>, порт <%2>.	Не успя да се свърже по-рано запущенному на клиента тестване <%1> порт <%2>.
Не получилось прочитать параметр запуска <%1>.	Не успя да прочетете параметър <%1>.
ИмяРаннера	ИмяРаннера
ТипКлиентаТестирования	ТипКлиентаТестирования
СтрокаСоединения	СтрокаСоединения
Не получилось сохранить строку <%1> в переменную <%2>.	Не успя да запази ред <%1> в променливата <%2>.
Неверно указано значение параметра направления вращения колеса мышки. Возможные значения: Вверх или Вниз.	Погрешно е указано на параметъра стойност посоката на въртене на колелото на мишката. Възможните стойности са: Нагоре или Надолу.
Не получилось выполнить эмуляцию вращения колеса мышки в направлении <%1>, количество итераций <%2>.	Не се изпълнява емулация на въртене на колелото на мишката в посока на <%1>, брой повторения <%2>.
Обнаружено несколько файлов, экспортирующих подсценарий <%1>. Файлы: %2	Множество файлове, които изнасят подсценарий <%1>. Файлове: %2
Не получилось сделать клик праой кнопкой мышки по картинке <%1>.	Не успя да направи клик праой бутон на мишката върху картинката <%1>.
Не получилось переместить курсор мышки к картинке <%1>.	Не се преместите курсора на мишката на картинката за <%1>.
Не существует клиента тестирования <%1>.	Не съществува клиента тестване <%1>.
Ожидали, что процесс с ИД <%1> будет завершен в течение <%2> секунд.	Очаквали, че процесът на ЕЙД <%1> ще приключи в рамките на <%2> секунди.
Значение переменной <%1> изменено на <%2>.	Стойността на променливата <%1> променено на <%2>.
Значение глобальной переменной <%1> изменено на <%2>.	Стойността на глобалната променлива <%1> променено на <%2>.
Переменная <%1> удалена.	Променлива <%1> изтрита.
Глобальная переменная <%1> удалена.	Глобалната променлива <%1> изтрита.
Контекст	Контекст
Контекст глобальный	Глобален Контекст
Окно с заголовком <%1> не найдено. Таймаут поиска окна: <%2>.	Прозорец със заглавие <%1> не е намерен. Изчакване за търсене на прозореца: <%2>.
Не удалось получить токен.	Не успя да получи белег.
Не удалось получить токен. Код результата: <%1>. Ответ: <%2>.	Не успя да получи белег. Код на резултата: <%1>. Отговор: <%2>.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Не успяхме да се свържем. Код на резултата: <%1>. Отговор: <%2>.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>. Количество попыток <%4>.	Не успя в таблицата <%1> да изберете от списъка изберете <%2> по ред <%3>. Брой опити за <%4>.
Не смог сделать выбрать из списка выбора <%1> по строке <%2>. Количество попыток <%3>.	Не успя да изберете от списъка изберете <%1> по ред <%2>. Брой опити за <%3>.
Не выполнены дополнительные процедуры обработки данных.	Не са изпълнени допълнителни процедури за обработка на данни.
Обнаружено окно обновления конфигурации.	Установено прозорец обновяване на конфигурация.
Обнаружено окно c сообщением о неудачном обновлением конфигурации.	Установено прозорец c съобщение за неуспешен ъпгрейд на конфигурацията.
Видео создано автоматически.	Видео създадена автоматично.
Количество сценариев	Брой сценарии
Количество шагов	Брой стъпки
Версия Vanessa-Automation	Версия На Ванеса-Автоматика
Версия скрипта сборки видео	Версия на скрипта монтаж на видео
ЗаголовокАктивногоОкна	ЗаголовокАктивногоОкна
ИмяАктивнойФормы	ИмяАктивнойФормы
В таблице должно быть боле 1 строки, а получили <%1> строк.	В таблицата трябва да бъде над 1 ред, а са получили <%1> редовете.
Выполнить сценарии	Изпълнение на скриптове
Загружены глобальные переменные.	Заредени глобални променливи.
Не найден каталог: %1	Не е намерен директория: %1
Выполнить	Изпълни
Выполняется...	Извършва...
Останавливается...	Спира...
Обнаружено окно перехода на новую версию платформы 1С:Предприятие.	Установено прозорец преминаване към нова версия на платформа 1C:Enterprise.
В таблице <%1> не получилось активизировать поле <%2> для редактирования.	В таблицата <%1> не успя да засили полето <%2>, за да редактирате.
Ожидалось в течение <%1> секунд, что откроется окно с заголовком отличным от <%2>.	Очакваното продължение на <%1> секунди, което ще се отвори прозорец със заглавие, различни от <%2>.
Выберите файл настроек Vanessa Automation.	Изберете файл с настройки Ванеса Automation.
Версия загружаемых настроек не соответсвует версии обработки.	Версия за сваляне на настройки не соответсвует версия на обработка.
Информация: Параметр %1 не загружен.	Опция: %1 не е заредена.
Не получилось прочитать значение из строки запуска: %1.	Не успя да прочетете стойността от ред на стартиране: %1.
При чтении переменных окружения операционной системы возникло исключение: %1	При четене на променливите от обкръжението на операционната система се е появил изключение: %1
Не найден путь к файлу JSON. Параметр: VAParams.	Не е намерен пътя до файла JSON. Параметър: VAParams.
Ошибка чтения структуры JSON. Пропускаем чтение.	Грешка при четене на JSON структура. Пропускане на четене.
Ошибка чтения структуры JSON.	Грешка при четене на JSON структура.
В параметрах JSON не найден каталог Фич.	В параметрите на JSON не е намерен каталог Функции.
Использование устаревшего параметра "КаталогOutputСкриншоты". Новый параметр - "КаталогВыгрузкиСкриншотов".	Използване на остарял параметър "КаталогOutputСкриншоты". Нов параметър - "КаталогВыгрузкиСкриншотов".
Использование устаревшего параметра "КаталогOutputИнструкцияHTML". Новый параметр - "КаталогВыгрузкиИнструкцийHTML".	Използване на остарял параметър "КаталогOutputИнструкцияHTML". Нов параметър - "КаталогВыгрузкиИнструкцийHTML".
Использование устаревшего параметра "КаталогOutputИнструкцияMarkdown". Новый параметр - "КаталогВыгрузкиИнструкцийMarkdown".	Използване на остарял параметър "КаталогOutputИнструкцияMarkdown". Нов параметър - "КаталогВыгрузкиИнструкцийMarkdown".
Использование устаревшего параметра "КаталогOutputИнструкцияВидео". Новый параметр - "КаталогВыгрузкиИнструкцийВидео".	Използване на остарял параметър "КаталогOutputИнструкцияВидео". Нов параметър - "КаталогВыгрузкиИнструкцийВидео".
Использование устаревшего параметра "КаталогOutputjUnit". Новый параметр - "КаталогВыгрузкиjUnit".	Използване на остарял параметър "КаталогOutputjUnit". Нов параметър - "КаталогВыгрузкиjUnit".
В параметрах запуска JSON не определен каталог отчета jUnit.	В настройките за стартиране на JSON не е определена директория на доклада jUnit.
Использование устаревшего параметра "КаталогOutputCucumberJson". Новый параметр - "КаталогВыгрузкиCucumberJson"	Използване на остарял параметър "КаталогOutputCucumberJson". Нов параметър - "КаталогВыгрузкиCucumberJson"
В параметрах запуска JSON не определен отчета CucumberJson.	В настройките за стартиране на JSON не е дефиниран доклад CucumberJson.
Использование устаревшего параметра "КаталогOutputAllure". Новый параметр - "КаталогВыгрузкиAllure".	Използване на остарял параметър "КаталогOutputAllure". Нов параметър - "КаталогВыгрузкиAllure".
Использование устаревшего параметра "КаталогOutputAllureБазовый". Новый параметр - "КаталогВыгрузкиAllureБазовый".	Използване на остарял параметър "КаталогOutputAllureБазовый". Нов параметър - "КаталогВыгрузкиAllureБазовый".
Форма из переданного списка не найдена.	Форма превозени от списъка не е намерен.
ИмяФичи	ИмяФичи
ИмяСценария	ИмяСценария
НомерСтрокиДерева	НомерСтрокиДерева
НомерСтрокиФичи	НомерСтрокиФичи
ПолнйПутьКФиче	ПолнйПутьКФиче
Сценарий не определён.	Сценарият не е определена.
Шаг не определён.	Стъпка не е определен.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Не успяхме да се свържем. Код на резултата: <%1>. Отговор: <%2>.
ДеталиОшибки	ДеталиОшибки
Команда по созданию картинки из текста не выполнена: %1	Екипът по създаване на картини от текста не е изпълнена: %1
Не получилось получить командный интерфейс клиента тестирования.	Не успя да команден интерфейс на клиента тестване.
Окно предупреждения не найдено.	Прозорец с предупреждение не е намерен.
Не получилось выполнить помещение файла <%1>.	Не успя да изпълни помещение на файла <%1>.
Не найдено подключение SikuliX сервера.	Не е намерена връзка SikuliX на сървъра.
Подключение SikuliX сервера сброшено.	Връзка SikuliX сървър е архивирано.
Не указано значение настройки Vanessa-automation: <КаталогДляГенерацииКартинок>.	Не е посочено значението на настройките на Ванеса-автоматика: <КаталогДляГенерацииКартинок>.
Не получилось создать картинку по тексту <%1>.	Не се създаде картинка по текста <%1>.
Не найден профиль поиска картинки с текстом <%1>.	Не е намерен профил за търсене на снимки с текст <%1>.
Команда не выполнена: %1	Командата не е изпълнена: %1
Не получилось вычислить выражение: %1. Описание ошибки: %2	Не успя да се изчисли от израза: %1. Описание на грешката: %2
Не указано имя файла.	Не е посочено име на файл.
Каталог <%1> не существует.	Каталог <%1> не съществува.
Не указано расширение файла.	Не е посочено разширението на файла.
Не получилось закрыть активное окно <%1>. %2	Не се получава затваряне на активния прозорец <%1>. %2
Закрытие окна <%1>.	Затваряне на прозореца на <%1>.
