Шаг оригинал	Описание	Перевод шага	Перевод описания
И я жду появления элемента с именем "%1 ИмяЭлемента" в течении "%2 Таймаут" секунд	Ожидание появления элемента формы с нужным именем в течении указанного числа секунд	Un es gaidu elementa parādīšanos ar vārdu "%1 ElementaVārds" "%2 Taimauts" sekunžu laikā	Tiek gaidīta formas elementa ar vajadzīgo vārdu parādīšanās pēc vajadzīgā sekunžu daudzuma
И Я завершаю редактирование строки	Завершение редактирования строки	Un Es pabeidzu rindas rediģēšanu	Rindas rediģēšanas beigas
И я закрываю TestClient "%1 ИмяКлиента"	Закрывает указанный TestClient Перед этим закрывает все окна в нём.	Un es aizveru TestClient "%1 KlientaVārds"	Aizver norādīto TestClient. Pirms tam aizver tajā visus logus.
И Я закрываю окно предупреждения	Закрывает окно предупреждения если оно есть	Un Es aizveru brīdinājuma logu	Aizver brīdinājuma logu, ja tāds ir.
И я закрываю сеанс TESTCLIENT	Закрывает сеанс TestClient	Un es aizveru TESTCLIENT seansu	Aizver TestClient seansu
И Я запоминаю значение выражения "%1 Ванесса.ПолучитьМассивPIDОкон1С().Количество()" в переменную "%2 КоличествоНачальное"	Позволяет сохранить в переменную Контекст произвольное выражение встроенного языка	Un Es iegaumēju izteiksmes nozīmi "%1 Vanessa.Saņemt1CLoguPIDMasīvu().Daudzums()" uz mainīgo "%2 SākumaDaudzums"	Ļauj saglabāt mainīgajā Konteksts iebūvētās valodas izvēlēto izteiksmi
И Я запоминаю значение выражения "%1 Ванесса.ПолучитьМассивPIDОкон1С().Количество()" в переменную "%2 КоличествоНачальное" глобально	Позволяет сохранить в переменную КонтекстСохраняемый произвольное выражение встроенного языка	Un Es iegaumēju izteiksmes nozīmi "%1 Vanessa.Saņemt1CLoguPIDMasīvu().Daudzums()" uz mainīgo "%2 SākumaDaudzums" globāli	Ļauj saglabāt mainīgajā KontekstsSaglabājamais iebūvētās valodas izvēlēto izteiksmi
И я запоминаю текущее окно как "%1 НужныйМнеЗаголовокОкна"	Сохранение значения заголовка текущего окна в переменную Контекст	Un es iegaumēju pašreizējo logu kā "%1 ManVajadzīgaisLogaVirsraksts"	Pašreizējā loga virsraksta nozīmes saglabāšana mainīgajā Konteksts
И я не вижу элемент "%1 Имя элемента"	Проверяет не видимость элемента на форме	Un es neredzu elementu "%1 Elementa vārds"	Pārbauda elementa neredzamību uz formas
И я не вижу элемент "%1 Имя элемента" на форме	Проверяет не видимость элемента на форме	Un es neredzu elementu "%1 Elementa vārds" uz formas	Pārbauda elementa neredzamību uz formas
И я не вижу элемент с именем "%1 ИмяЭлемента"	Проверяет не видимость элемента на форме	Un es neredzu elementu ar vārdu "%1 ElementaVārds"	Pārbauda elementa neredzamību uz formas
И я не вижу элемент с именем "%1 ИмяЭлемента" на форме	Проверяет не видимость элемента на форме	Un es neredzu elementu ar vārdu "%1 ElementaVārds" uz formas	Pārbauda elementa neredzamību uz formas
И Я очищаю фильтр на форме списка	Позволяет сбросить фильтр на список через меню "Ещё/Настроить список"	Un Es attīru filtru uz saraksta formas	Ļauj noņemt filtru uz sarakstu caur izvēlni "Vēl/iestatīt sarakstu"
И я подключаю TestClient "%1 ИмяКлиента" логин "%2 Пользователь1" пароль "%3 1"	Позволяет подключить TestClient с нужным логином и паролем в тойже базе, в которой запущен TestManager	Un es pieslēdzu TestClient "%1 KlientaVārds" login "%2 Lietotājs1" parole "%3 1"	Ļauj pieslēgt TestClient ar vajadzīgo login un paroli tajā pašā bazē, kur palaists TestManager
И Я подключаю клиент тестирования "%1 ИмяКлиентаТестирования" из таблицы клиентов тестирования	Подключает клиента тестирования по имени профиля	Un Es pieslēdzu testēšanas klientu "%1 TestēšanasKlientaVārds" no testēšanas klientu tabulas	Pieslēdz testēšanas klientu pēc profila vārda
И я подключаю профиль TestClient "%1 Оператор"	Позволяет подключить TestClient по имени уже существующего профиля	Un es pieslēdzu TestClient profilu "%1 Operators"	Ļauj pieslēgt TestClient  pēc jau eksistējoša profila vārda
И я удаляю все строки таблицы "%1 График"	Очистить таблицу	Un es izdzēšu visas tabulas "%1 Grafiks" rindas	Attīrīt tabulu
"И Я устанавливаю фильтр на список
   | Наименование | Содержит | Товар1 |"	Позволяет установить фильтр на список через меню "Ещё/Настроить список"	"Un Es uzstādu filtru sarakstam
   | Nosaukums | Satur | Prece1 |"	Ļauj uzstādīt filtru sarakstam caur izvēlni "Vēl/iestatīt sarakstu"
"И Я устанавливаю фильтр на список если это возможно
   | Наименование | Содержит | Товар1 |"	Позволяет установить фильтр на список через меню "Ещё/Настроить список". Причём если такого поля нет, то исключение вызываться не будет.	"Un Es uzstādu filtru sarakstam ja tas iespējams
   | Nosaukums | Satur | Prece1 |"	Ļauj uzstādīt filtru sarakstam caur izvēlni "Vēl/iestatīt sarakstu". Turklāt, ja tāda lauka nav, tad izņēmums netiks izsaukts.
Когда в логе сообщений TestClient есть строка "%1 Таблица параметров должна заканчиваться символом |"	Проверяет в логе сообщений наличие нужной строки.	Kad TestClient ziņojumu žurnālā ir rinda "%1 Parametru tabulai jābeidzas ar simbolu |"	Pārbauda ziņojumu žurnālā vajadzīgās rindas esamību.
Когда В панели открытых я выбираю "%1 ИмяКоманды"	Нажатие кнопки на панели открытых окон	Kad Uz atvērto paneļa es izvēlos "%1 KomandasVārds"	Pogas nospiešana uz atvērto logu paneļa
"Когда Проверяю шаги на Исключение
		|'И     в поле с именем ""Наименование2"" я ввожу текст ""Тестовый Элемент""'|"	Проверка негативного поведения шага.	"Kad Pārbaudu soļus uz Izņēmumiem:
  |'Un laukā ar vārdu ""%1 Nosaukums2"" es ievadu tekstu ""%2 Testa Elements""'|"	Soļa negatīvas uzvedības pārbaude.
Когда Я открываю форму документа "%1 АвтоВзаимозачет" заполненного на основании не проведенного "%2 ПоступлениеАвтомобилей" номер "%3 АВ00000080" от "%4 04.09.2016"	Открытие формы на основании не проведенного документа	Kad Es atveru dokumenta formu "%1 AutoSavstarpējaisIeskaits" kas aizpildīts pamatojoties uz neiegrāmatotu "%2 AutomobiļuSaņemšana" numurs "%3 AB00000080" no "%4 04.09.2016."	Formas atvēršana uz neiegrāmatota dokumenta pamata
Когда Я открываю форму документа "%1 АвтоВзаимозачет" заполненного на основании проведенного "%2 ПоступлениеАвтомобилей" номер "%3 АИ00000002" от "%4 12.03.2017"	Открытие формы на основании проведенного документа	Kad Es atveru dokumenta formu "%1 AutoSavstarpējaisIeskaits" kas aizpildīts pamatojoties uz iegrāmatotu "%2 AutomobiļuSaņemšana" numurs "%3 AI00000002" no "%4 12.03.2017."	Formas atvēršana uz iegrāmatota dokumenta pamata
Когда Я подключаю клиент тестирования "%1 ИмяКлиентаТестирования" из таблицы клиентов тестирования от имени "%2 Логин" с паролем "%3 Пароль"	Подключает клиента тестирования в туже базу, где запущен TestManager с нужным логином и паролем.	Kad Es pieslēdzu testēšanas klientu "%1 TestēšanasKlientaVārds" no testēšanas klientu tabulas ar vārdu "%2 Login" paroli "%3 Parole"	Pieslēdz testēšanas klientu tajā pašā bazē, kur palaists TestManager ar vajadzīgo login un paroli.
"Когда Я подключаю клиент тестирования с параметрами
    | 'Имя подключения' | 'Порт' | 'Строка соединения'                 | 'Логин' | 'Пароль' | 'Запускаемая обработка' |  'Дополнительные параметры строки запуска'  |
    | 'Test 1'          | '1538' | 'Srvr=""localhost:1941"";Ref=""Test"";' | 'Админ' | 'Админ'  | 'c:\СуперОбработка.epf' |  '/UC'                                      |"	Подключает TestClient. Все параметры подключения указываются в таблице.	"Kad Es pieslēdzu testēšanas klientu ar parametriem:
 | 'Pieslēguma vārds' | 'Ports' | 'Savienojuma rinda' | 'Login' | 'Parole' | 'Palaižamā apstrāde' | 'Palaišanas rindas papildparametri' |
 | 'Test 1' | '1538' | 'Srvr=""localhost:1941"";Ref=""Test"";' | 'Admin' | 'Admin' | 'c:\SuperApstrade.epf' | '/UC' |"	Pieslēdz TestClient. Visi pieslēguma parametri tiek norādīti tabulā.
Тогда в таблице "%1 Список" я выделяю все строки	Выделение всех строк в таблице	Tad tabulā "%1 Saraksts" es iezīmēju visas rindas	Visu tabulas rindu iezīmēšana
Тогда в таблице "%1 ИмяТаблицы" количество строк "%2 меньше или равно" "%3 2"	Проверка на количество строк в таблице	Tad tabulā "%1 TabulasDaļa1" rindu daudzums "%2 mazāks vai vienāds" "%3 2"	Tabulas rindu daudzuma pārbaude
Тогда не появилось окно предупреждения системы	Проверяет, что на экране нет предупреждения системы.	Tad neparādījās sistēmas brīdinājuma logs	Pārbauda vai uz ekrāna nav sistēmas brīdinājuma.
Тогда появилось предупреждение содержащее текст "%1 Текст"	Проверяет, что появилось окно предупреждения, содержащее нужный текст.	Tad parādījās brīdinājums kas satur tekstu "%1 Teksts"	Pārbauda vai parādījies brīdinājuma logs, kas satur vajadzīgo tekstu.
Тогда текст текущей ячейки таблицы "%1 Таблица" стал равен "%2 Значение поля"	Проверка значения текущей ячейки таблицы.	Tad tabulas "%1 Tabula" pašreizējās šūnas teksts kļuva vienāds ar "%2 Lauka nozīme"	Pašreizējās tabulas šūnas nozīmes pārbaude.
Тогда текст ячейки таблицы "%1 Таблица" "%2 ИмяПоля" стал равен "%3 Значение поля"	Проверка значения ячейки таблицы. Имя ячейки указывается как оно указано в конфигураторе.	Tad tabulas "%1 Tabula" "%2 LaukaVārds" šūnas teksts kļuva vienāds ar "%3 Lauka nozīme"	Tabulas šūnas nozīmes pārbaude. Tiek norādīts tas šūnas vārds, kurš tika norādīts konfiguratorā.
Тогда элемент формы "%1 ИмяПоля" стал равен "%2 Значение поля"	Проверка значения элемента формы	Tad formas elements "%1 LaukaVārds" kļuva vienāds ar "%2 Lauka nozīme"	Formas elementa nozīmes pārbaude
Тогда элемент формы с именем "%1 ИмяПоля" стал равен "%2 Значение поля"	Проверка значения элемента формы	Tad formas elements ar vārdu "%1 LaukaVārds" kļuva vienāds ar "%2 Lauka nozīme"	Formas elementa nozīmes pārbaude
Тогда я вызываю исключение "%1 Текст исключения"	Вызывает исключение с нужным текстом	Tad es izsaucu izņēmumu "%1 Izņēmuma teksts"	Izsauc izņēmumu ar vajadzīgo tekstu
"Дано Я задаю таблицу строк ""%1 ТаблицаИсключений""
| 'Товар1' |
| 'Товар2' |"	Создает в памяти таблицу строк по переданной таблице	"Dots Es uzdodu rindu tabulu ""%1 Izņēmumu tabula""
| 'Prece1' |
| 'Prece2' |"	Atmiņā veido rindu tabulu pēc nodotās tabulas
Дано Я сохраняю макет из обработки "%1 ИмяМакетаВОбработке" в файл "%2 c:\temp\111.mxl"	Сохраняет макет из обработки, связанной с фичей, в нужный файл.	Dots Es saglabāju maketu no apstrādes "%1 MaketaVārdsApstrādē" failā "%2 c:\temp\111.mxl"	Saglabā maketu no apstrādes, kas saistīta ar funkcionalitāti, vajadzīgajā failā.
Если переменная "%1 ИмяПеременной" имеет значение "%2 ЗначениеПеременной" Тогда	Условие. Проверяет значение переменной контекста	Ja mainīgajam "%1 MainīgāVārds" ir nozīme "%2 MainīgāNozīme" Tad	Nosacījums. Pārbauda konteksta mainīgā nozīmi
И в поле "%1 СгенерированныйXML" я ввожу текст из макета "%2 Xml1"	Вводит текст в поле. Текст будет взят из макета	Un laukā "%1 ĢenerētaisXML" es ievadu tekstu no maketa "%2 Xml1"	Ievada laukā tekstu. Teksts tiks ņemts no maketa
"И в таблице ""%1 Таблица"" я перехожу к строке содержащей подстроки
	|'Наименование'|
	|'Товар1'|"	Переход к строке таблицы, когда значения колонок не полностью, а подстрокой	"Un tabulā ""%1 Tabula"" es pāreju uz rindu kas satur apakšrindas 
 |'Nosaukums'|
 |'Prece1'|"	Pāreja uz tabulas rindu, kad kolonnu nozīmes nav pilnībā, bet apakšrindā
И в табличном документе "%1 РеквизитТабличныйДокумент" значения в колонке "%2 ИмяКолонки" неравно значению "%3 "	Проверяет, что в табличном документе значение в колонке равно переданному параметру	Un tabulas dokumentā "%1 RekvizītsTabulasDokuments" nozīmes kolonnā "%2 KolonnasVārds" nav vienādas ar nozīmi "%3 "	Pārbauda, ka tabulas dokumentā nozīme kolonnā vienāda ar nodoto parametru
И в табличном документе "%1 РеквизитТабличныйДокумент" значения в колонке "%2 ИмяКолонки" равно значению "%3 "	Проверяет, что в табличном документе значение в колонке равно переданному параметру	Un tabulas dokumentā "%1 RekvizītsTabulasDokuments" nozīmes kolonnā "%2 KolonnasVārds" vienādas ar nozīmi "%3 "	Pārbauda, ka tabulas dokumentā nozīme kolonnā vienāda ar nodoto parametru
И в табличном документе "%1 РеквизитТабличныйДокумент" значения в колонке "%2 ИмяКолонки" соответствуют условию "%3 равно" "%4 10"	Проверяет, что в табличном документе значение в колонке соответствует условию. Можно использовать числа.	Un tabulas dokumentā "%1 RekvizītsTabulasDokuments" nozīmes kolonnā "%2 KolonnasVārds" atbilst nosacījumam "%3 vienāds" "%4 10"	Pārbauda, ka tabulas dokumentā nozīme kolonnā atbilst nosacījumam. Var izmantot skaitļus.
И В текущем окне я нажимаю кнопку командного интерфейса "%1 КомандаИнтерфейса"	Нажатие кнопки командного интерфейса в текущей форме	Un Pašreizējā logā es nospiežu komandu interfeisa pogu "%1 InterfeisaKomanda"	Komandu interfeisa pogas nospiešana pašreizējā formā
И для каждого значения "%1 ЗначениеИзМассива" из массива "%2 МассивЗначенийЧерезТочкуСЗапятой"	Перебирает массив значений. Первый параметр - это имя переменной, которое будет доступно в Контексте. Второй параметр, значения массива, разделенные символом ";"	Un katrai nozīmei "%1 NozīmeNoMasīva" no masīva "%2 NozīmjuMasīvsCaurSemikolu"	Apstrādā nozīmju masīvu. Pirmais parametrs - tas ir mainīgā vārds, kurš būs pieejams Kontekstā. Otrs parametrs, masīva nozīmes, kuras atdalītas ar simbolu ";"
И для каждого значения "%1 ЗначениеИзМассива" из таблицы в памяти "%2 МассивЗначенийЧерезТочкуСЗапятой"	Перебирает массив значений. Первый параметр - это имя переменной, которое будет доступно в Контексте. Второй параметр, имя таблицы, которая сохранена в контексте	Un katrai nozīmei "%1 NozīmeNoMasīva" no tabulas atmiņā "%2 NozīmjuMasīvsCaurSemikolu"	Apstrādā nozīmju masīvu. Pirmais parametrs - tas ir mainīgā vārds, kurš būs pieejams Kontekstā. Otrs parametrs, kontekstā saglabātās tabulas vārds
"И Табличный документ ""%1 ИмяТабДок"" содержит в себе значения областей
| ИмяОбласти |
| ЗначениеОбласти |"	Проверяет что в табличном документа содержатся значения, перечисленные в таблице. Таблица состоит из двух колонок: "ИмяОбласти" и "Значение"	"Un Tabulas dokuments ""%1 TabDokVārds"" satur apgabalu nozīmes
| ApgabalaVārds |
| ApgabalaNozīme |"	Pārbauda, ka tabulas dokumentā ir tabulā uzskaitītās nozīmes. Tabula sastāv no divām kolonnām: "ApgabaVārds" un "Nozīme"
И табличный документ "%1 РеквизитТабличныйДокумент" не содержит значения	Проверяет, что в табличном документе нет значений из таблицы	Un Tabulas dokuments "%1 RekvizītsTabulasDokuments" nesatur nozīmes	Pārbauda, ka tabulas dokumentā nav nozīmju no tabulas
И табличный документ "%1 РеквизитТабличныйДокумент" содержит значения	Проверяет, что в табличном документе есть значения из таблицы	Un Tabulas dokuments "%1 RekvizītsTabulasDokuments" satur nozīmes	Pārbauda, ka tabulas dokumentā ir nozīmes no tabulas
И табличный документ формы с именем "%1 РеквизитТабличныйДокумент" содержит строки	Проверяет, что табличный документ TestClient содержит строки таблицы Gherkin	Un formas tabulas dokuments ar vārdu "%1 RekvizītsTabulasDokuments" satur rindas	Pārbauda, ka tabulas dokuments TestClient satur Gherkin tabulas rindas
И я вывожу значение переменной "%1 ИмяПеременной"	Выводит значение переменной контекста в окно сообщений	Un es izvadu mainīgā nozīmi "%1 MainīgāVārds"	Izvada konteksta mainīgā nozīmi ziņojumu logā
И я жду что в окне "%1 ЗаголовокОкна" в таблице "%2 ИмяТаблицы" количество строк будет "%3 больше" "%4 0" в течении "%5 20" секунд	В течении нужного числа секунд проверяется количество строк в таблице в нужном окне	Un es gaidu ka logā "%1 LogaVirsraksts" tabulā "%2 TabulasVārds" rindu daudzums būs "%3 lielāks par " "%4 0" "%5 20" sekunžu laikā	Vajadzīgajā sekunžu daudzumā tiek pārbaudīts tabulas rindu daudzums vajadzīgajā laukā
И я жду что в таблице "%1 ИмяТаблицы" количество строк будет "%2 больше" "%3 0" в течении "%4 20" секунд	В течении нужного числа секунд проверяется количество строк в таблице в текущем окне	Un es gaidu ka tabulā "%1 TabulasVārds" rindu daudzums būs "%2 lielāks par " "%3 0" "%4 20" sekunžu laikā	Vajadzīgajā sekunžu daudzumā tiek pārbaudīts tabulas rindu daudzums pašreizējā logā
И я жду что поле "%1 СгенерированныйСценарий" перестанет быть пустым в течении "%2 30" секунд	Проверяет, что в течении нужного числа секунд текстовое поле станет заполненным.	Un es gaidu ka lauks "%1 ĢenerētaisScenārijs" pārstās būt tukšs "%2 30" sekunžu laikā	Pārbauda, ka vajadzīgajā sekunžu daudzumā teksta laiks kļūs aizpildīts.
И я меняю значение переключателя "%1 Реквизит переключатель" на значение переменной "%2 ИмяПеременной"	Изменение значение переключателя на значение ранее сохраненной переменной	Un es mainu pārslēdzēja nozīmi "%1 RekvizītsPārslēdzējs" uz mainīgā nozīmi "%2  MainīgāVārds"	Pārslēdzēja nozīmes maiņa uz iepriekš saglabātā mainīgā nozīmi
И я меняю значение переключателя с именем "%1 РеквизитПереключатель" на значение переменной "%2 ИмяПеременной"	Изменение значение переключателя на значение ранее сохраненной переменной	Un es mainu pārslēdzēja nozīmi ar vārdu "%1 RekvizītsPārslēdzējs" uz mainīgā nozīmi "%2  MainīgāVārds"	Pārslēdzēja nozīmes maiņa uz iepriekš saglabātā mainīgā nozīmi
И Я обновляю нумерацию объектов для "%1 ПолноеИмяОбъектаМетаданных"	Выполняет обновление номеров для объекта метаданных по полному имени	Un Es atjauninu objektu numerāciju "%1 PilnsMetadatuObjektaVārds"	Izpilda numuru atjaunināšanu metadatu objektam pēc pilna vārda
И я перехожу к следующему реквизиту	Переходит к следующему реквизиту формы	Un es pāreju uz nākamo rekvizītu	Pāriet uz nākamo formas rekvizītu
