Шаг оригинал	Описание	Перевод шага	Перевод описания
И в поле "%1 Заголовок поля" я увеличиваю значение	Увеличивает значение поля в помощью специальной кнопки	And I increase value of "%1 FieldName" field	Increases field value by specific button
И в поле "%1 Заголовок поля" я уменьшаю значение	Уменьшает значение поля в помощью специальной кнопки	And I decrease value of "%1 FieldName" field	Decreases field value by specific button
И в поле с именем "%1 ИмяПоля" я ввожу номер длины "%2 17" полученный из текущей даты и времени	Вводит в поле ввода текст вида 00020180101101112	And in the field named "%1 FieldName" I input number of "%2 17" characters received from current date and time	Inputs text of '00020180101101112' kind to the input field
И в поле с именем "%1 ИмяПоля" я ввожу номер полученный из текущей даты и времени	Вводит в поле ввода текст вида 20180101101112	And I input number received from current date and time in the field named "%1 FieldName"	Inputs text of '20180101101112' kind to the input field
И в поле с именем "%1 ИмяПоля" я увеличиваю значение	Увеличивает значение поля в помощью специальной кнопки	And I increase value of field named "%1 FieldName"	Increases field value by specific button
И в поле с именем "%1 ИмяПоля" я уменьшаю значение	Уменьшает значение поля в помощью специальной кнопки	And I decrease value of field named "%1 FieldName"	Decreases field value by specific button
И в таблице "%1 ИмяТаблицы" в поле "%2 Заголовок поля" я увеличиваю значение	Увеличивает значение поля в помощью специальной кнопки	And I increase value of "%2 FieldName" field in "%1 TableName" table	Increases field value by specific button
И в таблице "%1 ИмяТаблицы" в поле "%2 Заголовок поля" я уменьшаю значение	Уменьшает значение поля в помощью специальной кнопки	And I decrease value of "%2 FieldName" field in "%1 TableName" table	Decreases field value by specific button
И в таблице "%1 ИмяТаблицы" в поле с именем "%2 ИмяПоля" я увеличиваю значение	Увеличивает значение поля в помощью специальной кнопки	And I increase value of field named "%2 FieldName" in "%1 TableName" table	Increases field value by specific button
И в таблице "%1 ИмяТаблицы" в поле с именем "%2 ИмяПоля" я уменьшаю значение	Уменьшает значение поля в помощью специальной кнопки	And I decrease value of field named "%2 FieldName" in "%1 TableName" table	Decreases field value by specific button
И в форме выбора периода я выбираю текущий месяц	Нажимает на кнопку, которая соответствует текущему месяцу в форме выбора периода.{ОбщаяФорма.ВыборПериода}	And I select current month in period choice form	Clicks the button that corresponds to the current month in period selection form.{CommonForm.PeriodSelection}
И для каждой строки таблицы "%1 ТаблицаОбъектовМетаданных" я открываю нужную форму списка	Цикл. Открывает форму списка по текущей строке таблицы	And I open required list form for each line of "%1 MetadataObjectsTable" table	Do Opens list form by current table line
И для каждой строки таблицы отбора я устанавливаю отбор в списке	Шаг выставляет отбор в форме списка, когда уже открыта форма отбора.	And for each filter line I set the filter in the list	Step sets list form filter, when filter form is already open.
И для каждой строки таблицы отбора я устанавливаю отбор в списке если это возможно	Шаг выставляет отбор в форме списка, когда уже открыта форма отбора. Не вызывает исключение, если нет такого фильтра в списке.	And for each filter line I set the filter in the list if available	Step sets list form filter, when filter form is already open. Does not raise the exception if filter is not in the list.
"И затем я выполняю код встроенного языка
	| 'Сообщить(""Hellow world."")' |"	Позволяет выполнить произвольный код на встроенном языке. Код передаётся через таблицу Gherkin.	And then I execute 1C:Enterprise script	Allows execution of 1C:Enterprise language code
И У гиперссылки "%1 СтрокаПоискаГиперссылки" элемента формы "%2 ЧастьИмениЭлементаФормы" я нажимаю на ссылку "%3 ЗначениеГиперссылки" программно	Позволяет нажать на гиперссылку программно. Необходимо подключить расширение "Гиперссылки".	And I program click "%3 HyperlinkValue" hyperlink value of "%1 LinkSearchString" hyperlink " on "%3 PartOfFormName" Form attribute	Allows program hyperlink click. "Hyperlinks" extension required.
И у поля календаря "%1 Заголовок поля" я выбираю дату	Делает выбор даты, которая установлена в календаре	And I select date in "%1 FieldName" calendar field	Selects the date from the calendar
И у поля календаря с именем "%1 ИмяПоля" я выбираю дату	Делает выбор даты, которая установлена в календаре	And I select date in calendar field named "%1 FieldName"	Selects the date from the calendar
Когда я нажимаю на каждую команду подменю "%1 Печать"	Нажимает на каждую команду из подменю (группы кнопок)	When I click each item of "%1 Print" submenu	Clicks each submenu item (button group)
Тогда я вызываю исключение по данным временной таблицы "%1 КомандыСОшибкой"	Если во временной таблице есть строки, то будет сформировано исключение, которое будет содержать значения строк	Then I raise an exception by temporary table data "%1 CommandsWithError"	If temporary table contains lines, the exception containing line values will be raised.
Тогда я добавляю в таблицу "%1 Команды" данные текущей команды как "%2 КомандаПечати"	Добавляет в переменную в памяти значение текущей команды	Then I add the current command data as "%2 PrintCommand" to "%1 Commands" table	Adds the value of the current command to the variable in memory
Тогда я добавляю в таблицу "%1 Команды" сообщения пользователя для текущей команды как "%2 ПроблемыКомандаПечати"	Добавляет в переменную в памяти сообщения пользовтаел текущей команды	Then I add the current command user messages as "%2 PrintCommandErrors" to "%1 Commands" table	Adds user messages value of the current command to the variable in memory
Тогда открылась форма "%1 Справочник.Справочник1.Форма.ФормаЭлемента"	Проверяет, что на экране есть активное окно с нужной формой. Возможно передавать сразу несколько заголовков форм через таблицу Gherkin.	Then "%1 FormName" form is opened	Checks if the active window with required form presents at the screen
И В таблице "%1 ИмяТаблицы" поле "%2 Заголовок реквизита" доступно не только для просмотра	Проверка установленного флага "Только просмотр" для реквизита в таблице	And in "%1 TableName" table "%2 AttributeName" attribute is not read only	Check if "Read only" checkbox is set for table attribute
Дано Табличный документ "%1 РеквизитТабличныйДокумент" равен макету "%2 ИмяМакета"	Шаг позволяет проверить, что табличный документ соответствует эталону. Макет ищется сначала в обработке фича файла, затем в каталоге проекта. Чтобы получить mxl файл из TestClient, в тонком клиенте будет сделана попытка сохранить табличный документ в файл. В Web клиенте он всегда будет считываться по ячейкам. Детали в справке, в разделе, посвященному сравнению табличного документа с эталоном.	Given "%1 SpreadsheetDocument" spreadsheet document is equal to "%2 TemplateName"	Step allows to check if spreadsheet document is equal to the pattern. Search for the template first in feature file processor, then in project directory. Try to save the spreadsheet document to the file in thin client to get the mxl file from TestClient. Always read by cells in web client. See details in Help, section 'comparison of spreadsheet document to the template'.
Дано Табличный документ "%1 РеквизитТабличныйДокумент" равен макету "%2 ИмяМакета" по шаблону	Шаг позволяет проверить, что табличный документ соответствует эталону. В значениях эталонного макета допускается использовать символы *. Макет ищется сначала в обработке фича файла, затем в каталоге проекта. Чтобы получить mxl файл из TestClient, в тонком клиенте будет сделана попытка сохранить табличный документ в файл. В Web клиенте он всегда будет считываться по ячейкам. Детали в справке, в разделе, посвященному сравнению табличного документа с эталоном.	Given "%1 SpreadsheetDocument" spreadsheet document is equal to "%2 TemplateName" by template	Step allows to check if spreadsheet document is equal to the pattern. Symbols * are allowed in pattern template. Search for the template first in feature file processor, then in project directory. Try to save the spreadsheet document to the file in thin client to get the mxl file from TestClient. Always read by cells in web client. See details in Help, section 'comparison of spreadsheet document to the template'.
Дано текст субтитров "%1 Текст"	Выводит в автовидеоинструкцию нужный текст в виде субтитров. В качестве фона кадра будет взято текущее состояние экрана.	Given "%1 Text" subtitles text	Displays the specified text to automatic videomanual as subtitles.
Если в сообщениях пользователю есть строка "%1 МояСтрока" Тогда	Условие. Проверяет, что в сообщениях пользователю содержится нужная строка или подстрока.	If user messages contain "%1 MyString" string Then	Condition. Checks if user messages contain specified string or substring
"Если в таблице ""%1 ИмяТаблицы"" есть строки Тогда
	| 'Имя колонки' |
	| 'Значение'               |"	Условие. Истинно, если в таблице есть нужная строка/строки. Поиск строк производится через получение всех строк таблицы , а затем нужные строки будут искаться в полученных строках таблицы.	"If ""%1 TableName"" table contains lines Then
	| ""Column name"" |
	| ""Value"" |"	Condition. True if table contains required line/lines. Line search is made through getting all table lines and then the required lines will be found in table lines.
"Если в таблице ""%1 ИмяТаблицы"" нет строки Тогда
	| 'Имя колонки' |
	| 'Значение'               |"	Условие. Истинно, если в таблице нет нужной строки. Шаг пытается сделать переход к строке и возвращает Ложь если это получилось сделать.	"If ""%1 TableName"" table does not contain line Then
	| ""Column name"" |
	| ""Value"" |"	Condition. True if table does not contain required line/lines. The step tries to go to the line and returns False if succeed.
"Если в таблице ""%1 ИмяТаблицы"" есть колонки Тогда
	| 'Колонка1' |
	| 'Колонка2' |"	Условие. Проверяет, есть ли в таблице указанные колоноки. Заголовки колонок надо передать в шаг в виде таблицы Gherkin.	"If ""%1 Result"" table contains columns Then
	| Column1"" |
	| Column2"" |"	Condition. Checks if the table contains specified columns. Column headers must be passed to the step as Gherkin table.
Если поле "%1 Заголовок поля" стало равно "%2 ЗначениеПоля" в течение "%3 10" секунд Тогда	Условие. Проверяет значение поля формы в течение нужного числа секунд.	If "%1 FieldName" field became equal to "%2 FieldValue" in "%3 10" seconds Then	Condition. Checks form field value in required number of seconds.
Если поле с именем "%1 ИмяПоля" стало равно "%2 ЗначениеПоля" в течение "%3 10" секунд Тогда	Условие. Проверяет значение поля формы в течение нужного числа секунд. Поиск поля производится по имени.	If the field named "%1 FieldName" became equal to "%2 FieldValue" in "%3 10" seconds Then	Condition. Checks form field value in required number of seconds. Field search is performed by name.
Если появилось окно с заголовком "%1 Заголовок окна" в течение "%2 10" секунд Тогда	Условие. Проверяет, что на экране появилось окно с нужным заголовком в течение нужного числа секунд	If the window with "%1 WindowName" header appeared in "%2 10" seconds Then	Condition. Checks if the window with required header appears at the screen in required number of seconds
Если элемент "%1 ИмяЭлементаФормы" доступен для редактирования Тогда	Условие. Проверяет доступность элемента на форме. Поиск поля производится по имени.	If "%1 AttributeName" attribute is editable Then	Condition. Checks form attribute availability. Field search by name.
Если элемент "%1 ИмяЭлементаФормы" не доступен для редактирования Тогда	Условие. Проверяет доступность элемента на форме. Поиск поля производится по имени.	If "%1 AttributeName" attribute is not editable Then	Condition. Checks form attribute availability. Field search by name.
Если это начальная страница Тогда	Условие. Проверяет, то текущее окно это начальная страница	If this is start page Then	Condition. Checks if the current window is start page
Затем я жду, что в сообщениях пользователю будет подстрока "%1 Нужное мне значение" в течение "%2 30" секунд	Ждет появления в сообщениях пользователю подстроки в течение нужного времени	Then I wait that in user messages the "%1 RequiredValue" substring will appear in "%2 30" seconds	Waits for the substring appearance in user messages for specified time
Затем я останавливаю выполнение сценария	Останавливает выполнение шагов в данном сценарии.	Then I stop script execution	Stops steps execution in this script.
Затем я сохраняю имя файла без расширения из переменной "%1 ПолноеИмяФайла" как "%2 ИмяФайла"	Получает имя файла без расширения из переменной, в которой хранится полный путь к файлу	Then I save file name without extension from the variable "%1 FullFileName" as "%2 FileName"	Gets file name without extension from the variable where full path to the file is stored
Затем я сохраняю имя файла из переменной "%1 ПолноеИмяФайла" как "%2 ИмяФайла"	Получает имя файла из переменной, в которой хранится полный путь к файлу	Then I save file name from the variable "%1 FullFileName" as "%2 FileName"	Gets file name from the variable where full path to the file is stored
И в поле "%1 Заголовок поля" я ввожу значение глобального ключа "%2 Ключ"	Вставка значения ранее сохраненного ключа в реквизит	And I input "%2 Key" global key value in "%1 FieldName" field	Inserts previously saved key value to the attribute
И в поле "%1 Заголовок поля" я ввожу значение глобальной переменной "%2 ИмяПеременной"	Вставка значения ранее сохраненной переменной в реквизит	And I input "%2 VariableName" global variable value in "%1 FieldName" field	Inserts previously saved variable to the attribute
И в поле "%1 Заголовок поля" я ввожу значение ключа "%2 Номер документа"	Вставка значения ранее сохраненного произвольного ключа в реквизит	And I input "%2 DocumentNumber" key value in "%1 FieldName" field	Inserts previously saved arbitrary key value to the attribute
И в поле "%1 Заголовок поля" я ввожу значение переменной "%2 ИмяПеременной"	Вставка значения ранее сохраненной переменной в реквизит	And I input "%2 VariableName" variable value in "%1 FieldName" field	Inserts previously saved variable to the attribute
И в поле "%1 Заголовок поля" я ввожу текущую дату	Вводит текстовое представление значения текущей даты в поле. Например "01.01.2018".	And I input current date in "%1 FieldName" field	Inputs text representation of the current date in the field. E.g. "01.01.2018".
И в поле "%1 Заголовок поля" я ввожу текущую дату и текущее время	Вводит текстовое представление значения текущей даты и времени в поле. Например "01.01.2018 12:00:00".	And I input current date and time in "%1 FieldName" field	Inputs text representation of the current date and time in the field. E.g. "01.01.2018 12:00:00".
И в поле с именем "%1 ИмяПоля" я ввожу текущую дату	Вводит текстовое представление значения текущей даты в поле. Например "01.01.2018".	And I input current date in the field named "%1 FieldName"	Inputs text representation of the current date in the field. E.g. "01.01.2018".
И в поле с именем "%1 ИмяПоля" я ввожу текущую дату и текущее время	Вводит текстовое представление значения текущей даты и времени в поле. Например "01.01.2018 12:00:00".	And I input current date and time in the field named "%1 FieldName"	Inputs text representation of the current date and time in the field. E.g. "01.01.2018 12:00:00".
И в таблице "%1 ИмяТаблицы" "%2 10" строк, у которых колонка "%3 ИмяКолонки" "%4 ВидСравнения" "%5 ЗначениеКолонки"	Проверяет, что у таблицы TestClient есть указанное число строк, у которых значение в нужной колоноке сответствует заданному	And "%1 TableName" table contains "%2 10" lines where "%3 ColumnName" "%4 ComparisonType" "%5 ColumnValue"	Checks if TestClient table contains specified number of lines where the value in specified column is equal to required
И в таблице "%1 ИмяТаблицы" в поле "%2 Заголовок поля" я ввожу текущую дату	Ввод текущей даты в поле таблицы	And I input current date in "%2 FieldName" field of "%1 TableName" table	Input current date to the table field.
"И в таблице ""%1 ИмяТаблицы"" текущая строка равна:
	| ИмяКолонки1 | ИмяКолонки2 |
	| Значение1 | Значение2 |"	Проверяет, что таблица TestClient стала равна таблице Gherkin	"And the current line of ""%1 TableName"" table is equal to
	| ColumnName1 | ColumnName2 |
	| Value1 | Value2 |"	Checks if TestClient table became equal to Gherkin table
И в таблице "%1 ИмяТаблицы" я выделяю все строки выше текущей	Выделяет в таблице все строки выше данной	And in "%1 TableName" table I select all lines above the current line	Selects all table lines above this
И в таблице "%1 ИмяТаблицы" я выделяю все строки ниже текущей	Выделяет в таблице все строки ниже данной	And in "%1 TableName" table I select all lines below the current line	Selects all table lines below this
И в Таблицу "%1 ИмяТаблицы" в поле "%2 Заголовок поля" я ввожу значение переменной "%3 ИмяПеременной"	Вставка значения ранее сохраненной переменной в реквизит	And I input "%3 VariableName" variable value in "%2 FieldName" field in "%1 TableName" table	Inserts previously saved variable to the attribute
И в табличном документе "%1 РеквизитТабличныйДокумент" я делаю двойной клик на текущей ячейке	Делает двойной клик на текущей ячейке табличного документа	And in "%1 SpreadsheetDocument" spreadsheet document I double-click the current cell	Double-clicks current cell of spreadsheet document
И в табличном документе "%1 РеквизитТабличныйДокумент" я перехожу к ячейке "%2 R4C2"	Делает нужную ячейку табличного документа активной	And in "%1 SpreadsheetDocument" spreadsheet document I move to "%2 CellName" cell	Activates required cell of the spreadsheet document.
И в табличном документе "%1 РеквизитТабличныйДокумент" ячейка с адресом "%2 АдресЯчейки" равна "%3 ЗначениеЯчейки"	Проверяет значение ячейки с указанным адресом.	And in "%1 SpreadsheetDocumentName" spreadsheet document the cell with address "%2 CellAddress" is equal to "%3 CellValue"	Checks the value of specified cell.
И в табличный документ "%1 РеквизитТабличныйДокумент" я ввожу текст "%2 МойТекст"	Вводит текст в текщую ячейку табличного документа	And in "%1 SpreadsheetDocument" spreadsheet document I input text "%2 MyText"	Inputs text to the current cell of spreadsheet document
И для каждого файла "%1 ТекФайл" из каталога "%2 ИмяКаталога"	Делает перебор файлов в каталоге, исключая подкаталоги. Также создаёт переменные:  _Имя, _ПолноеИмя, _ИмяБезРасширения, _Путь, _Расширение.	And for each "%1 CurrentFile" file from "%2 Directory" directory	Checks each file in the directory, excluding subdirectories.
И значения табличных документов равны	Шаг на вход принимает таблицу, к которой указаны имена переменных Контекста ранее полученных макетов.	And spreadsheet documents values are equal	Step input takes the table with Context variables of previously received templates.
И из выпадающего списка "%1 Заголовок поля" я выбираю точное значение "%2 ЗначениеПоля"	Выбор из выпадающего списка. Переданное значение должно в точности совпадать с тем, что видит пользователь при выборе из списка.	And I select "%2 FieldValue" exact value from "%1 FieldName" drop-down list	Select from drop-down list. Passed value should exactly match the one user sees when selecting from the list.
И из выпадающего списка с именем "%1 ИмяПоля" я выбираю точное значение "%2 ЗначениеПоля"	Выбор из выпадающего списка. Переданное значение должно в точности совпадать с тем, что видит пользователь при выборе из списка.	And I select "%2 ListValue" exact value from the drop-down list named "%1 FieldName"	Select from drop-down list. Passed value should exactly match the one user sees when selecting from the list.
И количество строк таблицы "%1 ИмяТаблицы" равно переменной "%2 ИмяПеременной"	Сравнение количество строк таблицы с переменной Контекста	And the number of "%1 TableName" table lines is equal to "%2 VariableName" variable	Comparison of table lines count to Context variable
И область "%1 R1C1:R10C10" табличного документа "%2 РеквизитТабличныйДокумент" равна макету "%3 ИмяМакета"	Сравнивает значения указанной области макета с эталоном. Макет ищется сначала в обработке фича файла, затем в каталоге проекта.  Чтобы получить mxl файл из TestClient, в тонком клиенте будет сделана попытка сохранить табличный документ в файл. В Web клиенте он всегда будет считываться по ячейкам. Детали в справке, в разделе, посвященному сравнению табличного документа с эталоном.	And "%1 AreaName" area of "%2 SpreadsheetDocumentName" spreadsheet document is equal "%3 TemplateName" template	Compares specified template area values to the pattern. Search for the template first in feature file processor, then in project catalog.  Try to save the spreadsheet document to the file in thin client to get the mxl file from TestClient. Always read by cells in web client. See details in Help, section 'comparison of spreadsheet document to the template'.
И область "%1 R1C1:R10C10" табличного документа "%2 РеквизитТабличныйДокумент" равна макету "%3 ИмяМакета" по шаблону	Сравнивает значения указанной области макета с эталоном. В значениях допусается использовать символы *. Макет ищется сначала в обработке фича файла, затем в каталоге проекта.  Чтобы получить mxl файл из TestClient, в тонком клиенте будет сделана попытка сохранить табличный документ в файл. В Web клиенте он всегда будет считываться по ячейкам. Детали в справке, в разделе, посвященному сравнению табличного документа с эталоном.	And "%1 AreaName" area of "%2 SpreadsheetDocumentName" spreadsheet document is equal to "%3 TemplateName" template by template	Compares specified template area values to the pattern. Symbols * are allowed in values.  Search for the template first in feature file processor, then in project catalog.  Try to save the spreadsheet document to the file in thin client to get the mxl file from TestClient. Always read by cells in web client. See details in Help, section 'comparison of spreadsheet document to the template'.
И поле "%1 Заголовок поля" равно переменной "%2 ИмяПеременной"	Сравнение значения поля с переменной Контекста	And "%1 FieldName" field is equal to "%2 VariableName" variable	Compares field value to Context variable.
И поле с именем "%1 ИмяПоля" заполнено	Проверяет заполненность поля формы	And the field named "%1 FieldName" is filled	Checks the filling of the form field
И поле с именем "%1 ИмяПоля" равно переменной "%2 ИмяПеременной"	Сравнение значения поля с переменной Контекста	And the field named "%1 FieldName" is equal to "%2 VariableName" variable	Compare field value to Context variable.
И поле таблицы "%1 ИмяТаблицы" "%2 ИмяПоля" равно переменной "%3 ИмяПеременной"	Сравнение значения поля с переменной Контекста. Имя поля задаётся как оно задано в конфигураторе.	And "%2 FieldName" field of "%1 TableName" table is equal to "%3 VariableName" variable	Compare field value to Context variable. Field search is performed by its name.
"И таблица ""%1 ИмяТаблицы"" не содержит строки:
	| ИмяКолонки1 | ИмяКолонки2 |
	| Значение1 | Значение2 |"	Проверяет, что в таблице TestClient нет строк, указанных в таблице Gherkin.	"And ""%1 TableName"" table does not contain lines
	| ColumnName1 | ColumnName2 |
	| Value1 | Value2 |"	Checks if TestClient table does not contain the lines from Gherkin table.
И таблица "%1 ИмяТаблицы" равна макету "%2 ИмяМакета"	Проверяет, что таблица TestClient стала равна переданному макету	And "%1 TableName" table is equal to "%2 TemplateName"	Checks if TetsClient table became equal to the passed template
И таблица "%1 ИмяТаблицы" равна макету "%2 ИмяМакета" по шаблону	Проверяет, что таблица TestClient стала равна переданному макету. В ячейках макета можно использовать символы *	And "%1 TableName" table is equal to "%2 TemplateName" by template	Checks if TetsClient table became equal to the passed template. Symbols * are allowed in template cells
"И таблица ""%1 ИмяТаблицы"" содержит строки:
	| ИмяКолонки1 | ИмяКолонки2 |
	| Значение1 | Значение2 |"	Проверяет, что таблица TestClient содержит строки таблицы Gherkin. Т.е. если в таблице в TestClient 10 строк, то в шаге можно проверять наличие, например, только 3 строк. Также строки указанные в шаге могут идти в любом порядке.	"And ""%1 TableName"" table contains lines
	| ColumnName1 | ColumnName2 |
	| Value1 | Value2 |"	Checks if TestClient table contains the lines from Gherkin table. I.e. if in the table at TestClient contains 10 lines, then in step you can check, for example, only 3 lines. Also the strings specified in the steps may go in any order
"И таблица ""%1 ИмяТаблицы"" стала равной по шаблону:
	| ИмяКолонки1 | ИмяКолонки2 |
	| Значение1 | Значение2 |"	Проверяет, что таблица TestClient стала равна таблице Gherkin. Значения могут содержать один или несколько символов *.	"And ""%1 TableName"" table became equal by template
	| ColumnName1 | ColumnName2 |
	| Value1 | Value2 |"	Checks if TestClient table became equal to Gherkin table. One or several * characters are allowed.
"И таблица ""%1 ИмяТаблицы"" стала равной:
	| ИмяКолонки1 | ИмяКолонки2 |
	| Значение1 | Значение2 |"	Проверяет, что таблица TestClient стала равна таблице Gherkin	"And ""%1 TableName"" table became equal
	| ColumnName1 | ColumnName2 |
	| Value1 | Value2 |"	Checks if TestClient table became equal to Gherkin table
"И Табличный документ ""%1 ИмяТабДок"" содержит значения областей
| ИмяОбласти | ЗначениеОбласти |"	Проверяет что в табличном документа содержатся значения, перечисленные в таблице. Таблица состоит из двух колонок: "ИмяОбласти" и "ЗначениеОбласти".	"And ""%1 SpreadsheetDocumentName"" spreadsheet document contains area values
|AreaName| AreaValue|"	Checks if the spreadsheet document contains values listed in the table.  The table consists of two columns: "AreaName" and "AreaValue".
"И Табличный документ ""%1 ИмяТабДок"" содержит строки в областях
| ИмяОбласти | Подстрока |"	Проверяет что в табличном документа содержатся значения, перечисленные в таблице. Таблица состоит из двух колонок: "ИмяОбласти" и "Подстрока".	"And ""%1 SpreadsheetDocumentName"" spreadsheet document contains strings in areas
|AreaName| Substring|"	Checks if the spreadsheet document contains values listed in the table.  The table consists of two columns: "AreaName" and "Substring".
"И Табличный документ ""%1 РеквизитТабличныйДокумент"" содержит значения областей по шаблону
| ИмяОбласти | ШаблонОбласти |"	Проверяет что в табличном документа содержатся значения, перечисленные в таблице. Таблица состоит из двух колонок: "ИмяОбласти" и "ШаблонОбласти". В шаблоне можно указывать символ * много раз.	"And ""%1 SpreadsheetDocumentName"" spreadsheet document contains area values by template
|AreaName| AreaTemplate|"	Checks if the spreadsheet document contains values listed in the table.  The table consists of two columns: "AreaName" and "AreaTemplate". Several * characters are allowed in the template.
И у элемента "%1 Заголовок элемента" я жду значения "%2 Значение" в течение "%3 20" секунд	Ожидание что элемент формы примет нужное значение в течение нужного времени. Иначе будет вызвано исключение.	And I wait "%2 Value" value of "%1 AttributeName" attribute for "%3 20" seconds	Waiting for required value of form attribute in specified time.  Else raise an exception.
И у элемента с именем "%1 ИмяЭлемента" я жду значения "%2 Значение" в течение "%3 20" секунд	Ожидание что элемент формы примет нужное значение в течение нужного времени. Иначе будет вызвано исключение.	And I wait "%2 Value" value of the attribute named "%1 AttributeName" for "%3 20" seconds	Waiting for required value of form attribute in specified time.  Else raise an exception.
И у элемента формы с именем "%1 ИмяПоля" текст редактирования стал равен "%2 ТекстПоля"	Проверка значения текста редактирования элемента формы	And the editing text of form attribute named "%1 FieldName" became equal to "%2 FieldText"	Checks form attribute editing text value
И флаг с именем "%1 ИмяФлага" равен "%2 Истина"	Проверяет значение флага	And checkbox named "%1 CheckboxName" is equal to "%2 True"	Checks checkbox value
И элемент "%1 Заголовок элемента" доступен только для просмотра	Проверка флага "Только просмотр"	And "%1 FieldName" attribute is read-only	Checks "Read only" checkbox
И элемент с именем "%1 ИмяЭлемента" доступен только для просмотра	Проверка флага "Только просмотр"	And the attribute named "%1 FieldName" is read-only	Checks "Read only" checkbox
И я выбираю из списка "%1 Значение"	Выбирает значение из списка, который привязан к форме. Такой список может появиться, если происходит перехват стандартных событий формы, и пользователю показывается другой список для выбора значения.	And I select "%1 Value" from the list	Selects value from the list bound to the form. This list may appear if the form standard event interception takes place, and another choice list will be displayed to user.
И я жду закрытия окна "%1 Заголовок окна" в течение "%2 20" секунд	Ожидает, что окно исчезнет в течение указанного числа секунд. Поиск окна происходит среди всех открытых окон. Поэтому шаг будет ждать пока закроются все окна, удовлетворяющие переданному параметру "Заголовок окна".	And I wait "%1 WindowName" window closing in "%2 600" seconds	Waiting for window disappearance in specified number of seconds
И я жду открытия окна "%1 Заголовок окна" в течение "%2 20" секунд	Ожидает, что окно появится в течение указанного числа секунд	And I wait "%1 WindowName" window opening in "%2 600" seconds	Waiting for window appearance in specified number of seconds
И я жду появления элемента "%1 Заголовок элемента" в течение "%2 20" секунд	Ожидание появления (видимости) элемента формы с нужным заголовком в течение указанного числа секунд	And I wait "%1 AttributeName" attribute appearance in "%2 Timeout" seconds	Waiting for form with required header appearance in specified number of seconds
И я жду появления элемента с именем "%1 ИмяЭлемента" в течение "%2 20" секунд	Ожидание появления (видимости) элемента формы с нужным именем в течение указанного числа секунд	And I wait the attribute named "%1 AttributeName" appearance in "%2 Timeout" seconds	Waits for form attribute with the required name appearance in specified number of seconds.
И я жду, что в окне "%1 ЗаголовокОкна" в таблице "%2 ИмяТаблицы" количество строк будет "%3 больше" "%4 0" в течение "%5 20" секунд	В течение нужного числа секунд проверяется количество строк в таблице в нужном окне	And I wait that in "%1 WindowHeader" window in "%2 TableName" table number of lines will be "%3 ComparisonType" "%4 ComparisonNumber" for "%5 20" seconds	Checks table lines count in the specified window for required number of seconds
И я жду, что в таблице "%1 ИмяТаблицы" количество строк будет "%2 больше" "%3 0" в течение "%4 20" секунд	В течение нужного числа секунд проверяется количество строк в таблице в текущем окне	And I wait that in "%1 TableName" table number of lines will be "%2 ComparisonType" "%3 ComparisonNumber" for "%4 20" seconds	Checks table lines count in the current window for required number of seconds
И я жду, что поле "%1 Заголовок поля" перестанет быть пустым в течение "%2 30" секунд	Проверяет, что в течение нужного числа секунд текстовое поле станет заполненным.	And I wait "%1 GeneratedScript" field will be filled in "%2 30" seconds	Waits for text field filling for specified number of seconds.
"И я жду, что таблица ""%1 ИмяТаблицы"" станет равна данной в течение ""%2 20"" секунд:
	| ИмяКолонки1 | ИмяКолонки2 |
	| Значение1 | Значение2 |"	Проверяет, что таблица TestClient станет равной таблице Gherkin в течение нужного числа секунд	And I wait that in "%1 TableName" table will be equal to this table for "%2 20" seconds	Checks that the table TestClient will be equal to the Gherkin table in specified number of seconds
