Шаг оригинал	Описание	Перевод шага	Перевод описания
Когда в логе сообщений TestClient есть строка "%1 Таблица параметров должна заканчиваться символом |"	Проверяет в логе сообщений наличие нужной строки.	Quando nel log dei messaggi TestClient esiste il testo "%1 Tabella parametri deve terminare con il simbolo |"	Controlla nel log dei messaggio la presenza della riga desiderata.
Когда В панели открытых я выбираю "%1 ИмяКоманды"	Нажатие кнопки на панели открытых окон	Quando nel pannello delle finestre aperte seleziono "%1 NomeComando"	Preme il pulsante sul pannello delle finestre aperte
"Когда Проверяю шаги на Исключение
		|'И     в поле с именем ""Наименование2"" я ввожу текст ""Тестовый Элемент""'|"	Проверка негативного поведения шага.	"Quando io controllo i passaggi per l'eccezione
  |'E     nel campo denominato ""Nome2"" io inserisco il testo ""Elemento testo""'|"	Controlla il comportamento negativo del passaggio.
Когда Я открываю форму документа "%1 АвтоВзаимозачет" заполненного на основании не проведенного "%2 ПоступлениеАвтомобилей" номер "%3 АВ00000080" от "%4 04.09.2016"	Открытие формы на основании не проведенного документа	Quando apro la forma del documento "%1 AvtoVzaimozachet" riempito sulla base del documento non processato "%2 PostuplenieAvtomobiley" numero "%3 AV00000080" del "%4 04.09.2016"	Apertura della forma sulla base del documento non processato
Когда Я открываю форму документа "%1 АвтоВзаимозачет" заполненного на основании проведенного "%2 ПоступлениеАвтомобилей" номер "%3 АИ00000002" от "%4 12.03.2017"	Открытие формы на основании проведенного документа	Quando apro la forma del documento "%1 AvtoVzaimozachet" riempito sulla base del documento processato "%2 PostuplenieAvtomobiley" numero "%3 AI00000002" da "%4 2017/12/03"	Apertura della forma sulla base del documento processato
Когда Я подключаю клиент тестирования "%1 ИмяКлиентаТестирования" из таблицы клиентов тестирования от имени "%2 Логин" с паролем "%3 Пароль"	Подключает клиента тестирования в туже базу, где запущен TestManager с нужным логином и паролем.	Quando io colleg il client di test "%1 NomeClienteTest" dalla tabella di clienti per conto di login "%2 Login" e password "%3 Password"	Collega client di test nello stesso database che già esegue TestManager con il nome utente e la password desiderati.
"Когда Я подключаю клиент тестирования с параметрами
    | 'Имя подключения' | 'Порт' | 'Строка соединения'                 | 'Логин' | 'Пароль' | 'Запускаемая обработка' |  'Дополнительные параметры строки запуска'  |
    | 'Test 1'          | '1538' | 'Srvr=""localhost:1941"";Ref=""Test"";' | 'Админ' | 'Админ'  | 'c:\СуперОбработка.epf' |  '/UC'                                      |"	Подключает TestClient. Все параметры подключения указываются в таблице.	"Quando io collego il client di test con i parametri
    | 'Nome connessione' | 'Porta' | 'Stringa connessione'                 | 'Login' | 'Password' | 'Elaborazione da eseguire' |  'Altri parametri riga di comando'  |
    | 'Test 1'          | '1538' | 'Srvr=""localhost:1941"";Ref=""Test"";' | 'Admin' | 'Admin'  | 'c:\SuperElaborazione.epf' |  '/UC'                                      |"	Collega TestClient. Tutti i parametri di connessione sono specificate nella tabella.
Тогда в таблице "%1 Список" я выделяю все строки	Выделение всех строк в таблице	Quindi nella tabella "%1 Lista" seleziono tutte le righe	Selezione di tutte le righe della tabella
Тогда в таблице "%1 ИмяТаблицы" количество строк "%2 меньше или равно" "%3 2"	Проверка на количество строк в таблице	Quindi nella tabella "%1 NomeTabella" il numero di righe "%2 minore o uguale" "%3 2"	Controllail numero di righe nella tabella
Тогда не появилось окно предупреждения системы	Проверяет, что на экране нет предупреждения системы.	Quindi non è apparsa la finestra di avviso di sistema	Controlla assenza dell'avviso sullo schermo.
Тогда появилось предупреждение содержащее текст "%1 Текст"	Проверяет, что появилось окно предупреждения, содержащее нужный текст.	Quindi appare un avviso contenente il testo "%1 Testo"	Si verifica che vi era una finestra di avviso contenente il testo che si desidera.
Тогда текст текущей ячейки таблицы "%1 Таблица" стал равен "%2 Значение поля"	Проверка значения текущей ячейки таблицы.	Quindi il testo della cella corrente della tabella "%1 Tabella" diventa uguale a "%2 Valore del campo"	Controllare il valore della cella corrente della tabella.
Тогда текст ячейки таблицы "%1 Таблица" "%2 ИмяПоля" стал равен "%3 Значение поля"	Проверка значения ячейки таблицы. Имя ячейки указывается как оно указано в конфигураторе.	Allora il testo della cella di tabella "%1 Tabella" "%2 NomeCampo" è diventato uguale a "%3 Valore del campo"	Controllare il valore di una cella della tabella. Il nome della cella va specificato così come è stato specificato nel configuratore.
Тогда элемент формы "%1 ИмяПоля" стал равен "%2 Значение поля"	Проверка значения элемента формы	Allora l'elemento della forma "%1 NomeCampo" è diventato uguale "%2 Valore del campo"	Controllare il valore dell'elemento della forma
Тогда элемент формы с именем "%1 ИмяПоля" стал равен "%2 Значение поля"	Проверка значения элемента формы	Allora l'elemento della forma denominato "%1 NomeCampo" è diventato uguale "%2 Valore del campo"	Controllare il valore dell'elemento della forma
Тогда я вызываю исключение "%1 Текст исключения"	Вызывает исключение с нужным текстом	Quindi io chiamo l'eccezione "%1 Testo eccezione"	Genera un'eccezione con il testo desiderato
"Дано Я задаю таблицу строк ""%1 ТаблицаИсключений""
| 'Товар1' |
| 'Товар2' |"	Создает в памяти таблицу строк по переданной таблице	"Dato Io determino una tabella ""%1 TabellaEsclusioni""
| 'Merce1' |
| 'Merce2' |"	Crea in memoria una tabella dalla tabella trasmessa
Дано Я сохраняю макет из обработки "%1 ИмяМакетаВОбработке" в файл "%2 c:\temp\111.mxl"	Сохраняет макет из обработки, связанной с фичей, в нужный файл.	Dato Io salvo un layout dall'elaborazione "%1 NomeLayoutNellElaborazione" nel file "%2 c:\temp\111.mxl"	Conserva il layout dall'elaborazione, associato ad una funzione, nel file.
Если переменная "%1 ИмяПеременной" имеет значение "%2 ЗначениеПеременной" Тогда	Условие. Проверяет значение переменной контекста	Se la variabile "%1 NomeVariabile" è impostata a "%2 ValoreVariabile" allora	Condizioni. Controlla il valore del contesto
И в поле "%1 СгенерированныйXML" я ввожу текст из макета "%2 Xml1"	Вводит текст в поле. Текст будет взят из макета	E nel campo "%1 XMLgenerato" io inserisco un testo dal layout "%2 Xml1"	Immissione del testo nel campo. Il testo è tratto dal layout
"И в таблице ""%1 Таблица"" я перехожу к строке содержащей подстроки
	|'Наименование'|
	|'Товар1'|"	Переход к строке таблицы, когда значения колонок не полностью, а подстрокой	"E nella tabella ""%1 Tabella"" vado alla riga contenente la sottostringa
 |'Nome'|
 |'Merce1'|"	Va nella riga della tabella in cui il valore delle colonne non sono completi ma substring
И в табличном документе "%1 РеквизитТабличныйДокумент" значения в колонке "%2 ИмяКолонки" неравно значению "%3 "	Проверяет, что в табличном документе значение в колонке равно переданному параметру	E in un documento tabellare "%1 RequisitoDocumentoTabellare" i valori nella colonna "%2 NomeColonna" diverso da "%3"	Verifica che il valore nella colonna del documento tabellare è uguale al parametro trasmesso
И в табличном документе "%1 РеквизитТабличныйДокумент" значения в колонке "%2 ИмяКолонки" равно значению "%3 "	Проверяет, что в табличном документе значение в колонке равно переданному параметру	E in un documento tabellare "%1 RequisitoDocumentoTabellare" i valori nella colonna "%2 NomeColonna" uguale a "%3"	Verifica che il valore nella colonna del documento tabellare è uguale al parametro trasmesso
И в табличном документе "%1 РеквизитТабличныйДокумент" значения в колонке "%2 ИмяКолонки" соответствуют условию "%3 равно" "%4 10"	Проверяет, что в табличном документе значение в колонке соответствует условию. Можно использовать числа.	E nel documento tabellare "%1 RequisitoDocumentoTabellare" i valori nella colonna "%2 NomeColonna" corrispondono alla condizione "%3 uguale" "%4 10"	Verifica che i valori nella colonna del documento tabellare corrispondono alla condizione. È possibile utilizzare i numeri.
И В текущем окне я нажимаю кнопку командного интерфейса "%1 КомандаИнтерфейса"	Нажатие кнопки командного интерфейса в текущей форме	E nella finestra corrente clicco il pulsante dell'interfaccia di comando "%1 InterfacciaCommando"	Preme il pulsante dell'interfaccia di comando nella forma corrente
И для каждого значения "%1 ЗначениеИзМассива" из массива "%2 МассивЗначенийЧерезТочкуСЗапятой"	Перебирает массив значений. Первый параметр - это имя переменной, которое будет доступно в Контексте. Второй параметр, значения массива, разделенные символом ";"	E per ogni valore di "%1 ValoreMatrice" dalla matrice "%2 MatriceValoriConPuntoEVirgola"	Scorre matrice dei valori. Il primo parametro è il nome della variabile che sarà disponibile nel Contesto. Il secondo parametro sono i valori della matrice, separati da ";"
И для каждого значения "%1 ЗначениеИзМассива" из таблицы в памяти "%2 МассивЗначенийЧерезТочкуСЗапятой"	Перебирает массив значений. Первый параметр - это имя переменной, которое будет доступно в Контексте. Второй параметр, имя таблицы, которая сохранена в контексте	E per ogni valore "%1 ValoreDallArray" della tabella in memoria "%2 ArreyValoriConPuntoEVirgola"	Itera su un array di valori. Il primo parametro è il nome della variabile che sarà disponibile nel contesto. Il secondo parametro è il nome della tabella, che è memorizzata nel contesto
"И Табличный документ ""%1 ИмяТабДок"" содержит в себе значения областей
| ИмяОбласти |
| ЗначениеОбласти |"	Проверяет что в табличном документа содержатся значения, перечисленные в таблице. Таблица состоит из двух колонок: "ИмяОбласти" и "Значение"	"E il documento tabellare ""%1 NomeTabDoc"" contiene i valori delle aree
| NomeArea |
| ValoreArea |"	Si verifica che il documento tabellare contiene una tabella dei valori indicati nella tabella. La tabella è costituita da due colonne: "NomeArea" e "ValoreArea"
И табличный документ "%1 РеквизитТабличныйДокумент" не содержит значения	Проверяет, что в табличном документе нет значений из таблицы	E un documento tabellare "%1 RequisitoDocumentoTabellare" non contiene alcun valore	Verifica che nel documento tabellare non esistono i valori dalla tabella
И табличный документ "%1 РеквизитТабличныйДокумент" содержит значения	Проверяет, что в табличном документе есть значения из таблицы	E il documento tabellare "%1 RequisitoDocumentoTabellare" contiene i valori	Verifica che nel documento tabellare ci sono i valori dalla tabella
И табличный документ формы с именем "%1 РеквизитТабличныйДокумент" содержит строки	Проверяет, что табличный документ TestClient содержит строки таблицы Gherkin	E documento tabellare della forma denominato "%1 RequisitoDocumentoTabellare" contiene le righe	Verifica che il documento tabellare TestClient contiene le righe di tabella Gherkin
И я вывожу значение переменной "%1 ИмяПеременной"	Выводит значение переменной контекста в окно сообщений	E io visualizzo il valore della variabile "%1 NomeVariabile"	Visualizza il valore di una variabile di contesto nella finestra dei messaggi
И я жду что в окне "%1 ЗаголовокОкна" в таблице "%2 ИмяТаблицы" количество строк будет "%3 больше" "%4 0" в течении "%5 20" секунд	В течении нужного числа секунд проверяется количество строк в таблице в нужном окне	E sto aspettando quella finestra "%1 TitoloFinestra" nella tabella "%2 NomeTabella" numero di righe sarà "%3 maggiore" "%4 0" durante "%5 20" secondi	Durante numero di secondi desiderato viene controllato il numero di righe della tabella nella finestra desiderata
И я жду что в таблице "%1 ИмяТаблицы" количество строк будет "%2 больше" "%3 0" в течении "%4 20" секунд	В течении нужного числа секунд проверяется количество строк в таблице в текущем окне	E sto aspettando che nella tabella "%1 NomeTabella" il numero di righe sarà "%2 maggiore" "%3 0" durante "%4" 20 secondi	Durante numero di secondi desiderato viene controllato il numero di righe della tabella nella finestra corrente
И я жду что поле "%1 СгенерированныйСценарий" перестанет быть пустым в течении "%2 30" секунд	Проверяет, что в течении нужного числа секунд текстовое поле станет заполненным.	E attendo che il campo "%1 ScenarioGenerato" si riempie durante "%2" 30 secondi	Controlla che entro il numero di secondi desiderato sarà riempita una casella di testo.
И я меняю значение переключателя "%1 Реквизит переключатель" на значение переменной "%2 ИмяПеременной"	Изменение значение переключателя на значение ранее сохраненной переменной	E io cambio il valore dell'interruttore "%1 Requisito Interruttore" sul valore della variabile "%2 NomeVariabile"	Cambiando il valore dell'interruttore sul valore della variabile precedentemente memorizzata
И я меняю значение переключателя с именем "%1 РеквизитПереключатель" на значение переменной "%2 ИмяПеременной"	Изменение значение переключателя на значение ранее сохраненной переменной	E io cambio il valore dell'interruttore con il nome "%1 RequisitoInterruttore" sul valore della variabile "%2 NomeVariabile"	Cambiando il valore dell'interruttore sul valore della variabile precedentemente memorizzata
И Я обновляю нумерацию объектов для "%1 ПолноеИмяОбъектаМетаданных"	Выполняет обновление номеров для объекта метаданных по полному имени	E rinnovo la numerazione degli oggetti da '%1 PolnoeImyaObektaMetadannyh "	Aggiorna i numeri per l'oggetto metadati utilizzando il nome completo
И я перехожу к следующему реквизиту	Переходит к следующему реквизиту формы	E vado al requisito successivo	Va al requisito successivo
